N,Permanent,Error,Epochs
11,326491.0,0.36036575636506246,7
15,3131707932.0,0.013073222633379485,9
10,60532.0,0.4586600512135037,6
11,526374.0,0.06594236250128459,7
15,2137336072.0,0.3547610119838451,9
15,9079239932.0,0.05487899976716756,7
12,13371304.0,0.22962432454758655,6
14,234919996.0,0.37009503438533803,7
14,610488948.0,0.16381155232163808,7
14,772287310.0,0.07614183477416611,7
13,43960374.0,-0.055951817881051094,7
14,457569092.0,-0.007821814300816281,7
11,543772.0,0.17696541746074276,7
13,330701064.0,0.11490050851940468,6
15,10414958452.0,0.13373933956044332,7
10,302394.0,0.11107835844856231,6
10,23335.0,0.5162539407373489,7
11,290681.0,0.8531263129906973,7
12,7863360.0,0.06606323757162118,7
10,53318.0,0.19746537604032374,6
13,39125683.0,0.19297991001593265,7
15,10226005443.0,0.3642466331758379,7
10,114842.0,-0.0722736984469604,6
15,5797670512.0,0.16652908249897036,7
14,1085530726.0,0.19722260242138492,7
10,91828.0,0.016299732825183644,7
12,8939676.0,0.20826077659605072,7
14,523176016.0,0.19394050368611307,7
14,341487518.0,0.2540803465561018,6
11,124179.0,0.10097572118905651,6
10,119025.0,0.22333264855103843,6
10,104460.0,0.7124315620015536,6
10,45782.0,0.0868703595168881,7
14,375383569.0,0.4395875037678214,7
13,95490074.0,0.14675675346834188,7
13,66633966.0,0.16954839680148848,7
10,204582.0,0.1429646335253917,6
11,1382302.0,0.28852756035545346,6
14,467860404.0,0.2630177739149441,7
13,66287916.0,0.04479201534027077,7
15,10163744303.0,0.31719593570811383,7
14,199653264.0,0.44732207160217796,7
14,432980293.0,0.0918168591334974,7
14,117899068.0,0.4880702911277946,9
13,21693000.0,0.3274831749806086,6
10,114819.0,0.002997875661813012,6
13,53370994.0,0.279182432962075,7
15,5614715070.0,0.03707843078951708,6
10,17231.0,1.470806910324127,7
11,749268.0,0.07127451879968105,6
10,62631.0,0.4130426956165626,7
11,708294.0,-0.018328166404735283,7
15,3148999988.0,0.1084228477424234,8
13,22194020.0,0.5821251102454202,7
15,2436114436.0,0.22455545675443953,9
14,417706089.0,0.13414446429278568,7
14,984443706.0,0.3064755660740265,7
10,49364.0,0.2850022639529609,7
13,72711060.0,0.06853381851521657,7
12,954778.0,0.6668535783731044,7
14,560084326.0,0.26114903415433527,7
10,85409.0,0.04381976873720736,6
13,12624945.0,0.07823374947904356,8
14,126580036.0,0.3152917206333233,8
10,83066.0,0.09390828551985059,6
10,59084.0,0.5420755955613147,7
13,26901208.0,0.6214445990610791,7
11,280052.0,0.4375857799643294,7
14,167839416.0,0.771660833901045,7
10,49015.0,0.1410552595020307,7
14,670233880.0,0.06598661190843212,7
12,5976940.0,0.41573693579327875,7
10,87108.0,0.10229398966282638,6
12,15434056.0,0.05857904132240311,6
14,560255822.0,0.2452183040073851,7
10,197572.0,-0.01845534843880553,6
13,14669376.0,0.16409685994333942,8
11,913450.0,0.16715473327120312,6
10,79108.0,0.29362755018968884,6
10,93348.0,0.14223542100557526,7
13,28973497.0,0.3476507850620421,7
14,589141192.0,0.2519185912695559,7
14,673514794.0,0.10980251614534463,7
14,1169383356.0,0.192026205259711,7
12,7247500.0,0.47623008767221175,7
10,251652.0,0.036607703745110076,6
11,1260426.0,0.04893325616437316,7
15,6091886298.0,0.222498386592905,7
14,352120420.0,0.3052924359472547,7
10,73801.0,0.08154322978649567,7
12,9655740.0,0.31402492833624823,7
13,48689666.0,0.12718969840114797,7
10,40529.0,0.22731726835410207,7
10,127233.0,0.15512707978308488,6
14,555442562.0,0.1376500217154047,7
14,451970921.0,0.6299226916916882,7
12,21955498.0,0.04947411992630215,6
11,416886.0,0.033694691811263264,7
15,2509365348.0,0.2915694370768755,8
13,165781464.0,0.1647424761707423,6
10,161974.0,0.2515043746956338,6
10,118254.0,0.019316130395235366,6
12,6634918.0,0.1690899642234033,7
12,3199402.0,0.18523018658893894,7
12,3298699.0,0.3606444322011303,7
14,859161618.0,0.1992657876525439,7
14,715559692.0,0.15233154653904557,7
15,5483339863.0,0.21343664439447685,7
13,24538358.0,0.6294455765074373,7
14,457137028.0,-0.008447349885194563,7
11,835572.0,0.5681039290625339,6
10,219504.0,0.2036139295850323,6
14,1203705178.0,0.0905638282789642,7
15,3913643252.0,0.269295518035489,7
14,368215474.0,0.04664937185882004,6
13,60753566.0,-0.027930180422588383,7
14,864794098.0,0.3791564207101302,7
13,70306281.0,0.1110351419292467,7
10,64308.0,0.29463086326981924,6
13,21385667.0,0.0819508174936433,6
15,3417054286.0,0.07732028177915992,8
12,3401160.0,0.13716616360864262,7
11,202126.0,0.5204422842232642,7
13,24977236.0,0.005785278344346792,6
15,3190408453.0,0.06233637210973669,8
12,4367958.0,0.2995633341130073,7
12,4803214.0,0.08214068051913473,7
11,1359010.0,0.25945929294773656,6
14,1009438938.0,0.23726065523516005,7
11,878762.0,0.19259498162289085,6
10,14384.0,0.28105099214263424,7
13,9096858.0,0.6747843247320567,8
10,41106.0,0.35837119684064533,7
11,1182282.0,0.16985119635915638,6
12,9028852.0,0.2983407232041734,7
11,1200422.0,0.05823519473167773,7
11,390768.0,0.22479515260355584,7
12,4833990.0,0.09798906476063779,7
15,19663371308.0,0.22540857940266612,7
14,294646594.0,0.3080714666396708,6
10,24119.0,0.554350071566415,7
15,4100948865.0,0.20543780218307406,7
14,230350464.0,0.24749265752038213,7
12,6163219.0,0.18852411516776943,7
13,56193763.0,0.10259135660710299,7
14,554490301.0,0.11071312304102882,7
10,111370.0,0.5276730382569729,6
11,244065.0,0.6522068062769634,7
11,491487.0,0.0654658405442345,7
14,432920103.0,0.5478723056446312,7
14,417556181.0,0.15049801244303976,7
14,414914842.0,0.29992974071195366,7
12,6955482.0,0.20800067258605742,7
15,2959310505.0,0.3701046085554858,8
12,8175813.0,0.05698708589390787,7
14,679592312.0,0.1708497464815474,7
12,3759508.0,0.1730762045187096,7
14,223570773.0,0.4147071062632666,7
14,1061228050.0,0.022522258389296158,7
11,940670.0,0.09441518983801277,6
13,70307483.0,0.14337219281668015,7
15,3473065228.0,0.10121426327131346,8
15,11929122742.0,0.0320459815717193,7
15,3615294856.0,0.22116717172624265,7
10,195660.0,0.19841347158527642,6
11,799218.0,0.40848552214904843,7
12,8123571.0,0.2543576524949638,7
10,37424.0,0.2617887823411153,7
12,6061521.0,0.22625547006259836,7
13,215985190.0,0.06272956795823842,6
13,20987759.0,0.4321020308777554,7
11,1185624.0,-0.005537067066756123,6
10,152586.0,0.011978227247390586,6
12,6782626.0,0.08358529199886923,7
12,17961092.0,-0.029223041900046896,6
14,624323098.0,0.10693374603101578,7
13,38580756.0,0.09245630548038067,7
13,43637652.0,0.4606660251397216,7
11,608949.0,0.035188315090788264,7
11,1236442.0,0.2324162469530488,6
10,167489.0,0.02177096174560713,6
11,1475000.0,0.13623264199737917,6
15,3641070224.0,0.2829186850317076,7
11,564791.0,0.04004158776965065,7
13,28976654.0,0.07741021408542005,7
11,1003050.0,0.13307510665051991,7
10,137126.0,0.2762659472026177,6
10,144533.0,0.07678211864763193,6
11,428636.0,0.3238151911597512,7
13,203820987.0,-0.008997103490750391,6
10,105471.0,0.29490797346514697,6
10,29324.0,0.17674069002850057,7
11,108636.0,0.8657522162741514,7
13,51888664.0,0.3240137060358574,7
13,59601130.0,0.37596725434248046,7
13,24710316.0,0.271297668145175,7
11,3466621.0,0.002442212199439866,6
13,41329192.0,0.3327655445035219,7
15,1446011572.0,0.8849099604411331,8
13,56363414.0,0.29131250339723735,7
12,13750710.0,0.07267037152546471,6
12,1353356.0,0.7386344680777045,6
15,3078527320.0,0.04672999543301132,8
15,1738725828.0,0.5901926557294283,9
11,1160970.0,0.13492553296090326,7
13,87967900.0,0.015674852298492727,7
14,1221040422.0,0.07044541035591485,7
12,4217441.0,0.1782996155399922,7
15,8068926024.0,0.8794038986657228,7
15,12398973554.0,0.12619099089300706,7
13,51119741.0,0.12507142480696015,7
14,838226059.0,0.07769290388542828,7
11,625906.0,0.010519922544449535,7
10,248400.0,0.04215240073170714,6
15,2809490621.0,0.4932054483872994,7
13,81193256.0,0.18712743355567615,7
10,123116.0,0.0852552402007862,6
13,100314468.0,0.048599481829909495,7
10,95355.0,0.07900551872958414,7
12,5406044.0,0.1466373448329618,7
15,8671083378.0,0.08740380184585292,7
11,452436.0,0.42642724354668027,7
15,2811977334.0,0.2513433905405399,8
12,4934082.0,0.30562578271804436,7
14,181341357.0,0.3832056100343461,8
14,154331574.0,0.2841345182772239,9
13,141799159.0,0.05986311147390376,7
11,709748.0,0.1601619612216389,7
11,329264.0,0.2524600542537146,7
10,82002.0,0.24128785246073503,7
10,59183.0,0.0757560892522699,7
10,75718.0,0.050910657712359045,6
14,626658802.0,0.27169957895697633,7
10,28608.0,0.6792663438883908,7
13,14973402.0,0.03488808849665899,8
11,250229.0,0.22861885237864726,7
12,5885894.0,0.28293795483989115,7
10,169073.0,0.0515011747899183,6
14,426496609.0,0.5449309703476695,7
11,215124.0,0.39176323175222405,7
15,3902355822.0,0.24221131602659007,7
10,52280.0,0.4078310950109669,7
12,8270212.0,0.31275524749019856,7
13,44424322.0,0.07582562258929607,7
10,46348.0,0.7929997531638153,7
13,21722450.0,0.17453030136980327,6
13,93589520.0,0.1984697326239183,7
15,2859475454.0,0.2341145531039459,8
10,33304.0,0.40019298813542237,7
14,194752454.0,0.1459378973304364,8
11,313818.0,0.25454559068114185,7
14,396758660.0,0.040827428719337824,6
15,7056544236.0,0.14320281217780556,7
15,10068224671.0,0.18250698729115988,7
13,27171762.0,0.23555571825207872,7
10,73904.0,-0.027534901038272674,6
11,669445.0,0.3916723640126535,6
14,163666540.0,0.21059421686146312,9
10,33986.0,0.5773568876073474,7
10,260462.0,0.1536817342121567,6
11,509897.0,0.1311640422560082,7
13,41844317.0,-0.03068733384885246,7
11,602094.0,0.30235915126026286,7
10,37918.0,0.08352021340540353,7
15,12086155867.0,0.1393834203814419,7
15,1846957906.0,0.5797498893094072,9
13,11413934.0,0.38044098658056175,8
11,537284.0,0.17842809806534055,7
10,173038.0,0.14392380005027006,6
15,3335982599.0,0.18689266475956634,8
15,1853336344.0,0.2794543530351746,10
12,8481386.0,0.09368644886217006,7
10,97432.0,0.010351314247582462,6
11,647740.0,0.38421347761285707,7
10,147218.0,0.01637825945842481,6
10,133165.0,0.03451546900322106,6
15,5177307860.0,0.14239798949110397,6
15,2945586716.0,0.055535856743496266,9
10,65389.0,0.34571635392159344,7
14,637332032.0,0.015297780938774588,7
13,27325884.0,0.37125564377990466,7
13,44826285.0,0.35954545362704843,7
12,12505824.0,0.30626144287313095,6
14,267552051.0,0.10816096195002274,7
12,5825274.0,0.09651127767626147,6
15,15231322327.0,0.09648258321206724,7
14,1230039587.0,0.0981479777897695,7
12,12894537.0,0.1741764318082683,6
12,1486221.0,0.4745318683446516,7
14,1108404879.0,0.20794591928408585,7
14,353446142.0,0.0750173558607221,6
15,3736625198.0,0.15956468878123467,7
14,488547003.0,0.21814408026895316,7
14,595654278.0,0.38592628149950586,7
13,38447449.0,0.06308680041801445,7
13,32286026.0,0.060633034645254325,7
10,110600.0,0.18544025537469458,6
13,17480455.0,0.2392112329759761,7
14,558790828.0,0.14085753442128962,7
14,138983761.0,0.4034395671358374,9
15,17664657056.0,0.2293821360299488,7
12,2254921.0,0.17638443180128707,7
12,1386408.0,0.005674217112893972,7
12,6479230.0,0.04321755072224127,7
