N,Permanent,Error,Epochs
10,199482.0,0.16169879989171956,6
13,36818054.0,0.3094799632810577,7
12,3298664.0,0.22955808775916553,7
10,142144.0,0.0986394079243584,6
13,59332832.0,0.20093276518471256,7
13,36490810.0,0.15475521096955644,7
11,391392.0,0.5535039040143896,7
12,7284654.0,0.12771670418389122,7
10,180534.0,0.13526537937452224,6
10,37876.0,0.5197222515577147,7
15,6234832017.0,0.27129378632624035,7
12,17874052.0,0.05036681106220347,6
15,4785338408.0,0.4210636851996696,7
13,15840897.0,0.66928842476534,6
11,485182.0,0.012749854693702569,7
12,10351056.0,0.062343204403492745,7
11,138978.0,0.8539409115111745,7
13,68809628.0,0.23010015400751768,7
12,5811176.0,0.2526540239015304,7
15,17722735308.0,0.05650865250737739,7
10,108104.0,0.06446569969658847,6
10,206839.0,0.014281639342677154,6
10,159760.0,0.2579556835252879,6
15,4263735812.0,0.25261116225087543,7
14,1229121335.0,0.019549307554733806,7
10,108175.0,0.204224636006471,6
11,1058104.0,0.09990227803694154,6
14,242633163.0,0.34297492136307844,7
12,3072325.0,0.17349238768684955,7
14,236505571.0,0.3354718143193337,7
15,6686435790.0,0.19372183083507932,7
10,31798.0,0.0339329517579722,7
12,9854456.0,0.09211071620797738,6
11,1061154.0,0.10696845132751702,7
10,180962.0,0.10749218067881655,6
15,11716084961.0,0.12693554092092077,7
10,60762.0,-0.07127810144498206,7
10,102414.0,0.018161579471556624,6
13,76904876.0,0.10924874256347543,7
15,2395913588.0,0.21168235972289998,9
10,103990.0,0.32372343494566785,6
12,1528682.0,0.09594670441596094,7
15,2582143897.0,0.43613331825093093,8
14,907926382.0,0.25996783184123845,7
11,688575.0,0.09200740660058818,7
15,2112217554.0,0.6130525113512999,8
15,1814337072.0,0.5304568146971094,9
13,57418464.0,0.10326850610284524,7
10,42504.0,-0.014186900056465274,6
14,724993222.0,0.19709007155379998,7
10,30642.0,0.5055805756804386,7
10,185496.0,0.0871986457929012,6
14,145323797.0,0.1466451430525174,9
12,3334658.0,0.2725973698052394,7
10,123777.0,0.1030401447764932,6
14,965319246.0,0.05109622563145291,7
14,184673843.0,1.3545810653867207,7
11,509830.0,0.3319518270796148,7
12,4334651.0,0.2614281980256311,7
14,393862606.0,0.5178336833530218,7
11,453312.0,0.6500202950727093,7
12,5957352.0,0.13987993323208028,7
10,64340.0,0.5711221635063723,7
11,604192.0,0.19179830252634925,6
15,2085649354.0,0.16843400992897678,11
14,233407280.0,0.7886163919137398,7
13,75862221.0,0.05889317424545216,7
10,135675.0,0.11334438916528469,6
11,813435.0,0.12101397161420396,7
10,29432.0,0.11912204403370481,7
11,693315.0,0.18623425138645494,6
14,525203642.0,0.3082266782910085,7
13,34039824.0,0.1333422581738378,7
14,459178804.0,0.07857287985793003,7
15,2950291926.0,0.019909158982662652,9
15,8362590612.0,0.11422355874139256,7
10,82982.0,0.06819551227977151,6
13,37009602.0,0.12445610736370523,7
11,644563.0,0.4107077198039602,7
15,4698377176.0,0.44960266233849083,6
12,3048899.0,0.19625215528621973,7
13,39265288.0,0.018194951225112624,7
15,6603312048.0,0.17401367263084702,7
10,47938.0,0.19829780132671368,7
11,1684816.0,0.12290481571874912,6
13,37521310.0,0.40572365410482736,7
11,416956.0,0.47656587265802625,7
11,450802.0,0.47870905630409805,7
15,3324956494.0,-0.002158284781454948,8
10,45880.0,0.044006102877070616,7
14,884065051.0,0.1614881900811618,7
14,318960858.0,0.2185492145873272,6
15,2333370390.0,0.5321907689074601,8
12,4753899.0,0.08849535928298013,7
11,870501.0,0.2262628072799457,6
11,676544.0,0.3608146698514805,7
13,18674122.0,0.37172965882947534,6
15,3481654730.0,0.21865560689873462,7
13,35851250.0,0.7302733098566996,7
12,3619698.0,0.140724723443779,7
15,13928928268.0,0.1604816016703461,7
13,57933266.0,0.2041896964690373,7
14,414630186.0,0.3828033277827968,7
11,429443.0,0.3664910127770158,7
11,401674.0,0.36931441915583285,7
12,3607474.0,0.25265518199160963,7
10,47175.0,0.28112347641759405,7
10,120108.0,-0.01657674759383222,6
13,44721840.0,0.27777068206495975,7
15,6413429204.0,0.19720305514734424,7
10,217244.0,0.08703577544143912,6
12,11239619.0,0.28587170081121077,7
14,254589334.0,0.3096723368623133,7
15,26185414764.0,0.13369065281382764,7
12,15529835.0,0.0669760496489499,7
14,607818998.0,0.6313474262283588,7
12,3038296.0,0.5767522321722439,7
11,361642.0,0.2559603143440198,7
15,12946232686.0,0.1275115657997683,7
10,58286.0,0.2964691349552208,7
11,965628.0,0.1150111637193619,7
15,10183267126.0,0.2290749262625206,7
10,84131.0,0.358583637422591,7
15,2785304322.0,0.2670997176587873,8
11,787836.0,0.15158357830817581,6
14,295338139.0,0.3862290843513441,7
14,180961527.0,0.13664136465868792,8
10,140556.0,0.43603261333561,6
11,2287148.0,0.34187424687864537,6
14,535155748.0,0.0762340741970317,7
10,150382.0,0.13995026000452182,6
10,161384.0,0.2791168889109205,6
11,864795.0,0.03827149786943727,7
15,13482518482.0,0.25158622667779407,7
13,14567798.0,0.2621929546249886,7
14,950050976.0,0.23247524667560576,7
15,6165608398.0,0.29008458444752494,7
11,290734.0,0.24554059724696803,7
11,375788.0,0.09959870991090722,7
15,3493860996.0,0.20030261243970796,7
13,78142540.0,0.15255346191715805,7
14,484966974.0,0.04702213392370096,7
12,6979917.0,0.15279006899365707,7
15,5090760408.0,0.4381389877423593,7
10,56832.0,1.014234938063063,6
11,823381.0,0.05761002500664941,7
15,3341054127.0,0.6114383010113982,7
13,44468877.0,0.04729809120207825,7
14,1190102906.0,0.26087150567801404,7
10,89146.0,0.14849796962286585,6
14,214624386.0,0.18234264395286376,7
15,4867126340.0,0.17066065928339966,6
13,81838478.0,0.14305201277081422,7
12,4504624.0,0.1849028908961103,7
10,21222.0,0.6094618791819809,7
15,6924536330.0,0.048032942156576136,7
12,4060414.0,0.2679743986696923,7
11,371856.0,0.12215750182866486,7
14,1264349083.0,0.10772801185319482,7
13,63371516.0,-0.0694492617156263,7
12,30222764.0,0.05866792990872708,6
13,134134117.0,0.15977169328217966,6
10,235428.0,0.13535773145080449,6
13,119440176.0,0.12146848310069469,7
12,6328455.0,0.02347966446786775,7
12,1086924.0,0.4981921459090056,7
10,66158.0,0.3899452825055171,6
13,44726616.0,0.2661396739695219,7
14,528333987.0,0.3073387781127168,7
12,4232632.0,0.05753394105606157,7
12,5103079.0,0.07298417288856394,7
11,200028.0,0.2651628771971924,7
10,20004.0,0.7196060787842431,7
12,4418059.0,0.19607388674528792,7
10,121842.0,0.08998539091610447,6
10,72544.0,-0.07263178209086898,6
13,20991018.0,0.755824181561847,7
11,351822.0,-0.0972565672413891,7
14,547894711.0,0.04376434471549407,7
13,40290215.0,0.09309250397397979,7
11,426016.0,0.2669852775482611,7
10,198814.0,0.25098836098061506,6
12,6290660.0,0.027131334390986,7
12,3674437.0,0.5992341139608599,7
11,156202.0,0.40521888324093164,7
12,2802220.0,0.3287953836600981,7
10,110500.0,0.07730316742081449,7
12,6870231.0,0.2685093121322995,6
12,2430561.0,0.1783575890504291,7
11,758402.0,0.07291383725253889,7
15,8890472196.0,0.09638305076591232,7
10,13887.0,1.3213076978469072,7
12,5274316.0,0.004443419772345836,7
10,104639.0,0.2926537906516691,6
14,1031712826.0,0.11369470364614814,7
14,809859644.0,0.18211325270085937,7
12,6304614.0,0.30367790954370877,7
15,10463445414.0,0.32462345762852374,7
10,162292.0,0.06141399452838094,6
10,48132.0,0.2371187567522646,7
11,355699.0,0.1766577921219908,7
12,4844144.0,0.2823087009799874,7
13,40959024.0,0.10347031218321999,7
14,1210810644.0,0.12268906020618035,7
13,25160369.0,0.6544482316614673,7
11,733940.0,0.37015423604109327,6
15,4277138718.0,0.11738599192190147,7
10,120478.0,0.3107289297631103,6
11,1347966.0,0.12481991385539398,6
10,99674.0,0.15311916848927504,6
12,2478872.0,0.962282844777786,7
14,337043182.0,0.3459281576566649,7
12,7688264.0,0.3427068841548625,7
13,142284052.0,0.274991845185854,7
10,15478.0,1.864517379506396,7
11,2376752.0,0.007640679380936673,6
15,2713992538.0,1.1099800304609386,6
13,42615524.0,0.18375803615602615,7
11,354712.0,0.20786722749723718,7
11,547182.0,0.29355680559667535,7
14,508054670.0,-0.015061172452169369,7
10,84390.0,0.1745585969901647,7
13,53788339.0,0.2993560741855219,7
11,1526782.0,0.008559178717066353,6
10,129187.0,0.3547028725800584,6
15,11391276294.0,0.30897722995744237,7
15,21961234267.0,0.14769460839794063,7
15,18353344914.0,0.2739965604397293,7
13,52677975.0,0.0019296109996635217,7
13,15633580.0,0.2387714778061071,7
10,406682.0,0.08042893464672643,6
12,8694426.0,0.10825211463068407,7
14,550496399.0,0.12798805428698182,7
13,71159710.0,0.3854921415503239,7
11,520988.0,0.11567252988552519,7
12,3792104.0,0.512394174843306,7
11,1380032.0,0.1013679392941613,6
13,126717626.0,0.002308676458316856,7
14,612043552.0,0.044579819378605265,7
12,25337790.0,0.24495542034250029,6
13,45390136.0,0.4768102919982439,7
10,195359.0,0.04275206158917685,6
11,631946.0,0.11742300766204708,7
15,5876938802.0,0.20881097444512747,7
15,3425213112.0,0.06936994494373523,8
15,10143684854.0,0.2424242628190783,7
14,843868996.0,0.4163671253067342,7
15,5191256736.0,0.11232028729314612,6
14,188072398.0,0.1452060019992939,8
10,27359.0,0.5634708870938265,7
12,5013610.0,0.13631056264847086,7
15,6761149970.0,0.5405572981248337,7
14,439581240.0,0.2733748669529209,7
13,14462470.0,0.5415268622856262,7
10,74340.0,0.2972423997847727,6
15,3638276970.0,0.6317905329785819,6
12,6279822.0,0.07707622923070112,7
14,1263688199.0,-0.022486660097393217,7
15,4211754998.0,0.16123561373405415,7
15,2859149280.0,0.159441575222683,8
10,53658.0,0.03220395840322039,7
13,22103714.0,0.4200198211033675,7
13,32435898.0,0.1909161879840663,7
12,846541.0,2.381166417220194,7
12,5020612.0,0.19547915672431967,7
15,4477568080.0,0.3123966966014283,6
13,43736389.0,0.22892747272757247,7
13,62876934.0,0.28150997311669174,7
15,3180016578.0,0.0740486067365401,8
13,40516648.0,0.006006716054102008,7
12,8139400.0,0.1737205445118805,7
14,600858878.0,0.23587581075901154,7
14,634192608.0,0.20090107704314333,7
14,440867299.0,0.42979834165472997,7
12,2687034.0,0.25016207461461226,7
12,12669466.0,0.18452103664037617,6
15,4010318978.0,0.29108645008137807,6
11,185035.0,0.7686167481827763,7
11,389928.0,0.7084769495906936,7
13,39038411.0,0.1293620275681815,7
14,307897172.0,-0.002447638590197899,7
12,5996267.0,0.10684364121877828,7
12,4433523.0,0.21364476963353973,7
11,505644.0,0.11305187048595454,7
15,2649272246.0,0.12466693013474464,9
14,563439590.0,0.3479801091009597,7
11,1210688.0,0.11241872389913835,6
13,88577814.0,0.008278991847778045,7
10,180204.0,0.2646611617944108,6
10,32878.0,0.09790741529290103,7
12,6323536.0,0.05878388294144289,7
10,96908.0,0.1946072563668634,6
14,270910604.0,0.2514019089485327,6
10,174634.0,0.24134475531683405,6
15,9107627798.0,0.0035890073381323307,7
13,52327955.0,0.0036803654948870065,7
12,2350488.0,0.30916984047567997,7
12,1124800.0,0.7274759957325747,6
10,36131.0,0.22501453045860895,7
13,98336277.0,0.022735271948520076,7
11,1071614.0,0.02647968391603693,7
13,91430815.0,0.014261865652187395,7
10,31691.0,0.07544728787352876,7
11,301958.0,0.07377184906510177,7
13,20598114.0,0.5564755588788372,7
13,232266122.0,0.18627127205404498,6
13,91298613.0,0.08974160428921303,7
14,657123771.0,0.07545449455365996,7
12,9388920.0,0.6285125445738168,7
10,68376.0,0.37068562068562066,7
12,10150654.0,0.04935376577706225,7
10,29972.0,0.5139129854530895,7
12,10006567.0,0.20570891095817376,7
14,570860236.0,0.1662644917520582,7
15,4701321364.0,0.10238773904842129,6
13,58477952.0,0.10732739067195787,7
13,51976474.0,0.4107729777899132,7
11,1519908.0,0.22554128276185137,6
13,70870654.0,0.24047279146034126,7
14,343266778.0,0.573380707410025,7
11,441173.0,0.1295954194839666,7
13,31118952.0,0.276559859727924,7
10,245226.0,0.17639646693254385,6
15,4341523761.0,0.3554268731318824,6
11,297768.0,0.1948664732274791,7
14,695391426.0,0.1791169093304294,7
11,44434.0,4.7974749066030515,7
14,959400988.0,0.2554402591463664,7
13,89557493.0,0.14136791435195714,7
10,138388.0,0.03437436771974449,6
15,11115377500.0,0.07231537426416691,7
11,1523380.0,0.002095340624138429,6
12,5604399.0,0.14677363264107357,7
15,7126179525.0,0.3144054310082793,7
14,739230484.0,0.04618105007693379,7
15,3775505052.0,0.34304148773789006,7
13,56893575.0,0.17935522596356443,7
10,166002.0,0.2185877278587005,6
14,522324572.0,0.34616053827925214,7
15,10073622234.0,0.10786592665074918,7
12,5113440.0,0.02282924997653243,7
12,6811442.0,0.11184327782575261,7
10,38126.0,0.0893615905156586,7
11,1998042.0,0.07960993812942871,6
13,17799114.0,0.051999947862573385,7
12,6188471.0,0.20830832042357475,7
13,43732737.0,0.314135975527898,7
12,9308142.0,0.13653208126820585,6
12,3658996.0,0.37338985885745707,7
15,6447025551.0,0.16627430316818362,7
11,1072401.0,0.07166908647045275,7
11,857164.0,0.16678255269703346,7
15,13657431072.0,0.2522319903969712,7
13,46978156.0,0.11669155341048294,7
12,8629190.0,0.13361393131916205,7
12,5910900.0,0.15890879561488097,7
10,30637.0,0.5922903678558605,7
11,595670.0,0.18872362213977537,7
12,5299194.0,0.10682190536900517,7
15,1945176770.0,0.4957898366224063,9
11,504539.0,0.3529360465692444,7
14,707940184.0,0.21823097133302438,7
12,4942591.0,0.0419535017160028,7
11,662098.0,0.2847841256128247,7
15,9019905696.0,0.11355920788110199,7
14,703112083.0,-0.015943995660219652,7
13,34392538.0,0.13375421726654776,7
10,107226.0,0.08962378527595918,6
11,1024705.0,0.1614942837206806,6
14,453816741.0,0.7817557153538327,7
11,118810.0,0.8754313609965491,7
12,14254064.0,0.312078856949148,6
12,7497971.0,0.2928008123797758,7
12,11982858.0,0.004639878065817019,7
12,3418296.0,0.29789286825950706,7
15,7306992186.0,0.27395765946423306,7
11,447438.0,0.15651330463662005,7
11,397924.0,0.21039947326625186,7
15,8116818220.0,0.2657715330724753,7
14,334644124.0,0.12754471373894496,6
12,5117037.0,0.4931643058277671,7
12,10815216.0,0.10142099797174647,7
14,330836550.0,0.10127687826511308,6
14,367816747.0,0.02938342826461896,6
10,98278.0,0.21311992511040112,6
15,6264041324.0,0.14420634703335172,7
13,79867598.0,0.05572188361042234,7
10,99442.0,0.1818547495022224,6
13,31459803.0,0.22512283373166705,7
13,26790249.0,0.5167280826691831,7
14,1232416386.0,0.11541000721488297,7
14,632295023.0,0.4301329286281603,7
15,2217027964.0,0.3778806467954863,9
10,178014.0,0.15984136079184783,6
15,5154350902.0,0.20253449868826956,6
10,147844.0,0.04340385812072184,6
13,116279566.0,0.5819631972138596,7
13,76532216.0,0.21239779598176015,7
10,107366.0,0.02494271929661159,6
12,2136494.0,0.28866310881284946,7
12,9473734.0,0.029178674427633285,7
15,4456710431.0,0.1398081799674366,6
12,13306906.0,0.11094817983985157,6
11,1124918.0,0.05081259256230232,6
13,26423043.0,0.3598467822195952,7
12,1631756.0,0.1679638377306411,6
12,4529094.0,0.08180024525876478,7
14,687141391.0,0.15098055270549116,7
11,1128408.0,0.06135989819285223,7
15,6348331318.0,0.07129141412590653,6
13,12676558.0,0.16850985890649497,8
14,488890590.0,0.5436976604520042,7
14,485645668.0,0.0685564603862584,7
10,198588.0,0.12322496827602876,6
12,1237827.0,0.16539710314930922,7
12,9361014.0,0.13037177382706616,7
12,976732.0,1.1330928033483085,6
11,485036.0,0.002624547456271287,7
15,6095846158.0,0.272818574959844,7
10,121160.0,0.06443545724661605,6
15,5656389810.0,0.4893204687036942,7
15,4920619634.0,0.23330438509565968,7
14,416926512.0,0.05834202023593069,7
13,92314219.0,0.0913015252829036,7
11,1130629.0,0.29192953656769816,6
11,1168898.0,0.3186351589274684,6
15,6547976551.0,0.23955891576313618,6
12,11444156.0,0.27166983742619377,7
12,3945220.0,0.31467142516767127,7
14,686892422.0,0.03336141769227438,7
12,1687922.0,0.2947251117053987,6
10,39066.0,0.40347104899401015,7
11,464408.0,0.5224500869924721,7
12,7443893.0,0.41035705376205706,7
12,6674926.0,0.49640610247963796,7
15,5102394516.0,0.28811396166842385,7
15,2516782274.0,0.5101449713246033,8
14,489999915.0,0.3528516571273283,7
11,967116.0,0.19474499439570847,7
11,369937.0,0.10161730240554473,7
11,825422.0,0.12679332511127642,6
11,410876.0,0.002961964193576651,7
11,673576.0,0.21754783424587573,7
11,527218.0,0.1723916861715647,7
10,47291.0,1.4497261635406313,6
12,9562416.0,0.0796361505293223,7
13,40903986.0,0.4888007247019887,7
13,16688796.0,0.38989163747942035,6
13,19058201.0,0.8802585826437658,7
14,680573317.0,0.18433039301774448,7
11,941619.0,0.0770035438962043,7
10,147381.0,0.16510947815525745,6
15,2520019688.0,0.30324890422046574,8
11,875464.0,0.15287550373287764,6
12,1847634.0,0.5716592138919289,7
14,213417978.0,0.512880784579451,7
11,330300.0,0.2725915834090221,7
15,14201610075.0,0.1330058660971932,7
15,3866276322.0,0.13876581762848972,7
15,1642695384.0,0.9704415818824752,9
10,151870.0,0.12303944162770791,6
13,13067112.0,0.26267074162982607,8
14,872404184.0,0.15640057842730382,7
13,61271798.0,0.0728654314991703,7
10,108982.0,0.4340349782532895,6
10,60453.0,0.23725869683886655,6
10,401956.0,0.09034322164615033,5
13,165276014.0,0.24079481369873793,7
14,795655019.0,0.27318709466973146,7
14,704898504.0,0.09268513215627423,7
10,56916.0,0.4886499402628435,6
11,1129058.0,0.20942945357988696,6
13,31610731.0,0.2067156245137134,7
14,317643069.0,0.2652670252345409,6
14,163360768.0,0.33101425551574293,8
10,106173.0,-0.007176965895284112,7
11,762977.0,0.17206678576156292,7
11,517297.0,0.14708764984138706,6
10,109720.0,0.0529894276339774,6
10,69172.0,0.2052709188689065,7
10,204084.0,0.16402069735991062,6
11,595932.0,0.19840183108139856,7
11,777522.0,0.1283243432340178,7
13,58757206.0,0.10537390086247464,7
12,4552716.0,-0.048068010392038514,7
15,2876324766.0,0.03916838471501031,9
15,9350798288.0,0.1885400473521582,7
15,3319390940.0,0.34433746149828315,7
14,187714826.0,0.1937909102608656,8
11,446418.0,0.078950669551855,7
10,208820.0,-0.02141078440762379,6
14,507090039.0,0.013427619310818291,7
14,889838575.0,0.2755717945808317,7
11,157876.0,0.391953178443842,7
11,2123375.0,0.11593854123741684,6
11,278878.0,0.22316568535345205,7
14,1639523616.0,0.344289927568814,7
11,1381375.0,0.09910704913582481,6
14,3164320904.0,0.03614132904644238,6
15,3965295166.0,0.2024829127184324,7
11,981534.0,0.26645434595235623,6
11,214180.0,0.27968064245027546,7
11,1349579.0,-0.01358053141016569,6
12,1778315.0,0.3319693080247313,7
14,413437152.0,0.3411229574259451,7
10,50216.0,0.11579974510116298,7
13,45505222.0,0.17260814593982202,7
15,3531441032.0,0.25730857283645,7
12,22353908.0,0.20104958828675504,6
10,82302.0,0.4330028431872858,6
11,511806.0,0.17431409557527658,7
13,89254372.0,0.08205035603185915,7
11,1694652.0,0.011601201898678902,6
13,180452356.0,0.210696101967214,6
12,5605690.0,0.17349550189182777,7
12,2416934.0,0.762444071704068,7
14,442314145.0,0.03344230377258227,6
15,6325753606.0,0.008234024630772191,6
14,196956100.0,0.2093946112864745,8
13,73769552.0,0.1399045232103348,7
13,27126410.0,0.18654429391873087,7
15,5188539597.0,0.127817880850992,6
14,565504599.0,0.16640452821498627,7
12,4756452.0,0.04643419086327372,7
11,1666232.0,0.09967279466484859,6
12,7889893.0,0.05723170136781323,7
10,125096.0,0.1428023278122402,6
12,6503605.0,0.3572366402941138,7
14,427031386.0,0.2057415330122831,7
10,115962.0,0.16647694934547524,6
12,9857706.0,0.2038671066067501,6
12,6094576.0,0.20621204822123804,7
14,1114577638.0,0.08989680627344508,7
11,953452.0,-0.019731460000083904,6
13,73913554.0,0.16715667602724124,7
14,144527538.0,0.5702105158672253,8
13,42281623.0,0.20567055810511342,7
10,210732.0,0.10898676992578252,6
13,29559034.0,0.4510732319601513,7
15,9618914184.0,0.2946622555084852,7
13,115553941.0,0.05848194307799506,7
14,728597967.0,0.06362424560539572,7
14,598660970.0,0.18680359770238572,7
14,194875394.0,0.5042133333672696,7
14,453216664.0,0.20652996113134975,7
14,373717276.0,0.29071933779159836,7
10,112200.0,0.5114705882352941,6
10,164200.0,0.0662667478684531,6
11,901900.0,-0.0050493402816276746,7
11,351242.0,0.6742502320337546,7
14,441464634.0,0.14860079822385047,7
12,1589222.0,0.37287742052400485,6
11,485576.0,0.23534729887803352,7
15,8016688687.0,0.25501787344134147,7
10,61602.0,0.20358105256322848,7
13,86453060.0,0.024547609997841602,7
14,348399312.0,-0.014214276060338489,6
10,81984.0,0.08443110850897736,6
12,2576646.0,0.24371333896856612,7
10,78869.0,0.16044326668272704,7
13,19567345.0,0.6692083673078796,7
11,215688.0,0.3534132636029821,7
10,186242.0,0.20265568453947017,6
11,216291.0,0.28465354545496574,7
11,862411.0,0.07704910999511834,7
13,91955442.0,0.10297225258294121,7
13,27734099.0,0.30201255140828626,7
15,6741103812.0,0.1734088089429945,7
15,6963275728.0,0.15467652640395343,7
11,703998.0,0.5102358245335924,7
14,1147556229.0,0.15863353916751735,7
14,785756773.0,0.08296664469222463,7
14,154245082.0,0.5095704380383421,8
13,78914680.0,0.22582581593183929,7
15,2287169695.0,0.4751317776619981,8
10,99478.0,0.1804218018054243,7
11,507126.0,0.44749233918197845,7
12,5732662.0,0.046242042527537816,7
11,898830.0,0.057636037960459706,6
10,89737.0,0.16914984900319824,7
15,5005172428.0,0.03462670357377746,7
12,2479282.0,0.28581742617419076,7
15,6230178837.0,0.0436473656879715,7
13,84725545.0,0.06526610126851352,7
15,9721644143.0,0.2533759213737145,7
12,6656364.0,0.10290723283762727,7
10,61838.0,0.47233092920210873,7
13,26064777.0,0.03397895942098411,6
14,201102340.0,0.09714809385112078,8
13,60206845.0,0.08799922998788592,7
14,854049451.0,0.2469434559709119,7
14,977000503.0,0.2593596914453175,7
11,475528.0,0.15800541713632005,7
10,113776.0,0.32650119533117705,6
14,535317213.0,0.1545455404588307,7
13,65271281.0,0.15431399301018775,7
13,38893481.0,0.16499029747427338,7
14,766541035.0,0.10406106569363244,7
11,552190.0,0.26740614643510385,7
10,192294.0,0.039647622910751246,6
13,65941740.0,0.22222034177442088,7
10,48666.0,0.7732503184975137,6
11,915082.0,0.11998487567234412,7
12,8206626.0,0.19351570304288265,7
12,4369640.0,0.18531709706062743,7
10,117196.0,0.1053278268882897,6
15,5949091753.0,0.01765059984947252,6
13,53841778.0,0.12083369535084819,7
13,54947509.0,0.48167601191893883,7
13,59728338.0,0.4207358992644329,7
11,629208.0,0.27837535441380273,7
10,52904.0,0.28181233933161953,6
15,3596161598.0,0.23451089001924214,7
14,841279193.0,0.32079944000231564,7
14,356480229.0,0.044676839567447654,6
11,1055098.0,0.5736291794695848,6
12,2747638.0,0.7091985916630938,7
10,269910.0,0.08488014523359638,6
11,452870.0,0.6593680305606465,7
14,854684744.0,0.1882395036642891,7
11,1246607.0,0.05999886090804881,6
14,583517994.0,0.1916407499851667,7
12,7188226.0,0.4610830266048953,7
11,612126.0,-0.021544583958204685,7
11,379954.0,0.24723519162846028,7
11,444891.0,0.31857915759141003,7
10,108330.0,0.06944521369888304,6
12,6479412.0,0.12752561497864312,7
10,74455.0,0.029776374991605667,7
11,283346.0,0.594696942960197,7
13,47590086.0,0.11324970078852137,7
11,457639.0,-0.010694018647886216,7
11,1736842.0,0.10379009719939983,6
11,624530.0,0.6623044529486174,7
15,5480671639.0,0.15943095163413784,6
15,19471748853.0,0.17617824690007058,7
14,225383372.0,0.33049538366122233,7
12,23725898.0,0.08587396776299047,6
13,183272650.0,0.2132403389158175,7
13,24343061.0,0.3650720835806146,7
12,2137942.0,0.27621843810543034,7
15,4436464316.0,0.28384025528134105,6
14,316197520.0,0.36329022757673746,6
10,369892.0,0.09384090491278535,5
13,45313727.0,0.2517285325040688,7
14,1327721931.0,0.13385745301815008,7
13,79913864.0,0.044300172996265076,7
10,27282.0,0.15552378857854995,7
10,80898.0,0.24916561596083958,6
15,4836693322.0,0.24536811474109832,5
10,114980.0,0.04807792659592973,6
15,13431165513.0,0.21163079460593345,7
11,1575747.0,0.17518548345641782,6
14,198288641.0,0.25603458041754396,8
15,4280041342.0,0.7797457015778517,7
11,108817.0,0.2690480347739783,7
14,289265048.0,0.4028566320255878,6
15,5698202477.0,0.12275200272775424,7
14,324235301.0,0.04977201418299607,6
