N,Permanent,Error,Epochs
14,4503347962.0,0.03730765386501129,6
15,22476665460.0,0.044735833826838475,7
10,413076.0,0.035218700674936335,6
13,241027792.0,0.07140965719007208,6
15,57392679010.0,0.19253926477407698,6
13,173854396.0,0.08207566980359818,7
14,5545025471.0,0.0010566676439347955,6
14,1287211530.0,0.4917032571950315,7
12,17662022.0,0.05871292652675894,6
14,5477983537.0,-0.0014419338697621938,6
15,52997888665.0,0.0002852448159879918,6
11,2435212.0,0.13375508990593016,6
15,61987512826.0,0.03418994238321918,6
12,31607706.0,-0.004650353303083748,6
14,4161577510.0,0.10612735769998911,6
13,119492814.0,0.18280952861315994,7
10,336437.0,0.17898447554817098,6
15,73090253672.0,0.08933553509476182,6
15,24613876878.0,0.25261809315206246,7
15,50719615006.0,0.05542541164138268,7
12,10483251.0,0.2585292482265282,7
11,7463892.0,0.1249985932272332,5
14,2337057414.0,0.15526573837094446,6
11,5914702.0,0.028842027882385282,5
12,12563739.0,0.4500546373973544,6
13,271136754.0,0.22524347990092114,6
15,56368810618.0,0.10098593604496336,6
13,824692896.0,0.026902616849994062,6
15,19888751836.0,0.13475209008083278,7
13,146947876.0,0.26452135313612835,7
13,300634818.0,0.19311818366959743,6
14,3513984075.0,0.0320034631915627,6
10,259216.0,0.16026402691191902,6
12,45585300.0,0.13851629801712395,6
14,5067993666.0,0.04994396770818695,6
15,50243973140.0,0.07197978766374287,6
13,609640640.0,0.02970594447246824,6
13,680954370.0,0.1292220549227109,6
11,989322.0,0.050143431562221404,6
10,732072.0,0.07562644111508157,5
11,7730244.0,0.0585901298846453,5
14,5786790196.0,0.05581697764388761,6
11,1666724.0,0.10465439988864383,6
15,41479780164.0,0.10039806345488615,7
15,79113372880.0,0.024193161223238193,6
12,14707007.0,0.3004830282599308,6
12,11781009.0,0.23063041544234453,6
15,11964990991.0,0.3262011043665482,7
15,38335156400.0,0.21221651606461164,6
15,36387705458.0,0.21870172031554647,7
12,15877319.0,0.07861509868259245,7
13,432739082.0,0.01861390231446671,6
10,314531.0,0.05566700897526794,6
12,15771265.0,0.07533105302586698,6
13,292739766.0,0.1464228095338438,6
10,384345.0,0.15481923792426075,5
12,22021878.0,0.044995254264872414,6
14,7856413264.0,0.05826161425308647,6
15,43978937242.0,0.13030231441171122,6
14,1884051963.0,0.07290560117104371,7
14,790361584.0,0.4045414636448221,7
15,39292556464.0,0.17996149712169057,7
13,238284738.0,0.04987252267914868,6
10,392882.0,-0.022513120987981125,6
11,1061253.0,0.1414987755040504,6
14,832474056.0,0.25527607913825484,7
10,507810.0,0.09853488509481893,5
15,85095237818.0,0.03509813641261408,6
10,672228.0,0.17495105827189583,5
10,434508.0,0.18277454039971647,6
15,55532415772.0,0.04876295085230855,6
14,6729587416.0,0.04994265847575105,6
14,3840251144.0,0.09579425100224644,6
13,363331839.0,-0.018515894501610137,6
15,24476246896.0,0.17417228062430964,7
11,2018002.0,0.27985948477751754,6
13,236550374.0,0.3971801498821558,6
12,28591162.0,0.024563639631016047,6
15,40788154652.0,0.11305714265192641,7
14,2853048129.0,0.027267832326147205,6
14,2901984258.0,0.10891963735800526,6
11,1900016.0,0.025778730284376553,6
13,344322672.0,0.0557919549369668,6
13,404706483.0,0.026046716429793393,6
11,1497549.0,-0.0008947954290644246,6
10,310842.0,0.0678029352532798,6
11,7361220.0,0.10059405913693654,5
12,26124114.0,0.008468918792805757,6
14,3799821648.0,0.1920097077145764,6
12,33296796.0,0.18398989500371146,6
15,38804498884.0,0.17353750515192454,7
15,19885503697.0,0.2243909226032415,7
10,227150.0,0.06839533348007924,6
10,167560.0,0.17217116256863213,6
12,63163320.0,0.027526624629610984,6
13,106514494.0,0.09018421474170454,7
12,26336829.0,-0.026905630894288754,6
15,36943331766.0,0.14046827835858383,7
14,2510438843.0,0.06563812914999578,7
15,17928513016.0,0.06393092131941479,7
14,2874920098.0,0.09397599021550268,6
12,38832846.0,0.021240652822613105,6
11,3322306.0,0.05541994024632289,6
10,155498.0,0.2331734170214408,6
10,369752.0,0.14223587702027304,6
13,278999080.0,0.09686429073529561,6
13,164877788.0,0.025235758257504036,6
13,343901047.0,0.07930029942595668,6
15,37418509014.0,0.12001342691981158,7
15,17608250828.0,0.18526678787495063,7
13,432824052.0,0.10095613170776378,6
10,617496.0,0.011698861207198104,5
11,1686150.0,0.13036325356581563,6
15,47659348898.0,0.12823149959684957,6
15,23442892152.0,0.3880313837993721,7
12,21918810.0,0.05558403946199634,6
11,4846650.0,0.012097015464289767,6
14,3426906273.0,0.30420938506945855,6
15,21556885543.0,0.053432947987889216,7
15,44625578250.0,0.13551313708747292,6
13,221292745.0,0.23933877271936774,6
14,2877198176.0,0.20734125302045237,6
11,1762144.0,0.3425361377957761,6
14,4501940686.0,0.11667084011866077,6
15,87818444093.0,0.00038942852328131827,6
11,2765910.0,0.17434876767501473,6
14,2971137711.0,0.09386658348667838,7
13,510389480.0,0.03630800736723649,6
13,143515610.0,0.14191320372745514,7
13,190239264.0,0.07779545972171129,6
11,4013160.0,0.08014532189097869,6
10,168036.0,0.35960151396129403,6
11,3400794.0,0.2646264372378921,6
11,2840108.0,0.11093416165864114,6
11,3008072.0,0.2670737269586632,6
12,19272424.0,0.16398876446470875,6
14,4883666806.0,0.11850307258656172,6
12,21377787.0,0.0870703782388701,6
12,20008680.0,0.12307043743015532,6
12,6193135.0,0.15214669145755744,7
13,550440492.0,0.0773937157951672,6
10,909320.0,-0.01507500109972287,5
14,2856524499.0,0.20254663532644185,6
12,21831392.0,0.30475775433833996,6
10,482837.0,0.013265346276279573,5
15,30075516742.0,0.06994756366271182,7
13,244447930.0,0.08471099346187959,6
11,2699786.0,0.15069342533074845,6
12,16478354.0,0.06718838544189547,7
13,283523960.0,-0.012511905519378327,6
13,449757148.0,0.0782293047624893,6
14,7018631216.0,0.03434245718032893,6
12,54580950.0,0.06957403636250377,6
14,5402202002.0,0.10246487076845151,6
13,234535403.0,0.0603765564553169,6
10,392592.0,0.20683559522353995,6
15,43639100144.0,0.03938044710659055,6
15,82924455636.0,0.04960060898143995,6
15,45667286524.0,0.10449304618727821,6
10,328356.0,0.13883102486325818,6
12,17943456.0,0.2692766655431373,6
14,2910788808.0,0.1313770222521757,7
11,3463540.0,0.02233812804240748,6
12,49870722.0,0.08331198814406578,5
12,12193918.0,0.07374176208171976,7
15,30787902680.0,0.10213542970702934,7
11,3872349.0,0.14266870057425093,6
10,408578.0,0.20789420869454547,6
11,2667638.0,0.03731765704342194,6
13,174312984.0,0.4109609872779184,6
11,1548390.0,0.08770852304651928,6
15,16324612702.0,0.3849448829024967,7
15,89386820366.0,0.05318864443922444,6
15,42999994192.0,0.16720838749177475,6
10,224704.0,0.016701972372543436,6
12,37308648.0,0.26273648404520045,6
15,59230997564.0,0.06263881895608994,6
15,69028929338.0,0.03473894281712291,6
11,4064928.0,0.2147578013681915,6
12,44458180.0,0.07731598549468287,6
10,204454.0,0.1683312627779354,6
14,8343302554.0,0.09283836502233118,6
13,266885538.0,0.2227955191787125,6
12,16003978.0,0.25557814438385257,6
15,21460934668.0,0.1290607590418671,7
10,289068.0,0.026139178324823226,6
10,415480.0,0.050385096755559834,6
11,3967866.0,0.22363078793487481,6
10,492384.0,0.1303291739780334,5
12,55717248.0,0.061483851463733454,6
11,1527588.0,0.11715462546183919,6
15,97902541785.0,0.059598368158955965,6
14,2015043840.0,0.5189815175435587,7
12,25367820.0,0.52736301345563,6
10,179322.0,0.19495655859292224,6
10,177530.0,0.3384273080606095,6
10,155293.0,0.13628431416741257,6
11,2420714.0,-0.012879671039205788,6
14,5341655830.0,0.045004332298960566,6
14,2938600023.0,0.028346951387742503,6
14,2133012314.0,0.08236655027580868,7
11,1850702.0,0.12631044868379673,6
15,68810414312.0,0.06468558343244524,6
15,79403163556.0,0.04450178309971114,6
13,388648872.0,0.10658397330946068,6
11,5591154.0,-0.028845744545759246,5
11,2789384.0,0.21170193849251304,6
15,34000296314.0,0.18098269880272314,7
10,171797.0,0.35605976821481167,6
15,19679482603.0,0.03552983135305653,7
10,280688.0,0.37040058712876933,6
14,5093212060.0,0.08650147624130144,6
10,331860.0,0.04088169710118725,6
10,305648.0,-0.010907972569753442,6
15,50434958092.0,0.07498813214241383,6
13,238272236.0,0.13423984488062637,6
15,53831053924.0,0.27638020782585637,6
11,5183088.0,0.04033502807592694,5
15,23709609096.0,0.1619620037366136,7
14,3150252208.0,0.03974696460239732,6
12,47877122.0,0.13705259894276853,6
14,5142870704.0,0.04216440184493505,6
10,383620.0,0.003646838016787446,6
12,26418226.0,0.07496286843787316,6
11,2358252.0,0.20859687599120028,6
13,148635330.0,0.15630154015199482,7
11,2387003.0,0.02378840747162865,6
13,268229744.0,0.006488765839481247,6
14,3908644077.0,0.06958529879977096,6
11,1555161.0,0.7782628293790803,6
13,377301804.0,0.06197103950237142,6
14,11336639382.0,0.012269440644010423,6
12,63445544.0,0.015877395581949776,6
13,281197747.0,-0.004226189621640176,6
12,26188064.0,0.10649175899371562,6
15,37908750284.0,0.08174323544788265,7
14,2164260576.0,0.22066208168087056,7
15,46890466800.0,0.07197855614011503,6
15,24110893584.0,0.20072316955567215,7
10,397518.0,0.11437721059172164,6
12,54923448.0,0.08577331124586351,6
10,171258.0,0.1531899239743545,6
14,3192348772.0,0.22578733574540646,6
12,54369912.0,-0.01314044797423987,6
10,313963.0,0.22562531253682758,6
13,229897111.0,-0.012960210709215915,6
11,1657073.0,0.13566571901177557,6
12,39487556.0,0.09129967425687222,6
14,2962932179.0,0.138899848912134,7
14,2149823780.0,0.008636199940071367,7
14,2964103699.0,0.08786223912741725,7
14,3084971686.0,0.13913326658648625,6
15,16425968056.0,0.07047821693389515,7
11,1225278.0,0.35713364640514234,6
11,1463761.0,0.009074568867458555,6
14,1541579069.0,0.08029045703136749,7
12,46356168.0,0.07180690604106879,6
10,709656.0,0.12271015816113723,5
10,173793.0,0.29520751698860137,6
13,236735286.0,0.12656656093084492,6
11,2499934.0,0.23960952569147825,6
13,277170084.0,0.09095169881320958,6
11,2307579.0,0.051035305833516426,6
15,30076078903.0,0.11100152485858106,7
14,3183856078.0,0.10417982341976954,6
12,31146363.0,0.010729021555422057,6
10,351489.0,-0.027093308752194237,6
11,4943748.0,0.10469708407467371,6
13,557126730.0,0.07399325105079772,6
12,17477596.0,0.047978165875901924,6
11,3160148.0,0.06521973021516714,6
14,3618401754.0,0.0969156605156786,6
11,858518.0,0.49861156085253894,7
14,6783538548.0,0.06214159704661562,6
13,287558432.0,0.05912835134669256,6
11,2264379.0,0.11427062342478887,6
13,259055612.0,0.14071575102569095,6
14,3246100207.0,0.06505818105817951,6
12,20434352.0,0.013045825969915758,6
14,2863125226.0,0.11460604727318344,6
12,18248516.0,0.014497233638066789,6
13,390307424.0,0.10912970233433224,6
15,44601627370.0,0.11276372698864598,6
14,6068765684.0,0.12799987813798744,6
11,1328282.0,0.40118739845906215,6
13,407710748.0,0.11185155707496826,6
15,31685049228.0,0.010293342978674826,7
15,35240517866.0,0.0726407957662219,6
12,42001364.0,0.13955180122245553,6
15,46265468080.0,0.06393185143799802,6
12,78368984.0,0.006889728211865041,5
15,27456815205.0,0.11323534742783363,7
10,124218.0,0.28672978151314626,6
12,26459636.0,0.19004550931841996,6
12,80994864.0,0.0673113421117665,5
15,18440532838.0,0.22514989845869876,7
12,36986636.0,0.05726235822041237,6
12,34337768.0,0.13197704055779047,6
15,83206266368.0,0.13744844695252845,6
10,496720.0,0.02568851666935094,5
13,234105816.0,0.13693830229318182,6
14,5274477864.0,0.049095545317848356,6
11,7325136.0,0.04539164870112992,5
14,1181020256.0,0.21257865961614802,7
15,22073724336.0,0.1521283684567619,7
15,70199402704.0,0.05390429221963142,6
13,41682944.0,0.3163031382812116,7
13,107150522.0,-0.009677824994636984,7
14,2459843804.0,0.17914325831722605,6
11,5922717.0,0.03166317080488566,5
13,402827692.0,0.08710143492319788,6
12,30159016.0,0.08702836989111316,6
12,63823512.0,0.12676314333814787,5
12,49086610.0,0.18347046170024778,6
12,21058614.0,0.12926686438148305,6
11,5843730.0,0.1533830276210571,5
11,1426182.0,0.4492617351782592,6
15,18195399908.0,0.1368316462726025,7
12,31039737.0,0.03548522334451481,6
14,672151860.0,0.26517658970697483,7
12,54804868.0,0.06492439686197218,6
15,57033211632.0,0.1071203500763781,6
14,5400626604.0,0.07523393057743787,6
12,9641891.0,0.33361101053724834,7
13,614350588.0,0.070515789918964,6
11,3151560.0,0.2928882838974984,6
10,239098.0,0.28211862918133984,6
15,74546887816.0,0.1495320455431204,6
11,2651294.0,0.055851218310756935,6
14,1961296150.0,0.09529230351061466,7
14,2649111527.0,0.0016003595759522737,7
14,4079151002.0,0.11507544922211732,6
12,42965616.0,0.22796661404784702,6
14,2035821548.0,0.12301315665217627,6
13,235244402.0,0.2828283582280525,6
13,444895032.0,-0.0073985339535101845,6
13,552081866.0,0.06709311115101904,6
15,34739466576.0,0.19945801222483342,6
14,3355184616.0,0.12938554943588834,6
11,1515998.0,0.25007684706708055,6
13,571938058.0,0.004783035438428544,6
13,504505674.0,0.07534422695115219,6
12,9746858.0,0.3560134968622709,7
12,36046032.0,0.07165077143581296,6
13,291875400.0,0.03929715214094782,6
13,412352581.0,0.07253175893180598,6
13,357880762.0,0.09861493197558353,6
11,2790640.0,0.10424992116503741,6
10,411450.0,0.17526552436505044,5
12,27584038.0,0.12589110412333393,6
14,1763622950.0,0.18882722409571728,7
14,5341475847.0,0.042598986781489795,6
10,574086.0,0.1068498447967726,5
14,5212212864.0,0.24189445978083524,6
15,36266116447.0,0.07606897617592046,7
15,88691089744.0,0.16177831072337986,6
10,620116.0,0.04453360339033342,5
15,22956880706.0,0.076845957932731,7
15,157481410068.0,0.03810782504048362,6
15,66279148250.0,0.10628164999087779,6
10,657192.0,0.07511807812633142,5
11,3770779.0,0.1594856129197707,6
10,324084.0,0.21911911726589403,6
13,188247576.0,0.1678479939630139,6
14,2363904426.0,0.034989921796440684,7
13,769388326.0,0.017757138415432625,6
