N,Permanent,Error,Epochs
12,44004168.0,0.17265843999141173,6
10,459144.0,0.06732092763925915,6
15,50873114786.0,0.0987432187144634,6
10,287970.0,0.1622773205542244,6
12,25511168.0,0.1527481611190832,6
14,2628632704.0,0.17496555349864504,7
10,470580.0,0.04131922308640401,5
12,56687234.0,0.02954853997639045,6
12,33138228.0,0.1326528986402049,6
12,48401288.0,0.10825195395626662,6
12,38949320.0,0.09757988072705762,6
13,172850580.0,0.35763571056573834,6
12,29670812.0,0.19643479929029242,6
15,49794011768.0,0.07567146874117676,6
14,6595297182.0,0.04617136841552563,6
15,38039550992.0,0.18459089531516099,6
14,5020022928.0,0.15204340377466896,6
10,433181.0,0.08155251499950367,6
14,5083917871.0,0.07487238752838618,6
12,34668682.0,0.14579293784517103,6
11,2947928.0,0.06344218719046055,6
13,235565894.0,0.1638676310247187,6
12,29407101.0,0.1898536683367735,6
12,12271456.0,0.227221121927178,6
13,276060174.0,0.18048411430762917,6
13,368263675.0,0.08807878213891175,6
10,668040.0,0.060023351895096104,5
11,2627540.0,0.14611081087252714,6
10,187136.0,0.22293946648426813,6
10,106006.0,-0.03196045506858102,6
13,343715525.0,0.06675869529024038,6
15,22377435414.0,0.10219120880891128,7
10,358397.0,-0.02753929301863576,6
10,200029.0,0.008963700263461797,6
10,574510.0,-0.022577500826791528,5
15,72273687316.0,0.18695333722109328,6
15,77604005592.0,0.12939473518664812,6
10,129732.0,0.45430579964850615,6
11,1446206.0,0.24473760999470337,6
15,51044909624.0,0.053062352778199526,6
13,160736919.0,0.15278257262104172,7
13,200472826.0,0.22547541680287383,6
14,3225541428.0,0.10270886218485736,6
12,44040240.0,0.1613345885490179,6
13,390903712.0,0.027717232319349274,6
12,16998912.0,0.0040721429700912625,6
12,22613158.0,0.1156067188846423,6
10,386176.0,0.11844340404375207,6
10,221496.0,-0.021368331708021816,6
13,175450456.0,0.15713227898364654,6
12,31681875.0,0.013878976544159713,6
10,565764.0,0.10168020588089734,5
15,28576057822.0,0.030845319480050988,7
12,53224268.0,0.11972452115264413,6
12,35650254.0,0.1987649512959992,6
10,268758.0,0.1212056943421219,6
12,11705390.0,0.2803199209936619,6
13,375448290.0,0.07123919781336599,6
14,2214044656.0,0.092492896855103,7
12,27724786.0,0.2683375085383887,6
10,210160.0,0.10375428245146555,6
15,82558588836.0,0.13277632582571533,6
15,32333148588.0,0.21565590471408252,7
14,3135489548.0,0.1852954835619181,6
15,78519868343.0,0.024617240295873734,6
14,5442879892.0,0.07562889557879665,6
10,195564.0,0.1147348182692111,6
13,592439544.0,0.09042978738097199,6
11,4152200.0,0.04083112566832041,6
15,52917878806.0,0.01807465853849667,6
13,248877830.0,0.2176633410858653,6
12,36656694.0,0.07217483933493839,6
15,31612966186.0,0.10256361629981721,7
11,2612526.0,0.1957867596341625,6
15,22010743036.0,0.18855859914460363,7
13,221538560.0,0.25760749279944767,6
15,36289830752.0,0.06030542429243457,7
14,5598810380.0,0.07512966656320302,6
14,6979143744.0,0.11123553869590568,6
15,41099407608.0,0.10626984696854466,6
11,5298040.0,0.03481872541543665,6
10,374250.0,0.16085237140948563,6
14,2803450806.0,0.1619490122774068,6
11,4365750.0,-0.004987001088014659,6
13,48651166.0,0.1444286864573811,7
12,8398918.0,0.24846105176881117,7
13,276016252.0,0.0251063042476209,6
12,35847292.0,0.0916908869992188,6
15,78210684912.0,0.1123075144896514,6
12,32402492.0,-0.016106724137143525,6
12,52988304.0,0.23855688983742526,5
12,14958556.0,0.21814431820825486,6
15,67770791412.0,0.17564166923528504,6
12,52310570.0,0.12755418264415777,6
12,13134714.0,0.10568673212069939,7
12,12476676.0,0.15032297063737168,6
11,5690712.0,0.0659007168171575,5
10,426336.0,0.15640480747579374,6
10,519132.0,0.04922447470007628,5
12,31228423.0,0.1405656955524139,6
14,9047235814.0,0.13765476998762796,6
13,145828935.0,0.12080569607122207,7
15,32148559012.0,0.2722537206016903,6
10,608424.0,0.15857362628693147,5
13,364934192.0,0.18785989776480028,6
15,17402479140.0,0.24627447035112493,7
13,388234476.0,0.15303806764446135,6
15,37059841600.0,0.13576819432493203,7
12,16341820.0,0.12302595426947549,6
14,2290761610.0,0.2514719770426046,6
10,533658.0,0.02489984222104794,5
10,769650.0,0.03227960761385045,5
11,3461644.0,0.06841229196300948,6
12,32428700.0,0.08093614606814334,6
10,176560.0,-0.007985953783416402,6
12,14817580.0,0.26274749318039786,6
13,423286444.0,0.022451122956349625,6
14,3673816812.0,0.13541967317884873,6
13,669440842.0,0.052222161850113115,6
14,2430664038.0,0.1969760964554987,6
11,2979528.0,0.04334981916598871,6
13,743218724.0,0.0424513968515142,6
14,4351992868.0,0.14785675839025755,6
14,3211607868.0,0.19913127015667156,6
14,6510310160.0,0.004008549878367085,6
14,3116745520.0,0.02407298912232013,7
10,229308.0,0.1379585535611492,6
14,2748349574.0,0.08614939461845912,6
13,644287626.0,0.09329768503112615,6
10,257580.0,0.5752154670393664,6
11,3744452.0,0.007738114949797727,6
11,2746050.0,0.11499462864842228,6
10,327949.0,0.20243086577486133,6
13,488706914.0,0.0849741732935663,6
12,30722088.0,0.04611691757409197,6
15,16599312078.0,0.13151985279519124,7
10,580768.0,0.06722305636674197,5
13,163931372.0,0.10415599400949319,6
14,1532219556.0,0.3248789862071177,7
11,1276042.0,0.017068403704580258,7
15,58014581993.0,0.056217134140404905,6
15,74705311904.0,0.0015371396367043538,6
13,156684904.0,0.1827162175112926,7
15,41836863432.0,0.08328829216998077,6
12,27880026.0,0.03193641211094997,6
10,575016.0,0.07569180683667932,5
14,4795261586.0,0.07072691091351027,6
12,18572346.0,0.367083673758824,6
12,26938788.0,0.06252872252456199,6
15,79233494038.0,0.10285970086200327,6
11,2702808.0,0.2748867104137623,6
11,4111746.0,0.04991261619759586,6
14,8294811528.0,0.02553477716582544,6
10,363988.0,0.05953767706627691,6
12,11884626.0,0.13239314388185205,7
15,29766356436.0,0.25027592456663816,7
15,47689570500.0,0.095388617349783,7
12,33208486.0,0.16870922691266324,6
11,4833800.0,0.0006359385990318176,6
12,26175436.0,0.22683240118712827,6
11,3722993.0,0.04822705817604277,6
15,33630552276.0,0.20665620766387915,7
11,1236184.0,0.2921142807219637,6
15,62072163104.0,0.03155899118124601,6
14,5425942166.0,0.04007833853494855,6
15,10690309641.0,0.0911830516359877,7
12,61720182.0,0.05489886598195708,5
12,54445884.0,0.08094982900819463,6
13,197813649.0,0.15162046780705207,6
12,13692438.0,0.09291033488703765,6
12,17512003.0,0.30510050734915933,6
12,51648168.0,0.16987953958018415,5
13,119012132.0,0.027310014074867595,7
10,171956.0,0.06039917188117891,6
15,8848818792.0,0.03233121106046941,7
12,19947160.0,0.16796446210889168,6
14,522132376.0,0.595431138328798,7
15,59979897820.0,0.15049727853971193,6
15,22460917927.0,0.20696887238129483,7
11,5815486.0,0.047416329434891595,5
14,8526219532.0,0.052795114917057476,6
15,15014684520.0,0.3600874961307545,7
14,2833114032.0,0.18826868808505481,6
11,10351416.0,-0.006595136356224115,5
10,93417.0,0.06883115492897439,6
13,250205361.0,0.1001929610932677,6
12,20919626.0,0.04276448345682662,6
13,223282050.0,0.3250276813563831,6
12,45857300.0,0.15421954628815915,6
13,38466658.0,0.05129481225013101,7
14,2041853484.0,0.3023388249144325,7
11,2652960.0,0.14150194499728605,6
10,286175.0,0.057814274482397135,6
15,30714159040.0,0.17971152310605473,7
12,13958962.0,0.293041058497043,6
11,2868136.0,0.06462210996968065,6
14,5685687724.0,0.04723573348327633,6
10,375808.0,0.02450453423024523,6
10,388900.0,0.12850861403959887,6
12,11557878.0,0.04503750601970362,6
11,3230022.0,0.18886961141441141,6
10,1051512.0,0.0639888084967171,5
14,3015168450.0,0.05762135511865017,6
14,2813927072.0,0.12698520567771132,6
15,35953480164.0,0.11402402257862272,7
14,8715769258.0,0.04979169734233917,6
10,513215.0,-0.03189891176212698,5
14,3711720410.0,0.129136471785061,6
14,5310154410.0,0.13356376957030897,6
12,18215203.0,0.06984605112553509,6
12,34644192.0,0.10976515197698938,6
10,138485.0,0.08299815864534064,6
10,384360.0,-0.0015142054324071184,6
13,603762474.0,0.04717406964911834,6
12,42098548.0,0.0445318446612458,6
12,19512682.0,0.15058790995517685,6
11,2375961.0,-0.06593121688445223,6
13,341407588.0,0.07301830092891784,6
10,698574.0,0.11442309619310195,5
14,2128944728.0,0.038372297282111494,7
10,417432.0,0.060522432396174705,6
15,35309643224.0,0.1735203489350329,7
12,20408746.0,0.15076433407520481,6
15,17938169312.0,0.10340102993448655,7
10,704204.0,0.01546142879052093,5
13,256893355.0,-0.00808363844210762,6
13,300774660.0,0.03373644242503673,6
14,7494210072.0,0.027732113725567848,6
14,4556873498.0,0.09312624943094262,6
11,2404636.0,0.18237396429230868,6
13,357599770.0,0.1565976230913124,6
12,35864228.0,-0.023934322523267475,6
13,1303347352.0,-0.010003406981257288,5
12,14058112.0,0.18767093333727886,6
12,53066410.0,0.0970987862190037,6
12,22177946.0,0.25507664235452643,6
14,2647773734.0,0.22486462810420793,6
14,3524422678.0,0.08540368238999284,6
15,35237177176.0,0.29018562851749813,6
11,1845934.0,0.04134113137306101,6
15,95906578246.0,0.13257999723840966,6
14,3012380532.0,0.2131885916065268,6
14,2569473399.0,0.20588936636039484,6
15,14979065958.0,0.2453961407411275,7
10,161626.0,0.41466100751116775,6
10,362886.0,0.09563058370948452,6
11,5009136.0,0.09302183051128977,5
15,44113887860.0,0.12765155056999775,6
11,3693225.0,0.05491541945048027,6
13,234309885.0,0.17057198845878824,6
10,457110.0,0.20992540088818884,5
11,2231176.0,0.19752543053528723,6
12,13736260.0,0.6123812449676986,6
11,3299352.0,0.08355034564362941,6
10,129280.0,0.24669709158415842,6
13,449556206.0,-0.005480171260276184,6
14,3488154444.0,0.103842078616402,6
11,2667036.0,0.03630884622479787,6
14,1888435304.0,0.18833590234553252,7
12,18269630.0,0.24356552376813323,6
11,3553965.0,0.06723814106216577,6
10,146048.0,0.24387872480280456,6
14,3183566584.0,0.10103777147825471,6
11,4813758.0,-0.003348111807864043,6
15,89455826808.0,0.05521832661165738,6
12,34679438.0,0.017587885939789452,6
14,6837443401.0,0.04690734126634125,6
13,228742974.0,0.059511467224344125,6
10,346344.0,0.2290526182061765,6
10,148630.0,0.038437731279015,6
14,2645456483.0,0.02718271627679615,7
