N,Permanent,Error,
12,25550808.0,-0.8025881608127617,
14,1175314130.0,-0.5965647073433892,
14,5168964634.0,0.20679493122645343,
12,47314386.0,-0.5593052819072829,
13,287780664.0,0.6608275252294227,
13,451073616.0,0.21338952354065416,
15,36083098424.0,-0.22277581846057268,
10,910740.0,0.5578013483540857,
10,241812.0,0.47982730385588807,
11,5563128.0,0.6980051510589007,
13,223581808.0,0.3349422418124466,
14,1687797973.0,-0.023082657114252166,
15,52022666662.0,-0.44742035518020273,
15,37959755492.0,-0.5868888037673243,
14,3649060170.0,0.9295971214418205,
10,779616.0,-0.08376545490201458,
15,37193502940.0,-0.7913660906713187,
11,1782296.0,-0.24242537590713215,
15,48211775772.0,0.3581677702489585,
14,4125225458.0,-0.9552741245591334,
14,4512443733.0,-0.10877169047240062,
15,79040927110.0,0.10008646481322883,
15,39980981472.0,0.8014670913079276,
14,3811359863.0,0.23297095234168919,
13,449745122.0,-0.8188998948411298,
14,4706604100.0,0.056316455424835925,
11,7144278.0,0.0484698383797495,
14,1244767948.0,-0.5982210171754841,
15,130345518870.0,-0.007439664043741978,
11,2181480.0,-0.3346168656141702,
13,168878962.0,-0.04499649873499341,
14,2023548830.0,-0.0974509866411279,
10,241078.0,-0.11497523623059756,
14,3188355757.0,0.7860222239936194,
12,22583200.0,-0.34011690105919445,
10,296372.0,-0.7279095191178654,
11,3311300.0,-0.008486093075227252,
11,3502824.0,0.21757758882547312,
11,1429970.0,-0.209426771191004,
14,2755941634.0,-1.0,
13,325312304.0,-0.004897152614307695,
15,37183021644.0,-0.27824607002237745,
13,439217984.0,0.1911971254801807,
12,26893804.0,0.4975226264012335,
11,4579440.0,0.23584979822860436,
12,32862584.0,-0.4882690904647061,
10,361800.0,0.040132669983416254,
10,534072.0,0.4955286927605267,
10,589200.0,0.16334012219959268,
15,49261829874.0,0.04870667070502741,
12,37504026.0,0.7803400626908695,
15,97151505504.0,-0.6119545466184483,
12,27446903.0,-0.0036792129152057704,
11,3036672.0,-0.10773899848254932,
11,1893302.0,-0.666656455230069,
11,5734944.0,-0.12442876512830814,
11,5289084.0,0.1356945739564732,
13,595569360.0,-0.23761423858339523,
15,39238816902.0,2.092526268135647,
15,60246579832.0,0.276499934344024,
11,1102342.0,-0.09472740764662872,
12,20957232.0,-0.04766049256886597,
12,32535466.0,-0.3903514398718003,
14,3701505536.0,-0.35061096177704043,
11,7849380.0,-0.041147198887045856,
13,70811040.0,0.12448906272242294,
11,2352184.0,-0.3509011199804097,
15,18419666324.0,0.09706743024277165,
13,377268612.0,-0.6393020896209621,
15,55271637226.0,0.33525496446273845,
14,3402212742.0,-0.5230480975019522,
15,34150748876.0,0.10002541062741284,
13,226723978.0,0.11452215257091158,
10,379251.0,-0.07733928190037732,
13,299284394.0,-0.27075749896935825,
12,74286880.0,1.2388879436045772,
12,30971644.0,0.04725470820987094,
10,460698.0,-0.21816026985139939,
13,222741450.0,0.4142459789141177,
14,1528376784.0,-0.20404967365691157,
14,2301264487.0,-0.0698425095889467,
14,4756149316.0,0.9837224134785764,
13,236326890.0,-0.46617670126323757,
11,2997808.0,-0.053132155228086654,
11,4226544.0,-0.21774385881230635,
11,14507520.0,0.00876419034174469,
10,333000.0,-0.3306906906906906,
14,838402435.0,-1.0,
15,64836989748.0,-0.5002164911427035,
13,211301723.0,0.2884135355583444,
11,5406200.0,0.16943065369390717,
15,38539016206.0,-0.3984975673460241,
11,2857036.0,-0.18852965100894772,
14,3369814610.0,-0.2496477899714489,
11,7080552.0,0.1199126847737295,
10,163974.0,0.03268404340525554,
14,4431356227.0,-0.619327232208994,
15,29474045670.0,-0.16585210502593362,
10,268321.0,0.8482936482794862,
11,4851408.0,0.6416768996638594,
13,318156370.0,-0.5737361474170705,
11,2604480.0,-0.11758201253225212,
10,115960.0,-0.47016212487064507,
14,5416848660.0,0.1280005005714891,
13,429136476.0,-0.443486132369694,
14,9215468448.0,0.14351595466501021,
11,3987416.0,-0.1631914001448556,
11,3549876.0,-0.4791146173786018,
12,107416656.0,-0.16948745825787018,
10,238850.0,-0.5927150931546996,
11,1663752.0,-0.35795719554356675,
13,280599808.0,-0.47624197946707075,
15,89669616540.0,-0.38924853575603346,
14,3146141308.0,-0.1883010911896822,
11,1943373.0,0.19915219569274634,
12,19849716.0,0.20877721597852786,
14,1684347572.0,-0.5051555784235725,
13,443410138.0,-0.5980014331562261,
10,331058.0,-0.05694403330467111,
15,16589222244.0,0.08167298840607419,
12,16103706.0,1.6223876665408572,
10,276746.0,0.13749711929992756,
10,335186.0,-0.3401156372879536,
11,2790584.0,-0.10027435117523788,
12,48296536.0,-0.2543606301978539,
10,263736.0,0.6511056511056511,
14,2741129758.0,0.13572325093849133,
10,526416.0,-0.2203884380413969,
12,12084512.0,0.4643907838396784,
15,85163095614.0,-0.6633724319987352,
12,42575358.0,0.12228975267806304,
10,297896.0,-0.18940838413406022,
12,14771521.0,-0.35911813008288057,
12,6013853.0,-0.26669308345248877,
12,6707283.0,-1.0,
13,436401696.0,-0.5153382721958991,
10,394608.0,-0.14284555812350486,
12,13070722.0,-0.7174142331234648,
13,558081852.0,0.2558375755963482,
14,1855874448.0,-0.16964727777748898,
12,10366672.0,-0.26533799853993645,
11,1360646.0,-0.3815486663442708,
11,4338520.0,0.5135115200575311,
10,109262.0,-0.16140408681273755,
13,202129378.0,-0.09129240975549828,
15,30850860254.0,-0.49008384626939744,
10,391011.0,0.17075421862243725,
15,46495898661.0,-0.7741880831995476,
11,5959320.0,0.10310572347180551,
14,4925851202.0,0.9414298109770637,
15,18793424270.0,0.7084739608233194,
14,2090121050.0,0.1446579134734804,
10,81236.0,0.05043740870221717,
10,432856.0,0.46030088528286545,
12,21797348.0,-0.7106143371202772,
12,40722537.0,-0.3768692096303658,
12,31673286.0,-0.5568644188039094,
12,4308618.0,0.1422094045004686,
13,547690148.0,-0.020140855263293872,
14,8759565432.0,0.06527456123946897,
14,2455012792.0,-0.3313361114250357,
14,3346202994.0,-0.4639321035763799,
10,416660.0,-0.02078433254932079,
12,20610410.0,-0.2604560510926275,
14,4608328280.0,-0.10817253496532586,
12,15960724.0,0.30958269812823025,
11,2702616.0,-0.2537452601479456,
10,402564.0,0.35070200017885356,
14,1059753195.0,0.5898041241574176,
11,7486152.0,0.153669335060255,
15,89972048958.0,-0.14066538557889163,
12,9278155.0,-0.4122969491240446,
12,35553450.0,0.7419271547486953,
12,69757204.0,0.2288703543794559,
11,2135388.0,-0.585679042871834,
10,408753.0,-0.2108681771142964,
15,42808151134.0,-0.646356696120517,
15,32686136560.0,0.17462790163414774,
10,328762.0,0.4962313162713452,
15,43053423744.0,0.3040084601360897,
11,2790408.0,-0.5330288617291808,
10,394128.0,-0.45439045183290705,
13,225942278.0,1.4545828470402515,
14,1963841582.0,-0.1054397299140191,
15,72428251464.0,0.11223958015941624,
10,348519.0,0.5859463743567621,
13,187183680.0,-0.6437921495276923,
12,15744504.0,0.03524124989901238,
12,46505208.0,0.07057119280059988,
10,227872.0,1.097083742920002,
14,4157503848.0,0.48726741479133806,
10,395442.0,0.13177659429195684,
11,1973965.0,0.9147573538537915,
10,139854.0,-0.34723036563527365,
11,5770344.0,1.6176740936068976,
13,172828128.0,-0.40454137187668887,
11,1961916.0,0.5219734178221698,
13,537587466.0,-0.3399846119180167,
12,36799944.0,0.326817236461012,
14,2878594292.0,-0.3349087068918568,
12,24316024.0,0.1972904780814495,
15,53730312788.0,-0.9367850916222736,
14,6912228676.0,0.36685061256789936,
11,8160354.0,-0.5953116739788495,
15,63354467682.0,0.21967195096414796,
15,33924691306.0,0.13812183732888586,
15,93000649722.0,0.0472721673573428,
12,31846760.0,0.015101065226101494,
12,29750474.0,-0.05306606767565007,
13,244767894.0,-0.21115580079578036,
12,74849712.0,-0.07040390482731583,
11,2524300.0,-0.32914471338588913,
14,3961474507.0,-0.2585277237529374,
11,2578528.0,0.04245523027091426,
12,23530318.0,-0.09420688662176176,
10,218802.0,-0.24446760084459923,
12,28407514.0,0.424082938056459,
14,4792046514.0,-0.1531367677371421,
15,62379098020.0,1.1138036557970736,
14,3308640906.0,-0.4209083262781857,
11,5058960.0,0.15299587266948148,
12,70076562.0,-0.10497892291005943,
12,26284786.0,-0.4588504544035474,
11,3468255.0,-0.28746492592576584,
15,42343087620.0,-0.22830044296141483,
11,1323409.0,0.7141367483521723,
13,127215746.0,0.08030702425783047,
10,1608480.0,-0.07878245299910475,
12,25695243.0,-0.2631857102023818,
13,175942979.0,0.3309912184674333,
10,513696.0,-0.4466454868248925,
15,127480526376.0,-0.5542273618137605,
10,326455.0,0.31742506624190164,
11,1964127.0,0.32720542001611913,
15,56082610524.0,-0.33320380969076147,
12,24262280.0,-0.0427808103772605,
15,19378186450.0,1.5444952987331801,
11,7645386.0,0.06134601967775074,
10,289456.0,-0.5263943397269361,
10,293040.0,-0.43652743652743653,
14,4271522208.0,-0.38780748579453483,
12,26170299.0,-0.6649025676015394,
14,5567076240.0,0.33910492305382905,
13,244135645.0,0.33099724950037535,
14,1314126988.0,-0.022217500969266762,
11,1141513.0,0.6483386522974335,
10,300378.0,-0.6644228272376805,
15,24769262146.0,0.4889163747639396,
14,2990134206.0,0.09805714854258284,
13,327173903.0,-0.054462482602104116,
14,2343456472.0,-0.09413807110815413,
10,266808.0,-0.2611915684687116,
13,578706252.0,0.6273209365638581,
12,38452944.0,-0.30166283236987,
13,277128522.0,-0.27124642912070956,
13,166621281.0,0.3325786878327985,
11,2713464.0,0.39649294530287965,
15,49260766630.0,0.16685540912784613,
11,6518856.0,-0.0357299228917192,
12,39864552.0,-0.395842200860554,
11,1497608.0,0.7549763801119291,
11,2967974.0,0.6036366895397332,
13,686674455.0,-0.4754544932066825,
10,172330.0,0.46426043056925664,
14,7405828488.0,-0.41946103572794485,
10,362032.0,-0.10206832545189376,
11,533537.0,-1.0,
11,3883564.0,-0.15320051375489113,
15,34400374486.0,-0.5411242475158443,
15,22626777656.0,-0.6477561179425593,
12,43820823.0,-0.4686361778280612,
11,1173373.0,-0.17733690253085208,
14,6024266166.0,-0.3121719051216305,
11,1430650.0,-0.09814420018872541,
12,54614736.0,-0.37159113979787434,
14,2456134438.0,0.3407800277746847,
11,3881626.0,0.000817698562406579,
12,18377636.0,-0.07853218988557614,
12,33508470.0,0.06399844576610034,
12,36562556.0,0.3894871025975318,
13,328330014.0,-0.4851288618408186,
15,39806964444.0,0.3102720272322004,
11,7292102.0,-0.00012369547216975298,
10,394944.0,1.0327337546588884,
10,227330.0,-0.5073241543131131,
10,327316.0,-0.30195896320375415,
10,326448.0,-0.35568298779591245,
11,3971868.0,0.2080159763617522,
10,430638.0,-0.02418272423706222,
11,3696000.0,-0.5475000000000001,
12,27003054.0,-0.6630781096093797,
14,1195338585.0,-0.436812290301831,
15,48386751674.0,-0.2349052405345532,
12,37480060.0,-0.056607700201120076,
14,981534918.0,-0.37100572921237635,
12,19448826.0,-0.015584385401977477,
12,97045032.0,0.6153754269461212,
12,7198522.0,0.44089578388452516,
13,394948704.0,-0.029744176600716227,
13,299100439.0,-0.5587049205233697,
11,2422962.0,-0.4037050519157957,
10,337920.0,-0.005681818181818182,
15,50540864436.0,-0.612916315968965,
12,49444250.0,-0.0635212790162658,
11,1309708.0,-0.08327657767991033,
10,66132.0,0.12905502127059,
13,211848867.0,0.1419461591928174,
11,6732750.0,-0.242132362952236,
10,195210.0,-0.4243464303399759,
14,3219210464.0,-0.33317910586910915,
14,5229417946.0,-0.49560311085527453,
15,43620313896.0,0.02010391090010985,
12,27971004.0,-0.2458857274721591,
14,4859905620.0,0.11351495751886638,
14,2209205104.0,-0.5181760181195019,
12,30233248.0,-0.38386242854224595,
10,657672.0,-0.637995839871547,
11,2989216.0,-0.08727907250596811,
13,716278320.0,0.2923119605239483,
10,155069.0,-0.34532369461336565,
13,369575910.0,-0.27524003390805424,
14,9411647828.0,0.6399355651708306,
13,279815094.0,-0.2586304154128297,
11,3255858.0,0.4442300616304519,
12,62916204.0,-0.10921517134123337,
12,55841184.0,0.14670204700530692,
12,23739482.0,-0.12615447969757723,
14,4751524570.0,-0.18511847240642595,
10,302970.0,-0.10010892167541341,
13,581247732.0,-0.44626020493444263,
10,1063680.0,-0.06466606498194935,
10,488846.0,-0.3443497543193562,
10,537232.0,0.061440867260327006,
15,51982707976.0,-0.7135144862619383,
11,2571269.0,-0.21595134542515776,
14,4581396804.0,-0.4323789745237706,
13,240779406.0,-0.06261750641581046,
15,12475433880.0,-0.36582104669853777,
12,21637069.0,-0.009699511518865899,
10,627996.0,0.1774119580379491,
10,167647.0,-0.579115641794962,
10,523226.0,0.21665717427395953,
10,306684.0,0.018290270549925377,
14,2246346800.0,0.45388058513494,
15,45004786008.0,-0.4246372500160961,
10,421814.0,-0.0005168154684292128,
10,466680.0,0.023810748264335303,
14,3143398233.0,0.1835372562544798,
10,303548.0,-0.02919984831247632,
15,30332644678.0,0.9445226694255083,
10,117732.0,-1.0,
14,7908781086.0,-0.21889353962072733,
12,46221564.0,-0.4029453438659064,
15,50864407728.0,0.19177231521424706,
11,4308966.0,-0.45260185390184093,
11,1877055.0,0.08016014448164811,
15,59163511348.0,-0.07163189694864627,
12,26973839.0,-0.30243522251319127,
15,29304857642.0,0.4011532921133035,
12,24806058.0,-0.26892696937175586,
10,193126.0,0.15124840777523482,
10,136236.0,-0.4672773716198362,
11,2177007.0,1.9319152395927068,
14,5205349388.0,0.6401896133393611,
14,2422671722.0,-0.825033311715024,
12,22467776.0,-0.6849760296702264,
13,415763100.0,-0.00013983924980355398,
13,210023930.0,0.6427639142517391,
14,2562717300.0,0.09140800508897333,
10,1226016.0,-0.03312191684284708,
14,2570707428.0,-0.03676880028060528,
11,4119322.0,-0.11441737256762156,
13,227863842.0,-0.10818321056835335,
11,1938087.0,-0.0907872900786532,
14,3101684778.0,-0.16138356210484003,
13,688470764.0,0.5557680238692024,
15,75079396884.0,-0.12545281921420504,
15,30011321718.0,-0.3789838056741863,
15,26990209994.0,-0.2673574127657452,
12,41693886.0,1.3899907051120157,
15,7749079036.0,-0.6260634345658002,
14,855912833.0,-0.5765968846035516,
12,7661569.0,1.63131481293192,
12,8822271.0,0.3162325210821567,
15,42444393265.0,-0.04701137444802157,
15,48504280578.0,-0.5022773175415388,
14,3946786908.0,-0.17591699886119136,
11,1758806.0,-0.26460008791317646,
13,453266834.0,0.9080681292468001,
14,6322149678.0,0.1785859018695634,
14,7590061890.0,-0.1887072003835795,
10,545352.0,0.08590414998019627,
11,1980774.0,-0.72083640031624,
15,29268537964.0,-0.49488423309069385,
13,506746638.0,-0.1440071083411903,
15,59081488552.0,0.25199044595662956,
15,32704543060.0,-0.24073414209016625,
13,174918814.0,0.4726832071934812,
11,4721932.0,-0.03876633547454728,
14,3487633534.0,0.04874952151437824,
11,2797856.0,-0.2461427607425114,
12,3341540.0,0.21812098613214267,
13,234840396.0,-0.21022105583572598,
15,40184177763.0,0.47015236565063273,
14,2476716074.0,-0.8459151922958772,
13,90024893.0,0.5377826664009475,
12,15796251.0,-0.3459207504362902,
11,4872043.0,-0.2541445139133624,
15,100011990690.0,-0.7198176597958487,
12,46888800.0,-0.4311716230741668,
14,5586002640.0,0.4679892811507869,
13,265420192.0,-0.25918522431028923,
12,25390219.0,0.014472016435410195,
11,2927153.0,-0.2506684823102858,
12,5765006.0,-0.818352313943819,
14,1052050323.0,-0.44779827799168903,
14,3149616916.0,0.32622469485534505,
11,3525662.0,1.4460654481342794,
10,126346.0,-0.8905861681414529,
11,3948730.0,-0.3452432104049207,
10,263416.0,-0.336620065262213,
14,7420187206.0,-0.4297301111336229,
12,70941960.0,-0.5323600306504077,
12,25789638.0,0.22616688144284924,
14,4076765208.0,-0.7207668477531807,
10,115451.0,-0.5343479051718911,
15,25575325054.0,-0.4506144664698032,
13,297910908.0,-0.379229175455368,
11,6418848.0,0.488715732168763,
11,5608920.0,0.3993710019041099,
10,416520.0,0.15547872851243638,
13,740818632.0,0.2554509293173395,
12,11967232.0,0.09920155304083685,
14,4648461510.0,-0.23471454106973988,
12,45474360.0,0.08526387177301671,
14,6636056562.0,0.23510845988476387,
11,4107960.0,0.6003482669419042,
12,21511684.0,-0.6204481248422951,
10,207916.0,-0.030377652513515072,
14,2741392126.0,-0.7286400610315316,
14,4714187326.0,-0.05918036486613727,
14,3655907888.0,-0.5242873580845536,
10,463248.0,-0.3061168100024177,
13,318886752.0,0.05943968471916952,
12,12255074.0,-0.2998739950489079,
13,270729456.0,0.2178298027533431,
11,958415.0,0.4148359531100828,
10,368524.0,1.6744526815078529,
13,98460264.0,0.46279388403833654,
15,30878140439.0,-0.31622364811985426,
10,506804.0,0.023306840514281654,
11,2284958.0,0.23425560654603805,
13,235504896.0,-0.35228862503138786,
11,3714828.0,-0.060844808965583336,
12,43363514.0,-0.29985009978665456,
11,2968971.0,0.15528241939715814,
15,65949632773.0,-0.18591994310573082,
10,435000.0,-0.2848020434227331,
14,1080308358.0,-0.6211748275671491,
11,2263332.0,-0.38921908054143184,
14,5074562242.0,-0.49256935018198955,
10,305560.0,0.08495876423615656,
14,1433671905.0,0.48541656746771483,
15,45163389276.0,-0.4829589104286071,
10,362915.0,-0.35720485513136685,
12,41492446.0,-0.025584560620986286,
11,2047746.0,-0.3491380278608773,
10,219342.0,-0.022336503420837386,
12,84409584.0,0.15894896484740387,
12,20429856.0,0.7679954931318815,
11,4470954.0,-0.147832878620536,
13,442676038.0,-0.8054631545247543,
13,274382424.0,-0.2709130669390106,
13,87162486.0,1.0679369792183306,
15,37915616229.0,-0.26564087599600755,
10,434956.0,0.4667046781743441,
13,101498150.0,-0.09904013028808914,
12,26628576.0,0.4390603538093813,
10,438162.0,0.19773051976209713,
10,464592.0,-0.3879992193867595,
10,1205712.0,-0.2962977707593336,
10,477804.0,-0.3691881096758409,
13,287381766.0,-0.10236346263759347,
14,3880573240.0,0.7505438449088516,
11,933760.0,-0.7192597669636738,
10,756792.0,-0.4580915231662069,
15,176706955500.0,-0.11205787935155727,
15,48695166124.0,0.038521085875821696,
12,23252212.0,-0.026415207292966363,
12,26165692.0,0.008719738809124416,
12,16154280.0,0.5904084861720856,
13,317346204.0,-0.1011860346689386,
14,3111029485.0,-0.3393003795333685,
10,383191.0,-0.33710342883836,
11,4622264.0,0.10768229594847893,
12,27339552.0,0.06102689612470607,
14,3318873024.0,1.917201040831383,
13,83256277.0,-0.5990096938877053,
14,5496177996.0,-0.09033513768319394,
11,3430610.0,-0.11852411087241045,
14,1995913935.0,0.2799525847290605,
13,278560134.0,-0.32730072566665264,
10,386696.0,-0.5635388579716941,
14,7665826598.0,0.27284903659909265,
13,401781743.0,0.38592499460584,
12,35047988.0,0.49810596830836623,
10,752136.0,-0.04698086516268334,
10,354516.0,-0.5747723657042277,
12,69198000.0,-0.16725916934015433,
13,409724858.0,-0.622439935045386,
10,565590.0,-0.32135763833636843,
13,1075942224.0,0.21596060719334684,
10,430692.0,0.019382760766394547,
11,4704474.0,0.0774424515896995,
15,53613981848.0,-0.03704851644168819,
13,672514591.0,0.06969475898454262,
13,101622908.0,0.5792848596696331,
13,252806926.0,-0.024836843275409314,
10,165735.0,-0.8891724741303889,
12,23347989.0,-0.2429634946290235,
11,2540926.0,-0.5277312286937913,
13,370324151.0,-0.4982920787145746,
11,6017202.0,-0.4192649673386402,
12,31924532.0,-0.32340433369547905,
13,218846376.0,0.38398453534364213,
12,47330038.0,-0.32209364942125474,
10,740080.0,0.7918062912117609,
11,1182574.0,-0.013676945375088578,
10,435324.0,-0.31790268091505797,
15,72903080409.0,0.7265015318126594,
12,32167028.0,-0.08079789031178114,
14,2524145393.0,-0.5757949589712877,
11,3535806.0,-0.5509934651392073,
14,4296770516.0,-0.09975376803049492,
10,262492.0,-0.00026582820725130717,
14,2226997966.0,0.2416471151819633,
10,266472.0,-0.22339557877250388,
14,1851528252.0,1.2080897094515413,
11,3510082.0,-0.7141035451593438,
13,422652748.0,-0.4140210819119056,
13,711331380.0,-0.4159441131361307,
15,47839682624.0,-0.4659924439552235,
14,4208580696.0,0.1360470299510208,
12,40830780.0,0.2118091084988119,
11,2131430.0,-0.35547496281838953,
14,4977803024.0,-0.03059691660470975,
13,406749098.0,-0.29341955172571765,
15,30750091088.0,-0.528717634086769,
13,203271002.0,0.35005975913868914,
10,240772.0,-0.0048012227335404445,
10,489378.0,-0.18045627987636015,
11,3323520.0,-0.57105719237435,
10,241104.0,-0.5398942641626296,
10,293886.0,0.1820910148833221,
14,2832294518.0,-0.7358484877736857,
13,708622476.0,0.44650224162520075,
14,2791007918.0,0.3296032982925178,
11,3922176.0,-0.481850126052477,
10,906129.0,-0.19952530673520713,
14,2990951217.0,0.06828623009266553,
10,464198.0,0.7480471695267967,
15,46850105410.0,0.01810998251924744,
13,667490988.0,0.1590053107952972,
11,3053096.0,-0.13168796526542254,
12,21263418.0,-0.326464635177656,
10,486788.0,-0.12303873098305154,
14,4732785052.0,1.3812286161691503,
10,326752.0,0.09257173636274606,
14,2618304420.0,0.168669754604012,
13,218867527.0,-0.3728448533162254,
12,82078536.0,0.484115165017076,
12,20531736.0,-0.049526060533799966,
11,1540382.0,-0.5052863510479868,
15,45839669564.0,-0.16798702166141993,
10,1362720.0,-0.15071817150013686,
12,53954060.0,0.018573208392472874,
12,63382656.0,0.8858892880727497,
13,129156644.0,-1.0,
11,2053326.0,0.6696579111159163,
