Matrix,Number of Ones,Time for Apprx,Time for Calc,Calc Perm,Actual Perm,Relative Error
"[[2 2 0]
 [2 2 0]
 [0 0 0]]",4,0.00016117095947265625,1.7642974853515625e-05,0,0.0,inf
"[[2 2 0]
 [2 2 0]
 [0 0 2]]",5,0.00016307830810546875,2.1457672119140625e-05,1,2.0,0.48559670781893005
"[[2 2 0]
 [2 2 0]
 [0 2 0]]",5,0.0001800060272216797,1.71661376953125e-05,1,0.0,inf
"[[2 2 0]
 [2 2 0]
 [0 2 2]]",6,0.0001595020294189453,1.7404556274414062e-05,2,2.0,0.09003171857568226
"[[2 2 0]
 [2 2 0]
 [2 0 0]]",5,0.00015473365783691406,1.7404556274414062e-05,1,0.0,inf
"[[2 2 0]
 [2 2 0]
 [2 0 2]]",6,0.00016045570373535156,1.7642974853515625e-05,2,2.0,0.1317022000443897
"[[2 2 0]
 [2 2 0]
 [2 2 0]]",6,0.00015282630920410156,1.71661376953125e-05,2,0.0,inf
"[[2 2 0]
 [2 2 0]
 [2 2 2]]",7,0.0004401206970214844,1.8596649169921875e-05,3,2.0,0.4115226337448561
"[[2 2 0]
 [2 2 2]
 [0 0 0]]",5,0.00015997886657714844,1.6689300537109375e-05,1,0.0,inf
"[[2 2 0]
 [2 2 2]
 [0 0 2]]",6,0.00013899803161621094,1.7404556274414062e-05,2,2.0,0.09003171857568226
"[[2 2 0]
 [2 2 2]
 [0 2 0]]",6,0.00015401840209960938,1.7404556274414062e-05,2,1.0,0.7365955999112206
"[[2 2 0]
 [2 2 2]
 [0 2 2]]",7,0.00013208389282226562,1.7404556274414062e-05,3,3.0,0.04028297537817312
"[[2 2 0]
 [2 2 2]
 [2 0 0]]",6,0.00016546249389648438,1.7404556274414062e-05,2,1.0,0.6570710975280483
"[[2 2 0]
 [2 2 2]
 [2 0 2]]",7,0.00013756752014160156,1.7881393432617188e-05,3,3.0,0.058984910836762605
"[[2 2 0]
 [2 2 2]
 [2 2 0]]",7,0.00016951560974121094,3.600120544433594e-05,3,2.0,0.38401639542941446
"[[2 2 0]
 [2 2 2]
 [2 2 2]]",8,0.00014781951904296875,1.7881393432617188e-05,4,4.0,0.056975892946562245
"[[2 2 2]
 [0 0 0]
 [0 0 0]]",3,0.00014019012451171875,1.7404556274414062e-05,0,0.0,inf
"[[2 2 2]
 [0 0 0]
 [0 0 2]]",4,0.00014495849609375,2.09808349609375e-05,0,0.0,inf
"[[2 2 2]
 [0 0 0]
 [0 2 0]]",4,0.00019049644470214844,1.6450881958007812e-05,0,0.0,inf
"[[2 2 2]
 [0 0 0]
 [0 2 2]]",5,0.00016236305236816406,1.71661376953125e-05,1,0.0,inf
"[[2 2 2]
 [0 0 0]
 [2 0 0]]",4,0.00015974044799804688,1.7404556274414062e-05,0,0.0,inf
"[[2 2 2]
 [0 0 0]
 [2 0 2]]",5,0.00017309188842773438,1.7642974853515625e-05,1,0.0,inf
"[[2 2 2]
 [0 0 0]
 [2 2 0]]",5,0.00021409988403320312,2.0503997802734375e-05,1,0.0,inf
"[[2 2 2]
 [0 0 0]
 [2 2 2]]",6,0.00015401840209960938,1.6927719116210938e-05,2,0.0,inf
"[[2 2 2]
 [0 0 2]
 [0 0 0]]",4,0.00018358230590820312,1.7642974853515625e-05,1,0.0,inf
"[[2 2 2]
 [0 0 2]
 [0 0 2]]",5,0.00015473365783691406,1.7404556274414062e-05,1,0.0,inf
"[[2 2 2]
 [0 0 2]
 [0 2 0]]",5,0.00016188621520996094,1.7881393432617188e-05,1,1.0,0.05696276004474243
"[[2 2 2]
 [0 0 2]
 [0 2 2]]",6,0.00016498565673828125,1.7404556274414062e-05,2,1.0,0.7365955999112206
"[[2 2 2]
 [0 0 2]
 [2 0 0]]",5,0.000141143798828125,1.7642974853515625e-05,1,1.0,0.07132850792440104
"[[2 2 2]
 [0 0 2]
 [2 0 2]]",6,0.00022935867309570312,1.7404556274414062e-05,2,1.0,0.777777777777777
"[[2 2 2]
 [0 0 2]
 [2 2 0]]",6,0.000156402587890625,1.7404556274414062e-05,2,2.0,0.09003171857568226
"[[2 2 2]
 [0 0 2]
 [2 2 2]]",7,0.00017261505126953125,2.2411346435546875e-05,3,2.0,0.38401639542941446
"[[2 2 2]
 [0 2 0]
 [0 0 0]]",4,0.00015497207641601562,1.71661376953125e-05,0,0.0,inf
"[[2 2 2]
 [0 2 0]
 [0 0 2]]",5,0.00021386146545410156,1.71661376953125e-05,1,1.0,0.04278964655371009
"[[2 2 2]
 [0 2 0]
 [0 2 0]]",5,0.00025272369384765625,2.6702880859375e-05,1,0.0,inf
"[[2 2 2]
 [0 2 0]
 [0 2 2]]",6,0.00014734268188476562,1.7404556274414062e-05,2,1.0,0.7365955999112206
"[[2 2 2]
 [0 2 0]
 [2 0 0]]",5,0.00016307830810546875,1.7404556274414062e-05,1,1.0,0.051241058184559485
"[[2 2 2]
 [0 2 0]
 [2 0 2]]",6,0.000133514404296875,1.71661376953125e-05,2,2.0,0.1111111111111115
"[[2 2 2]
 [0 2 0]
 [2 2 0]]",6,0.00016546249389648438,2.002716064453125e-05,2,1.0,0.6963674061674452
"[[2 2 2]
 [0 2 0]
 [2 2 2]]",7,0.00016641616821289062,1.7404556274414062e-05,3,2.0,0.38401639542941446
"[[2 2 2]
 [0 2 2]
 [0 0 0]]",5,0.0001595020294189453,1.811981201171875e-05,1,0.0,inf
"[[2 2 2]
 [0 2 2]
 [0 0 2]]",6,0.0001621246337890625,1.7642974853515625e-05,2,1.0,0.8630951146962351
"[[2 2 2]
 [0 2 2]
 [0 2 0]]",6,0.000148773193359375,1.7642974853515625e-05,2,1.0,0.777777777777777
"[[2 2 2]
 [0 2 2]
 [0 2 2]]",7,0.00022482872009277344,1.6689300537109375e-05,3,2.0,0.4115226337448561
"[[2 2 2]
 [0 2 2]
 [2 0 0]]",6,0.0001685619354248047,1.6927719116210938e-05,2,2.0,0.09003171857568226
"[[2 2 2]
 [0 2 2]
 [2 0 2]]",7,0.0001647472381591797,2.0742416381835938e-05,3,3.0,0.035549701605347796
"[[2 2 2]
 [0 2 2]
 [2 2 0]]",7,0.00014638900756835938,1.6927719116210938e-05,3,3.0,0.05434387402372461
"[[2 2 2]
 [0 2 2]
 [2 2 2]]",8,0.00014472007751464844,1.7404556274414062e-05,4,4.0,0.050031435929256185
"[[2 2 2]
 [2 0 0]
 [0 0 0]]",4,0.000141143798828125,1.7642974853515625e-05,0,0.0,inf
"[[2 2 2]
 [2 0 0]
 [0 0 2]]",5,0.00015020370483398438,1.7404556274414062e-05,1,1.0,0.07651481848720676
"[[2 2 2]
 [2 0 0]
 [0 2 0]]",5,0.00027489662170410156,1.8358230590820312e-05,1,1.0,0.0639632359814506
"[[2 2 2]
 [2 0 0]
 [0 2 2]]",6,0.00013637542724609375,1.6927719116210938e-05,2,2.0,0.1317022000443897
"[[2 2 2]
 [2 0 0]
 [2 0 0]]",5,0.0001728534698486328,1.7404556274414062e-05,1,0.0,inf
"[[2 2 2]
 [2 0 0]
 [2 0 2]]",6,0.0001647472381591797,1.7404556274414062e-05,2,1.0,0.6570710975280483
"[[2 2 2]
 [2 0 0]
 [2 2 0]]",6,0.00015425682067871094,2.1219253540039062e-05,2,1.0,0.6963674061674452
"[[2 2 2]
 [2 0 0]
 [2 2 2]]",7,0.0001609325408935547,2.1219253540039062e-05,3,2.0,0.38401639542941446
"[[2 2 2]
 [2 0 2]
 [0 0 0]]",5,0.00014281272888183594,1.7881393432617188e-05,1,0.0,inf
"[[2 2 2]
 [2 0 2]
 [0 0 2]]",6,0.00023746490478515625,1.71661376953125e-05,2,1.0,0.7365955999112206
"[[2 2 2]
 [2 0 2]
 [0 2 0]]",6,0.00015735626220703125,1.71661376953125e-05,2,2.0,0.1111111111111115
"[[2 2 2]
 [2 0 2]
 [0 2 2]]",7,0.00013446807861328125,1.7404556274414062e-05,3,3.0,0.058984910836762605
"[[2 2 2]
 [2 0 2]
 [2 0 0]]",6,0.0001621246337890625,1.71661376953125e-05,2,1.0,0.6963674061674452
"[[2 2 2]
 [2 0 2]
 [2 0 2]]",7,0.00013208389282226562,1.6689300537109375e-05,3,2.0,0.38401639542941446
"[[2 2 2]
 [2 0 2]
 [2 2 0]]",7,0.0001747608184814453,1.7881393432617188e-05,3,3.0,0.05434387402372461
"[[2 2 2]
 [2 0 2]
 [2 2 2]]",8,0.0001366138458251953,1.71661376953125e-05,4,4.0,0.050031435929256185
"[[2 2 2]
 [2 2 0]
 [0 0 0]]",5,0.00013065338134765625,1.71661376953125e-05,1,0.0,inf
"[[2 2 2]
 [2 2 0]
 [0 0 2]]",6,0.00016164779663085938,1.9788742065429688e-05,2,2.0,0.1317022000443897
"[[2 2 2]
 [2 2 0]
 [0 2 0]]",6,0.0001533031463623047,1.7642974853515625e-05,2,1.0,0.6570710975280483
"[[2 2 2]
 [2 2 0]
 [0 2 2]]",7,0.00015687942504882812,1.7642974853515625e-05,3,3.0,0.058984910836762605
"[[2 2 2]
 [2 2 0]
 [2 0 0]]",6,0.0001659393310546875,1.71661376953125e-05,2,1.0,0.5811882872461427
"[[2 2 2]
 [2 2 0]
 [2 0 2]]",7,0.00012874603271484375,1.7642974853515625e-05,3,3.0,0.07732240304705702
"[[2 2 2]
 [2 2 0]
 [2 2 0]]",7,0.00019621849060058594,1.7404556274414062e-05,3,2.0,0.35704616916803356
"[[2 2 2]
 [2 2 0]
 [2 2 2]]",8,0.0001277923583984375,1.6689300537109375e-05,4,4.0,0.050031435929256185
"[[2 2 2]
 [2 2 2]
 [0 0 0]]",6,0.0001480579376220703,1.7642974853515625e-05,2,0.0,inf
"[[2 2 2]
 [2 2 2]
 [0 0 2]]",7,0.0002608299255371094,1.7881393432617188e-05,3,2.0,0.4115226337448561
"[[2 2 2]
 [2 2 2]
 [0 2 0]]",7,0.00017499923706054688,1.811981201171875e-05,3,2.0,0.38401639542941446
"[[2 2 2]
 [2 2 2]
 [0 2 2]]",8,0.0001354217529296875,1.7642974853515625e-05,4,4.0,0.056975892946562245
"[[2 2 2]
 [2 2 2]
 [2 0 0]]",7,0.00022721290588378906,2.1219253540039062e-05,3,2.0,0.35704616916803356
"[[2 2 2]
 [2 2 2]
 [2 0 2]]",8,0.00016999244689941406,1.7404556274414062e-05,4,4.0,0.050031435929256185
"[[2 2 2]
 [2 2 2]
 [2 2 0]]",8,0.00012540817260742188,1.71661376953125e-05,4,4.0,0.043132604818450826
"[[2 2 2]
 [2 2 2]
 [2 2 2]]",9,0.0001609325408935547,1.7642974853515625e-05,6,6.0,1.4802973661668753e-16
