Matrix,Number of Ones,Time for Apprx,Time for Calc,Calc Perm,Actual Perm,Relative Error
"[[0 2 2]
 [0 2 2]
 [0 2 2]]",6,0.00018906593322753906,1.71661376953125e-05,2,0.0,inf
"[[0 2 2]
 [0 2 2]
 [2 0 0]]",5,0.00015854835510253906,1.7404556274414062e-05,1,2.0,0.457055245805
"[[0 2 2]
 [0 2 2]
 [2 0 2]]",6,0.0001671314239501953,1.71661376953125e-05,2,2.0,0.09003171857568226
"[[0 2 2]
 [0 2 2]
 [2 2 0]]",6,0.00013947486877441406,1.7881393432617188e-05,2,2.0,0.1317022000443897
"[[0 2 2]
 [0 2 2]
 [2 2 2]]",7,0.00016498565673828125,1.6927719116210938e-05,3,2.0,0.35704616916803356
"[[0 2 2]
 [2 0 0]
 [0 0 0]]",3,0.00013899803161621094,1.6927719116210938e-05,0,0.0,inf
"[[0 2 2]
 [2 0 0]
 [0 0 2]]",4,0.00016164779663085938,1.71661376953125e-05,1,1.0,0.44472778301098437
"[[0 2 2]
 [2 0 0]
 [0 2 0]]",4,0.00015616416931152344,1.7404556274414062e-05,1,1.0,0.4591774144590012
"[[0 2 2]
 [2 0 0]
 [0 2 2]]",5,0.00031757354736328125,3.147125244140625e-05,1,2.0,0.4715186199776288
"[[0 2 2]
 [2 0 0]
 [2 0 0]]",4,0.0001430511474609375,1.6927719116210938e-05,1,0.0,inf
"[[0 2 2]
 [2 0 0]
 [2 0 2]]",5,0.00016379356384277344,1.71661376953125e-05,1,1.0,0.07132850792440104
"[[0 2 2]
 [2 0 0]
 [2 2 0]]",5,0.0001552104949951172,1.7404556274414062e-05,1,1.0,0.08588950838999998
"[[0 2 2]
 [2 0 0]
 [2 2 2]]",6,0.00014138221740722656,1.6927719116210938e-05,2,2.0,0.09003171857568226
"[[0 2 2]
 [2 0 2]
 [0 0 0]]",4,0.0001552104949951172,1.7642974853515625e-05,1,0.0,inf
"[[0 2 2]
 [2 0 2]
 [0 0 2]]",5,0.0001518726348876953,1.7404556274414062e-05,1,1.0,0.05696276004474243
"[[0 2 2]
 [2 0 2]
 [0 2 0]]",5,0.0002372264862060547,4.458427429199219e-05,1,1.0,0.07132850792440104
"[[0 2 2]
 [2 0 2]
 [0 2 2]]",6,0.00013017654418945312,2.1457672119140625e-05,2,2.0,0.1111111111111115
"[[0 2 2]
 [2 0 2]
 [2 0 0]]",5,0.00016927719116210938,1.7642974853515625e-05,1,1.0,0.08588950838999998
"[[0 2 2]
 [2 0 2]
 [2 0 2]]",6,0.00014352798461914062,1.71661376953125e-05,2,2.0,0.09003171857568226
"[[0 2 2]
 [2 0 2]
 [2 2 0]]",6,0.00019478797912597656,1.7642974853515625e-05,2,2.0,0.06845244265188244
"[[0 2 2]
 [2 0 2]
 [2 2 2]]",7,0.00013375282287597656,1.7404556274414062e-05,3,3.0,0.05434387402372461
"[[0 2 2]
 [2 2 0]
 [0 0 0]]",4,0.00017070770263671875,1.7404556274414062e-05,0,0.0,inf
"[[0 2 2]
 [2 2 0]
 [0 0 2]]",5,0.00016379356384277344,1.6689300537109375e-05,1,1.0,0.05696276004474243
"[[0 2 2]
 [2 2 0]
 [0 2 0]]",5,0.0001518726348876953,1.71661376953125e-05,1,1.0,0.051241058184559485
"[[0 2 2]
 [2 2 0]
 [0 2 2]]",6,0.0002028942108154297,1.7404556274414062e-05,2,2.0,0.1111111111111115
"[[0 2 2]
 [2 2 0]
 [2 0 0]]",5,0.00018930435180664062,1.7404556274414062e-05,1,1.0,0.0383459664444159
"[[0 2 2]
 [2 2 0]
 [2 0 2]]",6,0.00013303756713867188,1.7404556274414062e-05,2,2.0,0.09003171857568226
"[[0 2 2]
 [2 2 0]
 [2 2 0]]",6,0.00022721290588378906,1.7642974853515625e-05,2,2.0,0.1317022000443897
"[[0 2 2]
 [2 2 0]
 [2 2 2]]",7,0.00015211105346679688,1.7642974853515625e-05,3,3.0,0.05434387402372461
"[[0 2 2]
 [2 2 2]
 [0 0 0]]",5,0.00013184547424316406,1.71661376953125e-05,1,0.0,inf
"[[0 2 2]
 [2 2 2]
 [0 0 2]]",6,0.00016260147094726562,1.7881393432617188e-05,2,1.0,0.777777777777777
"[[0 2 2]
 [2 2 2]
 [0 2 0]]",6,0.00019812583923339844,1.811981201171875e-05,2,1.0,0.6963674061674452
"[[0 2 2]
 [2 2 2]
 [0 2 2]]",7,0.0001323223114013672,1.7404556274414062e-05,3,2.0,0.38401639542941446
"[[0 2 2]
 [2 2 2]
 [2 0 0]]",6,0.0001666545867919922,1.71661376953125e-05,2,2.0,0.1317022000443897
"[[0 2 2]
 [2 2 2]
 [2 0 2]]",7,0.00014781951904296875,1.71661376953125e-05,3,3.0,0.05434387402372461
"[[0 2 2]
 [2 2 2]
 [2 2 0]]",7,0.00013208389282226562,1.6450881958007812e-05,3,3.0,0.07277180577891729
"[[0 2 2]
 [2 2 2]
 [2 2 2]]",8,0.0001404285430908203,1.7642974853515625e-05,4,4.0,0.043132604818450826
"[[2 0 0]
 [0 0 0]
 [0 0 0]]",1,0.0001595020294189453,1.71661376953125e-05,0,0.0,inf
"[[2 0 0]
 [0 0 0]
 [0 0 2]]",2,0.00017070770263671875,1.7404556274414062e-05,0,0.0,inf
"[[2 0 0]
 [0 0 0]
 [0 2 0]]",2,0.0002334117889404297,1.7642974853515625e-05,0,0.0,inf
"[[2 0 0]
 [0 0 0]
 [0 2 2]]",3,0.0001404285430908203,1.5974044799804688e-05,0,0.0,inf
"[[2 0 0]
 [0 0 0]
 [2 0 0]]",2,0.00016307830810546875,1.7404556274414062e-05,0,0.0,inf
"[[2 0 0]
 [0 0 0]
 [2 0 2]]",3,0.0001537799835205078,1.7404556274414062e-05,0,0.0,inf
"[[2 0 0]
 [0 0 0]
 [2 2 0]]",3,0.00018072128295898438,1.7642974853515625e-05,0,0.0,inf
"[[2 0 0]
 [0 0 0]
 [2 2 2]]",4,0.00015544891357421875,1.7404556274414062e-05,0,0.0,inf
"[[2 0 0]
 [0 0 2]
 [0 0 0]]",2,0.00020122528076171875,1.7881393432617188e-05,0,0.0,inf
"[[2 0 0]
 [0 0 2]
 [0 0 2]]",3,0.00021314620971679688,1.7642974853515625e-05,0,0.0,inf
"[[2 0 0]
 [0 0 2]
 [0 2 0]]",3,0.00015473365783691406,1.7404556274414062e-05,0,1.0,0.7319488334620041
"[[2 0 0]
 [0 0 2]
 [0 2 2]]",4,0.00022649765014648438,1.7404556274414062e-05,0,1.0,0.5383125430420852
"[[2 0 0]
 [0 0 2]
 [2 0 0]]",3,0.00014448165893554688,1.7881393432617188e-05,0,0.0,inf
"[[2 0 0]
 [0 0 2]
 [2 0 2]]",4,0.00016880035400390625,1.8358230590820312e-05,0,0.0,inf
"[[2 0 0]
 [0 0 2]
 [2 2 0]]",4,0.00016069412231445312,1.71661376953125e-05,1,1.0,0.44472778301098437
"[[2 0 0]
 [0 0 2]
 [2 2 2]]",5,0.0002675056457519531,3.075599670410156e-05,1,1.0,0.07651481848720676
"[[2 0 0]
 [0 2 0]
 [0 0 0]]",2,0.0002052783966064453,1.9550323486328125e-05,0,0.0,inf
"[[2 0 0]
 [0 2 0]
 [0 0 2]]",3,0.0001552104949951172,1.71661376953125e-05,0,1.0,0.6766685745292884
"[[2 0 0]
 [0 2 0]
 [0 2 0]]",3,0.00015664100646972656,1.7642974853515625e-05,0,0.0,inf
"[[2 0 0]
 [0 2 0]
 [0 2 2]]",4,0.00015807151794433594,1.7404556274414062e-05,1,1.0,0.4146600148808215
"[[2 0 0]
 [0 2 0]
 [2 0 0]]",3,0.0001621246337890625,1.7881393432617188e-05,0,0.0,inf
"[[2 0 0]
 [0 2 0]
 [2 0 2]]",4,0.00016021728515625,2.2649765014648438e-05,1,1.0,0.4298920880838052
"[[2 0 0]
 [0 2 0]
 [2 2 0]]",4,0.00021982192993164062,1.6927719116210938e-05,1,0.0,inf
"[[2 0 0]
 [0 2 0]
 [2 2 2]]",5,0.0001819133758544922,1.71661376953125e-05,1,1.0,0.04278964655371009
"[[2 0 0]
 [0 2 2]
 [0 0 0]]",3,0.0001652240753173828,2.4080276489257812e-05,0,0.0,inf
"[[2 0 0]
 [0 2 2]
 [0 0 2]]",4,0.00015974044799804688,1.6689300537109375e-05,1,1.0,0.4146600148808215
"[[2 0 0]
 [0 2 2]
 [0 2 0]]",4,0.00016450881958007812,1.7642974853515625e-05,1,1.0,0.4298920880838052
"[[2 0 0]
 [0 2 2]
 [0 2 2]]",5,0.0002429485321044922,1.9550323486328125e-05,1,2.0,0.48559670781893005
"[[2 0 0]
 [0 2 2]
 [2 0 0]]",4,0.00016880035400390625,1.7404556274414062e-05,1,0.0,inf
"[[2 0 0]
 [0 2 2]
 [2 0 2]]",5,0.00016307830810546875,1.7642974853515625e-05,1,1.0,0.04278964655371009
"[[2 0 0]
 [0 2 2]
 [2 2 0]]",5,0.0001766681671142578,1.71661376953125e-05,1,1.0,0.05696276004474243
"[[2 0 0]
 [0 2 2]
 [2 2 2]]",6,0.000164031982421875,1.6450881958007812e-05,2,2.0,0.1317022000443897
"[[2 0 0]
 [2 0 0]
 [0 0 0]]",2,0.00017023086547851562,1.7404556274414062e-05,0,0.0,inf
"[[2 0 0]
 [2 0 0]
 [0 0 2]]",3,0.00017595291137695312,1.7404556274414062e-05,0,0.0,inf
"[[2 0 0]
 [2 0 0]
 [0 2 0]]",3,0.00016808509826660156,1.71661376953125e-05,0,0.0,inf
"[[2 0 0]
 [2 0 0]
 [0 2 2]]",4,0.0001552104949951172,1.6927719116210938e-05,1,0.0,inf
"[[2 0 0]
 [2 0 0]
 [2 0 0]]",3,0.00044417381286621094,4.38690185546875e-05,0,0.0,inf
"[[2 0 0]
 [2 0 0]
 [2 0 2]]",4,0.00016999244689941406,1.7642974853515625e-05,0,0.0,inf
"[[2 0 0]
 [2 0 0]
 [2 2 0]]",4,0.0001678466796875,1.7404556274414062e-05,1,0.0,inf
"[[2 0 0]
 [2 0 0]
 [2 2 2]]",5,0.00015664100646972656,1.8835067749023438e-05,1,0.0,inf
"[[2 0 0]
 [2 0 2]
 [0 0 0]]",3,0.0001785755157470703,1.7881393432617188e-05,0,0.0,inf
"[[2 0 0]
 [2 0 2]
 [0 0 2]]",4,0.00015091896057128906,1.7881393432617188e-05,0,0.0,inf
"[[2 0 0]
 [2 0 2]
 [0 2 0]]",4,0.0001628398895263672,1.7881393432617188e-05,1,1.0,0.4298920880838052
"[[2 0 0]
 [2 0 2]
 [0 2 2]]",5,0.00026345252990722656,1.7404556274414062e-05,1,1.0,0.028806584362139898
"[[2 0 0]
 [2 0 2]
 [2 0 0]]",4,0.00019121170043945312,1.7404556274414062e-05,0,0.0,inf
"[[2 0 0]
 [2 0 2]
 [2 0 2]]",5,0.00016832351684570312,1.71661376953125e-05,1,0.0,inf
"[[2 0 0]
 [2 0 2]
 [2 2 0]]",5,0.00016164779663085938,1.7404556274414062e-05,1,1.0,0.05696276004474243
"[[2 0 0]
 [2 0 2]
 [2 2 2]]",6,0.0001621246337890625,1.7404556274414062e-05,2,1.0,0.7365955999112206
"[[2 0 0]
 [2 2 0]
 [0 0 0]]",3,0.00016164779663085938,1.71661376953125e-05,0,0.0,inf
"[[2 0 0]
 [2 2 0]
 [0 0 2]]",4,0.00016808509826660156,1.9311904907226562e-05,1,1.0,0.4146600148808215
"[[2 0 0]
 [2 2 0]
 [0 2 0]]",4,0.00019788742065429688,1.7881393432617188e-05,1,0.0,inf
"[[2 0 0]
 [2 2 0]
 [0 2 2]]",5,0.00016069412231445312,1.71661376953125e-05,1,1.0,0.16171745465551224
"[[2 0 0]
 [2 2 0]
 [2 0 0]]",4,0.0001678466796875,1.7404556274414062e-05,0,0.0,inf
"[[2 0 0]
 [2 2 0]
 [2 0 2]]",5,0.00015425682067871094,1.8835067749023438e-05,1,1.0,0.04278964655371009
"[[2 0 0]
 [2 2 0]
 [2 2 0]]",5,0.00021696090698242188,1.7404556274414062e-05,1,0.0,inf
"[[2 0 0]
 [2 2 0]
 [2 2 2]]",6,0.00016021728515625,1.7404556274414062e-05,2,1.0,0.8630951146962351
"[[2 0 0]
 [2 2 2]
 [0 0 0]]",4,0.0001690387725830078,1.7404556274414062e-05,0,0.0,inf
"[[2 0 0]
 [2 2 2]
 [0 0 2]]",5,0.0001430511474609375,2.0742416381835938e-05,1,1.0,0.028806584362139898
"[[2 0 0]
 [2 2 2]
 [0 2 0]]",5,0.00015997886657714844,1.9550323486328125e-05,1,1.0,0.04278964655371009
"[[2 0 0]
 [2 2 2]
 [0 2 2]]",6,0.00014901161193847656,1.7404556274414062e-05,2,2.0,0.09003171857568226
"[[2 0 0]
 [2 2 2]
 [2 0 0]]",5,0.00016760826110839844,1.71661376953125e-05,1,0.0,inf
"[[2 0 0]
 [2 2 2]
 [2 0 2]]",6,0.0001633167266845703,1.7881393432617188e-05,2,1.0,0.7365955999112206
"[[2 0 0]
 [2 2 2]
 [2 2 0]]",6,0.00016880035400390625,1.7404556274414062e-05,2,1.0,0.777777777777777
"[[2 0 0]
 [2 2 2]
 [2 2 2]]",7,0.00014281272888183594,1.6927719116210938e-05,3,2.0,0.4115226337448561
"[[2 0 2]
 [0 0 0]
 [0 0 0]]",2,0.00016379356384277344,1.71661376953125e-05,0,0.0,inf
"[[2 0 2]
 [0 0 0]
 [0 0 2]]",3,0.00018978118896484375,1.8596649169921875e-05,0,0.0,inf
"[[2 0 2]
 [0 0 0]
 [0 2 0]]",3,0.0001583099365234375,1.71661376953125e-05,0,0.0,inf
"[[2 0 2]
 [0 0 0]
 [0 2 2]]",4,0.0002028942108154297,1.7404556274414062e-05,0,0.0,inf
"[[2 0 2]
 [0 0 0]
 [2 0 0]]",3,0.00016307830810546875,1.6927719116210938e-05,0,0.0,inf
"[[2 0 2]
 [0 0 0]
 [2 0 2]]",4,0.0003266334533691406,2.4318695068359375e-05,0,0.0,inf
"[[2 0 2]
 [0 0 0]
 [2 2 0]]",4,0.0001590251922607422,1.7642974853515625e-05,1,0.0,inf
"[[2 0 2]
 [0 0 0]
 [2 2 2]]",5,0.00016927719116210938,1.7881393432617188e-05,1,0.0,inf
"[[2 0 2]
 [0 0 2]
 [0 0 0]]",3,0.0002067089080810547,1.6927719116210938e-05,0,0.0,inf
"[[2 0 2]
 [0 0 2]
 [0 0 2]]",4,0.00017452239990234375,1.7642974853515625e-05,0,0.0,inf
"[[2 0 2]
 [0 0 2]
 [0 2 0]]",4,0.00018644332885742188,2.2649765014648438e-05,1,1.0,0.44472778301098437
"[[2 0 2]
 [0 0 2]
 [0 2 2]]",5,0.000392913818359375,2.2172927856445312e-05,1,1.0,0.07651481848720676
"[[2 0 2]
 [0 0 2]
 [2 0 0]]",4,0.00017523765563964844,1.7642974853515625e-05,1,0.0,inf
"[[2 0 2]
 [0 0 2]
 [2 0 2]]",5,0.00016689300537109375,1.7642974853515625e-05,1,0.0,inf
"[[2 0 2]
 [0 0 2]
 [2 2 0]]",5,0.00016570091247558594,2.1219253540039062e-05,1,1.0,0.07132850792440104
"[[2 0 2]
 [0 0 2]
 [2 2 2]]",6,0.00016355514526367188,1.7642974853515625e-05,2,1.0,0.6570710975280483
"[[2 0 2]
 [0 2 0]
 [0 0 0]]",3,0.0001671314239501953,2.09808349609375e-05,0,0.0,inf
"[[2 0 2]
 [0 2 0]
 [0 0 2]]",4,0.00017523765563964844,1.811981201171875e-05,1,1.0,0.4298920880838052
"[[2 0 2]
 [0 2 0]
 [0 2 0]]",4,0.0001671314239501953,1.71661376953125e-05,1,0.0,inf
"[[2 0 2]
 [0 2 0]
 [0 2 2]]",5,0.00023174285888671875,1.9073486328125e-05,1,1.0,0.04278964655371009
"[[2 0 2]
 [0 2 0]
 [2 0 0]]",4,0.0001666545867919922,1.7404556274414062e-05,1,1.0,0.4591774144590012
"[[2 0 2]
 [0 2 0]
 [2 0 2]]",5,0.00015044212341308594,1.7404556274414062e-05,1,2.0,0.4715186199776288
"[[2 0 2]
 [0 2 0]
 [2 2 0]]",5,0.0001513957977294922,1.71661376953125e-05,1,1.0,0.07132850792440104
"[[2 0 2]
 [0 2 0]
 [2 2 2]]",6,0.00017976760864257812,1.6450881958007812e-05,2,2.0,0.1111111111111115
"[[2 0 2]
 [0 2 2]
 [0 0 0]]",4,0.00015735626220703125,1.7404556274414062e-05,1,0.0,inf
"[[2 0 2]
 [0 2 2]
 [0 0 2]]",5,0.0002155303955078125,1.8358230590820312e-05,1,1.0,0.04278964655371009
"[[2 0 2]
 [0 2 2]
 [0 2 0]]",5,0.0001747608184814453,1.7642974853515625e-05,1,1.0,0.05696276004474243
"[[2 0 2]
 [0 2 2]
 [0 2 2]]",6,0.00013256072998046875,1.7404556274414062e-05,2,2.0,0.1317022000443897
"[[2 0 2]
 [0 2 2]
 [2 0 0]]",5,0.00016999244689941406,1.7881393432617188e-05,1,1.0,0.07132850792440104
"[[2 0 2]
 [0 2 2]
 [2 0 2]]",6,0.00015473365783691406,1.7404556274414062e-05,2,2.0,0.1111111111111115
"[[2 0 2]
 [0 2 2]
 [2 2 0]]",6,0.0001990795135498047,1.8596649169921875e-05,2,2.0,0.09003171857568226
"[[2 0 2]
 [0 2 2]
 [2 2 2]]",7,0.0001609325408935547,1.7642974853515625e-05,3,3.0,0.07732240304705702
"[[2 0 2]
 [2 0 0]
 [0 0 0]]",3,0.000133514404296875,1.6689300537109375e-05,0,0.0,inf
"[[2 0 2]
 [2 0 0]
 [0 0 2]]",4,0.00018644332885742188,1.6927719116210938e-05,0,0.0,inf
"[[2 0 2]
 [2 0 0]
 [0 2 0]]",4,0.00015926361083984375,1.7881393432617188e-05,1,1.0,0.44472778301098437
"[[2 0 2]
 [2 0 0]
 [0 2 2]]",5,0.0001926422119140625,1.8358230590820312e-05,1,1.0,0.04278964655371009
"[[2 0 2]
 [2 0 0]
 [2 0 0]]",4,0.00015997886657714844,2.09808349609375e-05,0,0.0,inf
"[[2 0 2]
 [2 0 0]
 [2 0 2]]",5,0.00014781951904296875,1.7642974853515625e-05,1,0.0,inf
"[[2 0 2]
 [2 0 0]
 [2 2 0]]",5,0.0001704692840576172,1.7881393432617188e-05,1,1.0,0.07132850792440104
"[[2 0 2]
 [2 0 0]
 [2 2 2]]",6,0.00015926361083984375,1.7404556274414062e-05,2,1.0,0.777777777777777
"[[2 0 2]
 [2 0 2]
 [0 0 0]]",4,0.00018978118896484375,1.7642974853515625e-05,0,0.0,inf
"[[2 0 2]
 [2 0 2]
 [0 0 2]]",5,0.00014901161193847656,1.6927719116210938e-05,1,0.0,inf
"[[2 0 2]
 [2 0 2]
 [0 2 0]]",5,0.00026488304138183594,2.1219253540039062e-05,1,2.0,0.4715186199776288
"[[2 0 2]
 [2 0 2]
 [0 2 2]]",6,0.00016927719116210938,2.1457672119140625e-05,2,2.0,0.1317022000443897
"[[2 0 2]
 [2 0 2]
 [2 0 0]]",5,0.0001499652862548828,1.7881393432617188e-05,1,0.0,inf
"[[2 0 2]
 [2 0 2]
 [2 0 2]]",6,0.000171661376953125,1.811981201171875e-05,2,0.0,inf
"[[2 0 2]
 [2 0 2]
 [2 2 0]]",6,0.00016427040100097656,1.7404556274414062e-05,2,2.0,0.09003171857568226
"[[2 0 2]
 [2 0 2]
 [2 2 2]]",7,0.0001690387725830078,2.09808349609375e-05,3,2.0,0.38401639542941446
"[[2 0 2]
 [2 2 0]
 [0 0 0]]",4,0.00015544891357421875,1.7404556274414062e-05,0,0.0,inf
"[[2 0 2]
 [2 2 0]
 [0 0 2]]",5,0.00014162063598632812,1.6927719116210938e-05,1,1.0,0.04278964655371009
"[[2 0 2]
 [2 2 0]
 [0 2 0]]",5,0.00015807151794433594,2.1457672119140625e-05,1,1.0,0.05696276004474243
"[[2 0 2]
 [2 2 0]
 [0 2 2]]",6,0.00013685226440429688,2.0503997802734375e-05,2,2.0,0.06845244265188244
"[[2 0 2]
 [2 2 0]
 [2 0 0]]",5,0.0001614093780517578,1.71661376953125e-05,1,1.0,0.051241058184559485
"[[2 0 2]
 [2 2 0]
 [2 0 2]]",6,0.00015664100646972656,1.7404556274414062e-05,2,2.0,0.1111111111111115
"[[2 0 2]
 [2 2 0]
 [2 2 0]]",6,0.0001556873321533203,1.7642974853515625e-05,2,2.0,0.09003171857568226
"[[2 0 2]
 [2 2 0]
 [2 2 2]]",7,0.00018739700317382812,1.811981201171875e-05,3,3.0,0.035549701605347796
"[[2 0 2]
 [2 2 2]
 [0 0 0]]",5,0.00014448165893554688,1.6927719116210938e-05,1,0.0,inf
"[[2 0 2]
 [2 2 2]
 [0 0 2]]",6,0.00017690658569335938,1.9311904907226562e-05,2,1.0,0.7365955999112206
"[[2 0 2]
 [2 2 2]
 [0 2 0]]",6,0.0001437664031982422,2.0742416381835938e-05,2,2.0,0.1111111111111115
"[[2 0 2]
 [2 2 2]
 [0 2 2]]",7,0.0002639293670654297,1.9550323486328125e-05,3,3.0,0.058984910836762605
"[[2 0 2]
 [2 2 2]
 [2 0 0]]",6,0.00014662742614746094,1.6927719116210938e-05,2,1.0,0.6963674061674452
"[[2 0 2]
 [2 2 2]
 [2 0 2]]",7,0.000156402587890625,1.6927719116210938e-05,3,2.0,0.38401639542941446
"[[2 0 2]
 [2 2 2]
 [2 2 0]]",7,0.0001659393310546875,1.6450881958007812e-05,3,3.0,0.05434387402372461
"[[2 0 2]
 [2 2 2]
 [2 2 2]]",8,0.00015234947204589844,1.7642974853515625e-05,4,4.0,0.050031435929256185
"[[2 2 0]
 [0 0 0]
 [0 0 0]]",2,0.0004494190216064453,3.314018249511719e-05,0,0.0,inf
"[[2 2 0]
 [0 0 0]
 [0 0 2]]",3,0.00018835067749023438,1.6689300537109375e-05,0,0.0,inf
"[[2 2 0]
 [0 0 0]
 [0 2 0]]",3,0.0001614093780517578,1.7881393432617188e-05,0,0.0,inf
"[[2 2 0]
 [0 0 0]
 [0 2 2]]",4,0.0001552104949951172,1.7642974853515625e-05,0,0.0,inf
"[[2 2 0]
 [0 0 0]
 [2 0 0]]",3,0.00017547607421875,1.8358230590820312e-05,0,0.0,inf
"[[2 2 0]
 [0 0 0]
 [2 0 2]]",4,0.00016450881958007812,1.71661376953125e-05,0,0.0,inf
"[[2 2 0]
 [0 0 0]
 [2 2 0]]",4,0.00015926361083984375,1.7404556274414062e-05,0,0.0,inf
"[[2 2 0]
 [0 0 0]
 [2 2 2]]",5,0.0001819133758544922,1.7881393432617188e-05,1,0.0,inf
"[[2 2 0]
 [0 0 2]
 [0 0 0]]",3,0.0001575946807861328,1.7881393432617188e-05,0,0.0,inf
"[[2 2 0]
 [0 0 2]
 [0 0 2]]",4,0.00015544891357421875,1.7404556274414062e-05,1,0.0,inf
"[[2 2 0]
 [0 0 2]
 [0 2 0]]",4,0.00016999244689941406,1.8596649169921875e-05,1,1.0,0.4298920880838052
"[[2 2 0]
 [0 0 2]
 [0 2 2]]",5,0.0001647472381591797,1.7642974853515625e-05,1,1.0,0.028806584362139898
"[[2 2 0]
 [0 0 2]
 [2 0 0]]",4,0.00018286705017089844,1.7642974853515625e-05,1,1.0,0.44472778301098437
"[[2 2 0]
 [0 0 2]
 [2 0 2]]",5,0.00020360946655273438,1.7642974853515625e-05,1,1.0,0.04278964655371009
"[[2 2 0]
 [0 0 2]
 [2 2 0]]",5,0.00023436546325683594,1.9311904907226562e-05,1,2.0,0.4715186199776288
"[[2 2 0]
 [0 0 2]
 [2 2 2]]",6,0.0001373291015625,1.7642974853515625e-05,2,2.0,0.1317022000443897
"[[2 2 0]
 [0 2 0]
 [0 0 0]]",3,0.00015687942504882812,2.288818359375e-05,0,0.0,inf
"[[2 2 0]
 [0 2 0]
 [0 0 2]]",4,0.0001647472381591797,1.71661376953125e-05,1,1.0,0.4146600148808215
"[[2 2 0]
 [0 2 0]
 [0 2 0]]",4,0.0001614093780517578,1.7404556274414062e-05,0,0.0,inf
"[[2 2 0]
 [0 2 0]
 [0 2 2]]",5,0.00017333030700683594,1.6689300537109375e-05,1,1.0,0.028806584362139898
"[[2 2 0]
 [0 2 0]
 [2 0 0]]",4,0.00018334388732910156,1.7642974853515625e-05,0,0.0,inf
"[[2 2 0]
 [0 2 0]
 [2 0 2]]",5,0.00014591217041015625,1.7642974853515625e-05,1,1.0,0.04278964655371009
"[[2 2 0]
 [0 2 0]
 [2 2 0]]",5,0.000156402587890625,1.6927719116210938e-05,1,0.0,inf
"[[2 2 0]
 [0 2 0]
 [2 2 2]]",6,0.00015473365783691406,1.71661376953125e-05,2,1.0,0.7365955999112206
"[[2 2 0]
 [0 2 2]
 [0 0 0]]",4,0.0001957416534423828,1.7881393432617188e-05,1,0.0,inf
"[[2 2 0]
 [0 2 2]
 [0 0 2]]",5,0.0001552104949951172,2.1457672119140625e-05,1,1.0,0.16171745465551224
"[[2 2 0]
 [0 2 2]
 [0 2 0]]",5,0.0001475811004638672,1.6927719116210938e-05,1,1.0,0.04278964655371009
"[[2 2 0]
 [0 2 2]
 [0 2 2]]",6,0.00016880035400390625,1.5974044799804688e-05,2,2.0,0.09003171857568226
"[[2 2 0]
 [0 2 2]
 [2 0 0]]",5,0.00013947486877441406,1.71661376953125e-05,1,1.0,0.05696276004474243
"[[2 2 0]
 [0 2 2]
 [2 0 2]]",6,0.00015425682067871094,1.71661376953125e-05,2,2.0,0.06845244265188244
"[[2 2 0]
 [0 2 2]
 [2 2 0]]",6,0.000133514404296875,1.7642974853515625e-05,2,2.0,0.1111111111111115
"[[2 2 0]
 [0 2 2]
 [2 2 2]]",7,0.0001800060272216797,1.7404556274414062e-05,3,3.0,0.058984910836762605
"[[2 2 0]
 [2 0 0]
 [0 0 0]]",3,0.0001404285430908203,1.71661376953125e-05,0,0.0,inf
"[[2 2 0]
 [2 0 0]
 [0 0 2]]",4,0.0001571178436279297,1.71661376953125e-05,0,1.0,0.5383125430420852
"[[2 2 0]
 [2 0 0]
 [0 2 0]]",4,0.00017762184143066406,1.8596649169921875e-05,0,0.0,inf
"[[2 2 0]
 [2 0 0]
 [0 2 2]]",5,0.0001404285430908203,1.6927719116210938e-05,1,1.0,0.028806584362139898
"[[2 2 0]
 [2 0 0]
 [2 0 0]]",4,0.0001595020294189453,1.7404556274414062e-05,0,0.0,inf
"[[2 2 0]
 [2 0 0]
 [2 0 2]]",5,0.00016546249389648438,1.6689300537109375e-05,1,1.0,0.07651481848720676
"[[2 2 0]
 [2 0 0]
 [2 2 0]]",5,0.00033736228942871094,3.147125244140625e-05,1,0.0,inf
"[[2 2 0]
 [2 0 0]
 [2 2 2]]",6,0.0001614093780517578,1.7881393432617188e-05,2,1.0,0.7365955999112206
"[[2 2 0]
 [2 0 2]
 [0 0 0]]",4,0.0001583099365234375,1.7404556274414062e-05,0,0.0,inf
"[[2 2 0]
 [2 0 2]
 [0 0 2]]",5,0.00023484230041503906,1.9073486328125e-05,1,1.0,0.028806584362139898
"[[2 2 0]
 [2 0 2]
 [0 2 0]]",5,0.00018715858459472656,1.7404556274414062e-05,1,1.0,0.04278964655371009
"[[2 2 0]
 [2 0 2]
 [0 2 2]]",6,0.00017714500427246094,1.6450881958007812e-05,2,2.0,0.09003171857568226
"[[2 2 0]
 [2 0 2]
 [2 0 0]]",5,0.00016641616821289062,1.7404556274414062e-05,1,1.0,0.0639632359814506
"[[2 2 0]
 [2 0 2]
 [2 0 2]]",6,0.0001289844512939453,1.71661376953125e-05,2,2.0,0.1317022000443897
"[[2 2 0]
 [2 0 2]
 [2 2 0]]",6,0.00018644332885742188,1.7404556274414062e-05,2,2.0,0.1111111111111115
"[[2 2 0]
 [2 0 2]
 [2 2 2]]",7,0.00013828277587890625,1.6927719116210938e-05,3,3.0,0.058984910836762605
