N,Permanent,barkEstimate,PreError,Error
14,449374828.0,571843111.3195285,-0.4177154286041092,0.27253035926509095
13,50778068.0,58888430.8809394,-0.4107606634748848,0.1597217696612522
14,213965268.0,242790614.6517151,-0.5314589039880897,0.1347197464390113
11,544420.0,742323.1357304488,-0.44391118805169616,0.36351187636466104
15,11955690427.0,10740003867.53147,-0.6822860127780662,-0.1016826729406692
12,11477556.0,10818972.984641587,-0.556009553603999,-0.05738007423866306
15,5240547344.0,6323235274.147462,-0.6262219107609569,0.20659825378489355
14,502161784.0,528103292.057989,-0.4470341758445091,0.05165966205422952
12,7513298.0,8124759.077676495,-0.43157365076733134,0.08138384470794245
12,7879163.0,6287957.205818189,-0.7695104136523445,-0.20195112021185635
13,34140188.0,39830976.08526568,-0.7029727349900288,0.16668883268204854
14,429903071.0,433984052.5714524,-0.4333729666580656,0.00949279464777859
12,8742159.0,9267053.11971893,-0.4047835215556002,0.060041703624805924
12,5058006.0,4797173.411166178,-0.5681391639376194,-0.051568264022190155
15,8234693904.0,8482856745.395948,-0.5193101137392275,0.030136255735675056
14,1183118043.0,1188270614.3657498,-0.4937508279168785,0.004355078004460656
10,47212.0,58479.72845794308,-0.45085750783570755,0.2386623836724366
15,5216202296.0,4956746467.190204,-0.5726713317530676,-0.049740369350467446
15,6910355464.0,6303976710.79427,-0.6820480012862385,-0.08774928531024268
10,208618.0,172289.43641015096,-0.7204269582819031,-0.17413916148102773
10,127798.0,144378.22318124416,-0.40649624851597355,0.12973773596804458
12,6395068.0,7983629.17387919,-0.4021820208546408,0.2484041098357657
12,7260168.0,7670028.490657497,-0.440659905555135,0.056453306680712786
12,3183974.0,3503216.206822964,-0.542339909733198,0.10026533094270365
14,833727390.0,683292408.7975807,-0.7921962970640983,-0.18043665472285764
15,2903384342.0,2858081299.525132,-0.6551898093536663,-0.015603529239832149
15,1581189698.0,1613002624.5960643,-0.6236315068054028,0.020119614133777598
12,9105825.0,8566049.755259147,-0.549151601607437,-0.059278016515895385
10,76238.0,77036.65232923643,-0.5860312549645765,0.010475777554978213
15,1170458842.0,1392176564.1408534,-0.4360573390924419,0.18942803812050096
10,60006.0,61908.99289281055,-0.41835441304819204,0.031713376875821604
10,106438.0,115281.4453628086,-0.5272000527796996,0.0830854146339522
13,34394912.0,33901417.99583683,-0.5341493916774122,-0.014347878086246256
13,16432323.0,20894996.56704166,-0.40613066900805245,0.271578982901058
12,13493295.0,12753016.687969735,-0.49269794011435375,-0.05486267898465609
14,312695258.0,364107589.6979648,-0.6316579986847027,0.16441672965173265
13,59780354.0,54534077.908680886,-0.6269372896334003,-0.08775920081234571
13,50355351.0,49748638.7484766,-0.5952207255326627,-0.012048615280695747
10,112632.0,99182.58893628395,-0.7704090862934998,-0.11941021258360011
13,78764656.0,72487383.72124067,-0.6663883380339891,-0.0796965618533182
15,9005850208.0,9375299962.600769,-0.5504787492884226,0.04102330663601118
11,1826426.0,2142790.9961900427,-0.4673796545225467,0.17321533759924723
15,9568656748.0,8532990785.462023,-0.697064379847774,-0.10823525075810121
11,838741.0,850508.987447346,-0.6335682285316413,0.01403053796982141
11,839819.0,1031605.4087984555,-0.4335711910959383,0.22836636084496242
10,192518.0,185470.32604300274,-0.6798626084723909,-0.03660787020952459
13,27057278.0,27638172.325450912,-0.5326033951700812,0.021469060023366435
10,84282.0,83332.5850521214,-0.42005541498851295,-0.01126474155666214
15,2079184212.0,2225811734.7532883,-0.5955547014954298,0.07052166032573176
14,163924492.0,159389795.4413304,-0.5174926348565418,-0.027663325372206105
15,3536368390.0,3685952930.312371,-0.4920626732067292,0.04229891340940608
13,300730724.0,219017390.11919814,-0.7988473812865582,-0.2717159483871088
11,963686.0,1058011.5357468177,-0.42102302758068033,0.09787994818521563
12,2596859.0,2375449.2851916393,-0.7338955543789873,-0.08526058396253346
10,219782.0,252986.82313406243,-0.46452308443231927,0.15108072150613988
13,95892552.0,93929202.52040821,-0.7597602242340399,-0.020474473133135374
14,267280330.0,258520579.43256086,-0.6604875650207119,-0.03277364468772969
12,12020620.0,12439153.291453399,-0.4065329071932194,0.03481794545151571
13,97708448.0,93525503.79648016,-0.42625783891635366,-0.04281046612796302
13,64327558.0,66181591.803686656,-0.7312650056652149,0.028821765683793812
11,112178.0,197037.62552535592,-0.5901699562149852,0.7564729762106288
11,1101312.0,1142665.6203645098,-0.5811820348010626,0.03754941412107537
13,50975516.0,55094624.74925763,-0.42420913531336035,0.08080563126143994
12,2214222.0,2826911.592479366,-0.7129805853381684,0.27670648764187417
10,67879.0,88311.94228730012,-0.5175525920446558,0.3010200840804979
14,564801598.0,504951091.33738095,-0.6809171928879154,-0.10596731113111875
13,109628749.0,97319503.55542487,-0.764168468168452,-0.1122811813220192
10,85786.0,94143.87554754702,-0.6268600676240095,0.09742703410284924
13,32711698.0,36163480.642555416,-0.4805963704263001,0.10552135332612253
15,5180311546.0,5429997948.7616205,-0.5934555207557025,0.04819910936716093
15,1727511038.0,1626712537.2153306,-0.5265024667447862,-0.05834897639865002
13,47110464.0,39446333.30284811,-0.7835934250152204,-0.16268425412137508
15,8641304235.0,8587215960.924627,-0.40429503190179106,-0.006259272050195637
11,290514.0,274104.31210942625,-0.7099655600013394,-0.05648501583597952
10,127493.0,105795.41663592178,-0.7976405145358911,-0.1701864679949348
12,11437883.0,9965042.052006768,-0.6659229263080297,-0.12876866706830556
11,239048.0,253463.7403944914,-0.7421678601654452,0.060304793993220654
11,188608.0,200087.93418698641,-0.4326199821882901,0.06086663443218959
15,5302361060.0,4785444840.14927,-0.7087532821664447,-0.09748793301728305
13,58433996.0,64843843.497781105,-0.5365160726159466,0.1096938073134876
13,94498912.0,124696246.40909843,-0.43812953021653683,0.31955219134267315
11,445450.0,571415.7123411148,-0.513885476092715,0.282783056103075
12,15783354.0,14916467.31355057,-0.5451284298022584,-0.0549241109620573
12,6138305.0,5681420.865720792,-0.7343360330190842,-0.07443164428603796
15,5935249091.0,6114299962.2889595,-0.6173455184627406,0.030167372682043937
12,9569246.0,9014114.529719764,-0.7918651857883863,-0.05801203880433585
12,4451876.0,5542348.479041581,-0.4395937763290836,0.24494673235318798
11,435714.0,493371.1464616105,-0.49716743189075263,0.13232796389744306
12,11014078.0,10339626.691842759,-0.5208207389552708,-0.06123538512776475
13,111554814.0,108776109.79963714,-0.7212382629129158,-0.024908868570771507
12,4207138.0,5301417.545401818,-0.427019935660524,0.2601007015700027
11,256908.0,236955.96310060023,-0.73921408543165,-0.07766218607205602
11,149463.0,201073.61450416737,-0.4033455428366447,0.3453069622861001
13,52388061.0,50065808.51638061,-0.5706572948734494,-0.04432789531224284
12,31782114.0,32505228.84344522,-0.5150947401882184,0.02275225755735503
15,3708613633.0,4241453060.8132057,-0.4369265370196194,0.14367617674483313
13,38063494.0,58445189.67827276,-0.4973052646184453,0.5354657057566171
13,39431765.0,44340061.69411384,-0.6482710377352159,0.12447570363928277
10,126280.0,137648.19944469084,-0.4835282334951172,0.09002375233363032
13,47737072.0,56671113.823977694,-0.5184644151439743,0.18715102224907498
10,28598.0,27326.63458256691,-0.5437999747465094,-0.04445644511620013
15,3483320618.0,3851143724.69086,-0.5277786723879263,0.1055955357052521
13,45280478.0,49487281.40980967,-0.5456434196741327,0.09290545496912977
14,564893339.0,590335030.7139965,-0.6896149417309475,0.04503804516271085
11,1103586.0,1094773.7178334936,-0.63034470438279,-0.007985134068850453
10,96302.0,86996.16113863054,-0.6241486966571751,-0.0966318338286791
10,37628.0,35515.85563627573,-0.5681440546725219,-0.05613225161380541
12,2583725.0,3023993.593143797,-0.5982325114282778,0.1704007172372435
14,632490664.0,690544812.5629647,-0.6215985336185648,0.09178656993261908
10,66982.0,63449.907961820725,-0.4993792161666712,-0.0527319584094126
13,8786136.0,8622322.736448163,-0.48313358120769817,-0.018644517174766794
13,35256597.0,35713821.49308829,-0.43765103641421177,0.012968480567999518
14,898893913.0,980870271.6195855,-0.6735871166177527,0.09119692261125091
11,429431.0,337200.7128583325,-0.732473852797773,-0.21477323980259344
12,2039538.0,2245905.128350777,-0.4863971659032844,0.10118327206983987
12,6526522.0,4914389.738886194,-0.7899908051459639,-0.24701246101887125
13,105316011.0,111215520.00660752,-0.4479750755918992,0.05601720907001992
14,423580240.0,461955383.78935087,-0.4422359176074726,0.0905971057322005
10,79298.0,69492.25178260477,-0.6445068070706133,-0.1236569423868853
13,96493955.0,84842402.7360093,-0.7129770661488305,-0.12074903825831058
11,959410.0,1064869.835759886,-0.6406776473032126,0.10992155153676329
15,3611660652.0,3809471631.6010995,-0.590395810384469,0.054770090177647036
14,453567504.0,528365116.19505167,-0.5824311494654479,0.16490954827101473
14,684906488.0,765446816.1518168,-0.5062525585157065,0.11759317448868559
14,410016994.0,447145392.32339656,-0.6759336991183129,0.09055331575694778
11,123986.0,121973.27678537449,-0.4213596187846214,-0.016233471638939168
12,7383172.0,6332660.038825633,-0.7108287439913689,-0.14228463879405315
14,661985750.0,552023739.8726611,-0.7948759655051352,-0.16610933109562992
12,4399018.0,3577901.818313079,-0.7708589303627964,-0.1866589729087085
14,364844128.0,355904785.1682407,-0.42599493029515445,-0.024501813639602483
13,12266176.0,14714427.534044184,-0.4123403423653044,0.19959370663230203
14,145614634.0,154820441.34032044,-0.5823727703173801,0.06322034460025795
12,3481211.0,2921345.114603079,-0.7489084830790271,-0.16082503628677522
12,2764299.0,2482711.0040057832,-0.7177776555640386,-0.10186596891082215
10,184369.0,203668.83499697695,-0.6108858021016682,0.10468047772118387
10,17476.0,20936.63100356093,-0.5720978558102693,0.19802191597396035
14,493080306.0,473033147.7041609,-0.7131688442906906,-0.0406569843733306
12,5532786.0,5895617.059757382,-0.55721706233922,0.06557836499683553
15,8703147902.0,9454738098.668856,-0.7448258488871621,0.0863584308955773
10,178021.0,179362.33711599815,-0.5696508505357543,0.007534712848473759
10,99028.0,76720.21083715174,-0.7861086090174807,-0.22526749164729432
10,14064.0,16251.397840441461,-0.7979399684844415,0.15553170082774895
12,2327256.0,2543756.3935492677,-0.4146283035123466,0.09302818149325544
14,256772376.0,255407830.86834747,-0.6298539133449235,-0.005314220917800496
15,2727667254.0,3575861666.8861475,-0.560737126157129,0.31095963469969035
10,288298.0,301669.81133361853,-0.5853893652025641,0.04638190807296108
14,879054061.0,684030913.5223874,-0.7765865853694198,-0.22185569253358198
14,1300253982.0,1325201005.7739327,-0.6092514924398175,0.01918626985134101
13,23584048.0,28055028.65555725,-0.6147690535087196,0.1895764737061784
11,972024.0,912822.8034827822,-0.6367585824786578,-0.060905076949970154
11,447546.0,420391.160496849,-0.6591518168403699,-0.06067496861361964
15,4893493154.0,5241452864.638819,-0.6380963555713085,0.07110661028602693
14,305332538.0,355064984.11962533,-0.5822067560943758,0.16287961461750705
15,2669370349.0,2549408018.9200387,-0.771623992510257,-0.044940309659505136
14,567418361.0,732739275.2161428,-0.47543381337115836,0.2913563000054959
13,53186202.0,46939337.27409512,-0.7791839643615835,-0.11745273193045222
11,741334.0,736030.5668079382,-0.48017336728113347,-0.007153905246571508
12,10043180.0,10829639.406108353,-0.4250774890951826,0.07830780749805871
12,922259.0,1221741.4853587034,-0.6166785785290089,0.3247270944048292
14,67301748.0,68455064.72142585,-0.4483142521388428,0.01713650470751289
14,502900780.0,531640546.32216376,-0.6189871579323719,0.05714798517942995
12,2792152.0,2342754.20414013,-0.7669727826384953,-0.16095033359927038
12,6461906.0,6428705.704541331,-0.5371145012013978,-0.005137848718113331
14,419157502.0,399196326.676485,-0.7549243637295815,-0.047622135422295264
13,22317372.0,25572062.924869344,-0.7277600180243078,0.1458366569714993
11,1182444.0,1251729.4191217504,-0.48004863809781034,0.05859509551551735
11,1133024.0,1080543.2812737983,-0.5536120338719407,-0.0463191589288503
12,9703688.0,10772224.370397227,-0.4041760119208306,0.11011652171805471
12,6091008.0,5531689.951928,-0.7124626808938093,-0.09182684509230657
11,198044.0,282436.753796062,-0.7041805187024264,0.42613133342116916
13,49882090.0,54781046.84435744,-0.560206835631229,0.09821073744819911
12,9269383.0,7166477.554271344,-0.7726277732745371,-0.22686574130431938
14,662793898.0,583857013.8850602,-0.7033250455063208,-0.11909717991238931
14,185012305.0,188575717.81726614,-0.4716200854393562,0.019260409826612
13,50315476.0,53314308.490671486,-0.5328845236999669,0.05960059864427171
13,62255291.0,64622173.88224168,-0.5350631761608219,0.0380189835148579
10,99476.0,94526.1144841065,-0.5276719480502404,-0.04975959543903558
14,51814152.0,52722191.90642132,-0.6456020314029736,0.017524940028379093
12,3190248.0,3815037.561165367,-0.5878094539759354,0.19584357114724837
14,804807110.0,714422001.3937484,-0.7839484742962872,-0.11230654834330626
15,3471078013.0,3536342351.164678,-0.7361216901184262,0.018802325364122578
14,376599850.0,348797339.82685786,-0.6971338907562529,-0.07382506969437756
10,68657.0,66564.62520508221,-0.6231396628840782,-0.030475767873891845
12,2438740.0,3575130.3549615936,-0.46095153646583076,0.4659743781467453
12,1515972.0,2120837.678053425,-0.630137947949935,0.3989952835892913
15,464881413.0,619027475.1232325,-0.6805480508446718,0.331581469623593
11,591595.0,532783.19868297,-0.6175103091487195,-0.09941226906419084
10,151728.0,151126.91116010348,-0.4793856413033383,-0.003961621058054664
13,36545325.0,33497791.771513376,-0.6697968622027817,-0.08339050832046571
13,91438548.0,80823261.41205288,-0.7387474751350869,-0.1160920292385561
15,8854564122.0,8070458023.29422,-0.7962450446355506,-0.0885538901635592
14,204231985.0,218731317.09211498,-0.6062605324748207,0.07099442377801393
15,8786822186.0,7274682169.886128,-0.7309367080898334,-0.17209179656817875
15,5319599970.0,5789538659.404042,-0.5125313166482257,0.08834098279086242
10,50739.0,41787.41812286834,-0.6731601586565028,-0.17642408949982583
12,12286678.0,12736957.043795316,-0.5514698577228844,0.03664774512649518
12,4213981.0,4224248.810840016,-0.44791698988882667,0.0024366058698452203
13,87185742.0,84322589.57684034,-0.7144694898431938,-0.0328396863693568
10,115613.0,109320.99013769362,-0.5699687416116529,-0.054423030820983646
13,65756544.0,68709936.17324612,-0.505058469096515,0.044914041912636336
15,8081845910.0,6910650157.312388,-0.7444038676233514,-0.14491686252498862
12,8775512.0,7689208.738829179,-0.6854419417038544,-0.12378802070703353
14,609853981.0,633340818.2125163,-0.6348826462413907,0.03851223070480589
14,541858890.0,712533753.8905784,-0.4584806498384668,0.3149802781506056
10,174664.0,163749.34518274202,-0.65193545660136,-0.062489435815382556
13,27170129.0,25537804.420810267,-0.5672741782418054,-0.06007791053144181
13,53687097.0,54227585.38248533,-0.6754354521967479,0.010067379550906433
14,198156092.0,205835452.4151781,-0.7692371507653543,0.03875409702356307
13,38035034.0,48699066.387070805,-0.46224446609677866,0.28037394122142245
15,17489518873.0,20243871845.499496,-0.4848014951810208,0.15748592013881046
14,745129176.0,672761082.1111082,-0.7807470473962251,-0.0971215410962405
10,166762.0,166861.52240240626,-0.45653714446700966,0.0005967930488136548
14,405454299.0,449822039.603138,-0.4463260480409934,0.10942722943760927
12,3757365.0,4426800.720266225,-0.4288754232590244,0.17816627350982
15,9126246726.0,8141173416.281583,-0.7547884877910986,-0.10793849205413397
14,329516822.0,287195993.53678864,-0.739863209175146,-0.12843298319747498
10,66880.0,71893.75627627931,-0.6479391682214979,0.07496645149939159
12,5422925.0,5874320.113780393,-0.48948023017678327,0.08323831028096337
15,3815719090.0,3920464802.487912,-0.5423076497343267,0.02745110686015206
14,216648964.0,222158212.00194442,-0.7335368002160443,0.02542937616791199
14,745230735.0,812037274.2188847,-0.5337104716565803,0.08964544278878234
15,5603775097.0,4947805778.403231,-0.6736136660601962,-0.11705846634493677
10,39804.0,59048.60722338174,-0.5612510120238778,0.4834842534263325
15,14590169259.0,12299521125.450043,-0.7406596602683361,-0.15699942152055313
10,23038.0,37963.060381736504,-0.46596440323715727,0.6478453156409629
15,11438896932.0,9733449235.571632,-0.7456816084060128,-0.14909197159189577
14,283640578.0,295263304.9809199,-0.5320542430442182,0.0409769542245112
12,903624.0,1263030.5185543606,-0.46874222478946803,0.3977390137428406
13,45918707.0,52927888.524179764,-0.4546263365858832,0.15264326855239552
12,20491908.0,16611848.526794046,-0.743257185838326,-0.18934593465898605
12,4881849.0,5986469.657294525,-0.47665592923460115,0.22627095948574502
15,4350468919.0,5261593957.570949,-0.44907611839325956,0.2094314556740656
11,452641.0,535193.858947964,-0.5474570240970191,0.18238042719940092
10,121056.0,116707.81833799789,-0.6517880298957477,-0.0359187620770727
12,2715399.0,4372302.703298467,-0.5260729176594454,0.6101879330803566
14,91001570.0,87817631.03987905,-0.7233837096038702,-0.03498773658653302
12,3691286.0,3936978.923099454,-0.7572068766545151,0.0665602511155879
15,2220237413.0,2664843149.592745,-0.44048742898977383,0.20025143887292238
13,30471176.0,28093544.69395462,-0.7790864471531957,-0.07802886590413771
14,1243974512.0,1167325918.9971745,-0.6484425976427952,-0.06161588703259983
13,9142519.0,9621520.052084161,-0.5784707083023349,0.052392677782147457
14,458398571.0,397986620.6753262,-0.7449550084303086,-0.13178913318356258
15,2003192949.0,2344598834.738486,-0.4025371561931166,0.17043085435624994
14,373210116.0,373198256.1750115,-0.7878173898878541,-3.177787653667025e-05
14,629126407.0,706180516.5121152,-0.4401172733020804,0.12247794505964084
13,59391756.0,55450755.826674834,-0.4937091248477025,-0.06635601367511622
10,77908.0,109640.04752128971,-0.4335964659348853,0.40730152899945726
12,4796980.0,4525349.079902398,-0.6309123590192839,-0.056625401835655266
12,7842825.0,7483675.720201294,-0.5729069870319292,-0.045793356322333605
10,147280.0,138313.71355691244,-0.5338403698191108,-0.06087918551797639
12,2427502.0,2487460.6571405046,-0.49707061164329847,0.02469973542370081
13,22372318.0,17750103.608594127,-0.7089805378215029,-0.2066041789413986
12,9890232.0,11311663.804574916,-0.455320068988747,0.14372077465674377
10,52864.0,60514.65933422269,-0.4646734985998846,0.1447234286891399
12,4993096.0,5195084.639376828,-0.581388458537067,0.04045358618717294
15,3076027284.0,3478731613.6526,-0.5422471679002947,0.13091702136300032
13,30012582.0,28564863.584865652,-0.6761489880695613,-0.04823704988575618
15,3981013716.0,3745279171.5514846,-0.7142293814309411,-0.059214702903705195
12,8246180.0,7475925.054778438,-0.7697326328565615,-0.09340748628110979
15,2470696537.0,3209843271.5946803,-0.46763054147373845,0.2991653258607697
11,1274199.0,1298848.5076117746,-0.6944821582391845,0.019345100421342826
15,7661489364.0,5689148623.306602,-0.7940316683236477,-0.2574356821483148
14,874297507.0,812457895.3680077,-0.7159790465388838,-0.07073062788910862
11,206808.0,230816.76671925536,-0.5670569559189151,0.11609205987802872
14,410851054.0,533006564.04433995,-0.5875705920637337,0.2973231025089203
14,311158356.0,333839131.749562,-0.6739629105468807,0.07289142429317252
13,31117560.0,27239039.005598556,-0.763886793227213,-0.12464090996856578
15,3440140551.0,3694290832.803975,-0.44505543068332576,0.07387787738210208
11,359534.0,461866.24389600207,-0.7414604565908687,0.28462466385933477
13,68324356.0,80347192.02024071,-0.47899735141770017,0.17596705953936412
14,907408700.0,1136737495.470656,-0.5106048179263873,0.2527293329573057
11,100347.0,136125.6972109492,-0.7167257267686291,0.3565497444960906
14,322367945.0,308557462.89990693,-0.7300350234347408,-0.042840742432046296
11,1697063.0,1865545.6926257084,-0.535116417002304,0.0992789852973687
15,20668411014.0,19370186009.67094,-0.6406936741572873,-0.06281203733802715
11,652520.0,602190.053405844,-0.7613175961319083,-0.07713165358020593
15,5084816212.0,5953270629.685215,-0.43601697817211327,0.17079366912725202
10,145790.0,156226.33716988572,-0.6816367720008135,0.07158472576915922
10,234778.0,174854.26404575628,-0.7997830649658312,-0.25523573739551286
11,270711.0,272443.17958280526,-0.6960037110959042,0.006398630210095845
11,585050.0,595299.1970000974,-0.7808032168227163,0.017518497564477167
14,590997819.0,529553836.7258241,-0.7582759333458027,-0.10396651273289366
11,260380.0,317324.2390540635,-0.7449557776818707,0.21869667045880448
11,34674.0,61925.08860272888,-0.6606865901655843,0.7859228414007291
12,4008732.0,3816774.279763637,-0.4858111350063694,-0.04788489732822321
10,68615.0,64119.78985526906,-0.7595729744234974,-0.06551351956177133
12,2540843.0,2145945.017576105,-0.7327743299905422,-0.1554200642951552
14,889584164.0,863855955.425648,-0.7012018630773922,-0.028921612609048228
12,6312149.0,5871346.645789225,-0.5803267329021041,-0.06983395895926654
10,80212.0,82929.34950890082,-0.6515392437619174,0.033877094560674476
13,115271234.0,114027487.17247424,-0.6892537530717248,-0.01078974158917883
15,1748439670.0,1677868466.7606864,-0.6058164881347692,-0.04036238964957459
10,52724.0,40567.106639344696,-0.7990009064395891,-0.23057608225201623
14,383877830.0,384759773.10791004,-0.6803812197393297,0.0022974577821022824
13,11467640.0,12987786.698289461,-0.7659358960268222,0.1325596808314057
15,9062481216.0,9391452262.969118,-0.42735770762024133,0.03630032869897847
15,5075678884.0,4977904700.133075,-0.6229978421545583,-0.019263272185152926
10,76759.0,83357.29627781769,-0.5785961283393168,0.08596120686587486
15,2699740376.0,2414773056.087496,-0.7952582912578966,-0.10555360154101877
11,160419.0,229274.98947781275,-0.4113528158736784,0.42922589891354984
11,732229.0,720642.4782201418,-0.5717939710536063,-0.01582363137742176
10,98893.0,115152.4675492338,-0.5539010102312538,0.1644147467387358
10,42984.0,44398.59426264431,-0.7936631355862968,0.0329097864936792
14,1131057224.0,1024723656.8172092,-0.7104502473963791,-0.09401254412817468
13,60221074.0,63752417.61546244,-0.47161776283781287,0.05863966516874869
12,4589587.0,4599565.757748748,-0.6399992575881855,0.0021742169281785432
10,51814.0,62303.37678536765,-0.5766180512375076,0.20244290703994378
13,55913805.0,58945296.52947035,-0.5274743307635572,0.05421722827610009
13,49481730.0,51118734.2931803,-0.42428658015400034,0.033083004437805666
14,583010960.0,702122640.5987273,-0.5619915252128629,0.20430435921603832
15,8397425654.0,9332701385.829674,-0.45289205061036325,0.11137648255143144
13,38563139.0,35405278.93353378,-0.7121971053460965,-0.0818880451216956
