N,Permanent,barkEstimate,PreError,Error
15,6658476048.0,6921832856.360215,-0.5535415493606562,0.03955211469737425
13,7999898.0,7826450.611029731,-0.7629110790137358,-0.021681200056584332
15,5788105453.0,6246769730.845091,-0.5924817806010573,0.07924255727016224
10,332046.0,284499.4762299129,-0.6874469818706115,-0.1431925810583085
13,170385028.0,169313969.25165313,-0.5851494029046875,-0.006286108356579694
13,44690574.0,52847297.54767844,-0.43687120881776265,0.18251552436266405
13,51102002.0,49284501.72922877,-0.5690395653922489,-0.035566126563323835
14,557196612.0,713274768.2562293,-0.5043307457693214,0.2801132542712397
12,5481842.0,6254057.12261591,-0.7030291373646923,0.14086781826544986
11,1241684.0,1346879.6442380392,-0.5173227169114885,0.08472014154812267
14,235170468.0,264977703.79460213,-0.6505059762963208,0.12674735925857036
14,1255054375.0,1206559016.7604454,-0.4432475687884285,-0.038640045567391965
13,78006088.0,81420656.22140408,-0.7035842131894503,0.04377309911252152
13,22466738.0,20024230.015218202,-0.6924476794129373,-0.10871662743304338
13,53095854.0,52978625.772649355,-0.6883636391306149,-0.002207860285110863
12,19906928.0,21120452.075871766,-0.43240693202523794,0.06095988672243983
10,59251.0,59825.1915903379,-0.570951083402296,0.009690833746905499
12,2311589.0,2166278.6180213965,-0.716677591749898,-0.06286168604306541
15,714174544.0,1052454815.8569144,-0.6759326538257937,0.4736661012338104
15,4894166106.0,4600784094.750836,-0.7090208515786767,-0.059945250098784375
15,2762521306.0,3041604718.9454784,-0.5945403100798512,0.101024890682048
14,297007778.0,329774437.15270996,-0.5305113199258276,0.1103225625044404
11,102738.0,114626.25669391044,-0.47284974788127854,0.11571430915445545
14,449413902.0,438344681.52490294,-0.563687030475965,-0.024630347271938774
10,188045.0,173816.4937043694,-0.7388682632648796,-0.07566543271892681
13,69668882.0,70812021.47060359,-0.5036477497331255,0.016408178770596395
13,120449572.0,103446145.28134847,-0.7411979107015798,-0.14116635232752453
10,297267.0,264614.65821287414,-0.6555888560163515,-0.10984179807084492
12,11704834.0,11495502.989758087,-0.4740221326327798,-0.017884150278586836
10,60106.0,75391.86152722014,-0.5232146521570212,0.2543150688320657
13,18885239.0,18853775.673030753,-0.74001746403747,-0.0016660274709389333
10,168424.0,178434.42812466237,-0.5334328996143156,0.05943587686233774
11,82290.0,100332.77733097822,-0.7025069535942662,0.2192584436866961
12,16490400.0,15335484.754481388,-0.4811432057017559,-0.0700356113568265
11,651991.0,804932.4977326047,-0.4715132427477589,0.23457608729661106
14,311160314.0,273405816.16909915,-0.48265771406236185,-0.121334553708224
15,8877669137.0,8771392957.70183,-0.4672535846925985,-0.01197118045943348
14,798652752.0,685975230.192425,-0.7372627515747654,-0.14108449701751605
10,46350.0,48229.27409437941,-0.7516106147124632,0.04054528790462594
10,106422.0,102322.10031094172,-0.6440253901943581,-0.03852492613424178
11,429813.0,416480.81902005477,-0.46557365781183513,-0.0310185615138333
12,2514714.0,2437464.062380992,-0.6846398095409576,-0.03071917427548744
11,779462.0,661173.3334056559,-0.6892231742045934,-0.15175680994627586
13,145114492.0,102346531.19765744,-0.7788513300591333,-0.29471874388908426
14,234957103.0,245390054.34868163,-0.5734860370339926,0.04440364311387355
13,21371784.0,22052955.554558266,-0.7316058438730645,0.03187247047594464
11,170736.0,211170.0719655782,-0.6749664955270076,0.236822181412111
10,214884.0,197818.37915422535,-0.4063652841078074,-0.07941782936735474
15,5914137595.0,5345351471.40257,-0.7169889751275886,-0.09617397540400482
13,219849311.0,200430388.02382666,-0.7131523895879469,-0.08832833220101992
10,11787.0,16215.558828946749,-0.47457236339347686,0.37571551955092464
10,2780.0,4487.818227580215,-0.6622983551192763,0.6143231034461204
13,78079095.0,78029409.42341624,-0.6818040375502684,-0.0006363492889326906
11,3112964.0,3468624.462898908,-0.40698400912634713,0.1142513896398764
14,124355559.0,134030101.16269566,-0.4233274754652296,0.07779742409983989
12,3503892.0,3078954.3758271644,-0.6589247130634226,-0.12127589097290545
11,353516.0,367160.8560354479,-0.6210440619315798,0.03859756286970862
12,13127219.0,11811625.623217134,-0.7158789675991583,-0.10021874220144161
10,57504.0,69227.03085863811,-0.4406920626173903,0.20386461565522598
14,544248000.0,439828188.8604846,-0.7379887012774705,-0.19186071632696014
12,22146324.0,21833364.572177794,-0.4053729000123474,-0.014131439051564772
11,1100398.0,972187.8863637997,-0.7826289970631058,-0.11651249242201486
13,106486732.0,107327578.65988408,-0.7272353943139205,0.007896257534545058
14,213566667.0,217099147.4744365,-0.5069451424482732,0.016540411123410433
12,6597889.0,6425879.939070336,-0.40677271417156224,-0.02607031748028262
14,435844368.0,512477435.7239426,-0.45738852294987103,0.1758266788569414
12,5568089.0,5460448.619476202,-0.6393138814364685,-0.019331655891958274
13,30691376.0,32658638.16967035,-0.47312975895087184,0.06409820692530536
15,15307663652.0,13631276053.758638,-0.6721691384835135,-0.10951296268012367
14,327304992.0,321619427.5512819,-0.7148221501857664,-0.01737084550399424
15,3955479045.0,3725390012.9663534,-0.6484383676637346,-0.058169700664827205
15,10530348922.0,10369929795.319298,-0.4011643373204109,-0.015233980171877748
14,204567122.0,238689839.53501776,-0.4230600934743279,0.16680450505148994
10,25408.0,29358.075890844495,-0.5674646323825132,0.15546583323537844
10,22020.0,25844.273915074114,-0.5586417304269617,0.17367274818683534
11,1705558.0,1702420.3873612317,-0.4610927501489166,-0.0018396399528883066
11,558999.0,577647.5614720454,-0.44960017046106754,0.03336063476329184
12,9210145.0,9255154.505122328,-0.5705359725656862,0.004886948590095832
11,371918.0,458973.3668871603,-0.7649130397343163,0.23407139984394487
13,50076372.0,52296193.56653692,-0.5450693142117009,0.0443287218678086
12,13749692.0,13038662.422179932,-0.5635050011254976,-0.05171240038104623
11,1095286.0,1133151.2558711595,-0.5100338088577618,0.034571112815428566
15,20930558412.0,22786220282.540028,-0.4501660524735447,0.08865802020246777
15,3345468709.0,3650738481.014929,-0.46143706633039644,0.09124873031802397
15,6501443612.0,6709558027.022629,-0.46662619478963824,0.032010492967823774
10,152706.0,181662.4345001759,-0.6375748683891999,0.18962211373604118
11,561512.0,513567.765810526,-0.5782635559622791,-0.0853841666597936
13,42330386.0,35865814.284774,-0.7494412526216723,-0.15271705094364132
13,38979130.0,39841163.04018116,-0.5172790362107431,0.022115245778475814
11,518354.0,585746.3211595113,-0.5820059798922355,0.13001215609315514
11,223038.0,293757.0363333944,-0.45931437734984476,0.3170716933141187
12,4348938.0,4603116.354170117,-0.6640233457546969,0.058446074460044406
15,6192408187.0,6315140933.956036,-0.7692751081581596,0.01981987350473665
15,9041785180.0,7474649566.357659,-0.720696357529635,-0.1733214826988779
10,77462.0,77135.97128668481,-0.7447045295392839,-0.004208885819049171
11,719494.0,747113.0773353052,-0.7536908467943817,0.038386807027306916
10,192588.0,174557.44506740494,-0.5826740452606347,-0.09362242160775883
12,11890012.0,13381525.171865612,-0.4334453556838748,0.12544252872626305
14,780734211.0,769518590.0149626,-0.40794037404488726,-0.014365479092650452
15,4661429792.0,4742880077.3719015,-0.5456665449931275,0.017473240830890007
15,763104749.0,879920031.4275849,-0.702866263666014,0.15307896141475183
14,404495824.0,347438380.93543005,-0.746746866513194,-0.14105817583068533
10,38216.0,46157.77017207384,-0.5984919174959211,0.20781270075554323
14,759908790.0,607683435.0857505,-0.7081658927370811,-0.20032056072709664
11,980232.0,810643.1872956329,-0.795248669451283,-0.17300885168446561
14,422895099.0,373549063.7144277,-0.6036345053195595,-0.11668623117708983
10,169918.0,163044.96907060602,-0.511044231809578,-0.0404491044468154
10,69996.0,76755.76736962328,-0.5185809939362077,0.09657362377311962
11,566563.0,636760.8245632477,-0.5989535262034758,0.12390118056288132
11,164822.0,165422.3406611437,-0.692881216665014,0.003642357580563938
11,395252.0,497650.61010715115,-0.7030285317448872,0.25907170642312033
10,201634.0,177671.40900211045,-0.7593352985036218,-0.11884201572100712
15,3735528507.0,4232547542.488367,-0.45225645309671375,0.13305186523326057
11,137282.0,183255.26811239772,-0.49708769799046804,0.3348819809763678
11,33524.0,68998.20646778433,-0.6628998964083681,1.058173441945601
10,32666.0,30424.17892196108,-0.6996431267567926,-0.06862857644152696
12,3601074.0,3837179.8175075646,-0.5261538724101753,0.06556538896661511
15,1728479026.0,2041778596.1778655,-0.4651412043823792,0.18125737452706905
14,446201293.0,374803546.21841633,-0.75693922846092,-0.16001241570042618
14,705117422.0,667692891.6203059,-0.7257774974446224,-0.0530756001937137
12,1280118.0,1158994.759449112,-0.6640209105902852,-0.09461880900892575
15,2998221788.0,3271591093.4477963,-0.43116316459779547,0.09117714591426228
11,354303.0,342052.94153416244,-0.49652744774940705,-0.03457509099792426
12,5244672.0,5465020.107943193,-0.48983021071098815,0.04201370608937852
13,37598952.0,44964896.28716342,-0.4351298822237338,0.1959082340157625
12,1624001.0,1782181.2382700052,-0.6795611318853075,0.09740156457416295
14,193599714.0,213325401.50790703,-0.7178270012715441,0.10188903227360672
14,313867918.0,303897227.6124178,-0.5349230771772826,-0.031767153683997046
12,4816038.0,4739367.077064436,-0.49522697319610837,-0.015919916523823956
10,110960.0,96121.12507655782,-0.7294493589741893,-0.13373174949028646
14,402987083.0,390272777.4469859,-0.47922482800263283,-0.03155015654190112
13,70415603.0,68831408.44082035,-0.5934759907019324,-0.02249777736306041
13,200633697.0,211210309.19693968,-0.41033029007348354,0.05271603103111676
13,35569679.0,36043279.905693255,-0.6883291960263618,0.013314736567998135
12,2051536.0,2623549.843037621,-0.56944583231729,0.27882223028873054
15,5831774072.0,5580081454.896714,-0.6002105246314722,-0.04315884223151466
10,76442.0,85295.06955985085,-0.6117982906853697,0.11581420632441389
15,1333604176.0,1589299722.0239253,-0.40864670984557777,0.1917327124685948
14,476135814.0,503550194.0434139,-0.5084717993200409,0.05757680736743293
13,87302719.0,76804781.50286901,-0.7440561278523471,-0.1202475434600266
10,20015.0,24690.29420671257,-0.7584224674776865,0.23358951819698073
11,441532.0,458767.1622842862,-0.6321023779923278,0.03903491091084276
12,1635068.0,1824005.6225092476,-0.5397242626617025,0.1155533730152187
14,62059243.0,79703388.87438683,-0.48809032007934156,0.28431132932747555
15,1301158420.0,1390877813.3710585,-0.6621120302542463,0.06895347406740715
10,32984.0,28627.35554209139,-0.7061704381032227,-0.13208356954610143
10,86500.0,80688.62948203755,-0.46317904448222524,-0.06718347419609771
15,1810356232.0,1685904807.4938893,-0.7833987342163093,-0.06874416333442968
11,72420.0,97642.55159673921,-0.6052141161798885,0.348281574105761
14,456352858.0,483484896.26128405,-0.4700945449359682,0.05945407766304392
11,1127762.0,1198710.377545728,-0.5252508910763061,0.0629107715508486
15,2959760986.0,3476238435.793779,-0.4219183804147604,0.17449971542863593
13,37695761.0,36108619.91899682,-0.5121972160189321,-0.042103967101318945
11,833301.0,960699.413415472,-0.42449720096277316,0.15288402799885278
14,273268928.0,318618411.56180084,-0.44214180197832,0.16595184785077666
12,2086117.0,2757259.6349342265,-0.4814028938725725,0.3217185972475305
11,927987.0,868759.1820007282,-0.691967774206353,-0.06382397382643484
13,127121320.0,125187614.51017776,-0.6338300959108732,-0.015211496307796668
11,1122872.0,1044240.5544047828,-0.6174754618475432,-0.07002707841607696
14,215686603.0,242280835.662013,-0.6569322508883929,0.12330034546472501
11,1421254.0,1360919.1428011802,-0.5198015470641173,-0.04245184688931025
13,18400516.0,18102685.48450789,-0.6942883744916394,-0.01618598714797517
15,1442723632.0,1703608677.5332658,-0.544244221156919,0.1808281501368419
14,228521253.0,218505081.1631936,-0.7437007871435575,-0.043830373347403216
10,75094.0,71740.94151394042,-0.7866911891380735,-0.044651483288406325
14,433328084.0,425014176.86223173,-0.654854931456256,-0.019186171967031495
12,11201952.0,10779186.703219654,-0.6857898954577825,-0.03774032389893708
12,3535248.0,4274461.53966809,-0.5351425793779772,0.20909807166798192
15,5044296132.0,5777392957.51328,-0.5760947089334334,0.14533183745154474
11,1302064.0,1221100.8945019578,-0.7185356476033928,-0.062180588279871184
10,142949.0,128189.43933117302,-0.7985530046317761,-0.10325053458804873
13,106820395.0,101251573.25774574,-0.40355132982584374,-0.05213257021053196
13,118009393.0,107722703.21399255,-0.5658901459064334,-0.0871683984172976
14,1050931030.0,978305825.0563917,-0.49161279419310666,-0.06910558625679583
12,3892983.0,4714092.322633099,-0.4708011897232393,0.2109203463341861
14,1300498303.0,1275069463.7122464,-0.5432028400775728,-0.019553150687774162
11,1142426.0,1141350.7532408338,-0.6506458376320156,-0.0009411959804540885
12,7402392.0,7132555.501273808,-0.5030410195024961,-0.03645260866030763
10,126504.0,124009.45046893544,-0.5376757003143715,-0.019719135608870578
11,538792.0,562957.4411205556,-0.7467523945542108,0.044851150574907614
14,487894308.0,437113422.6456553,-0.7723757702556638,-0.10408173352648485
14,269742093.0,252097576.8188924,-0.6967042969315947,-0.0654125427176381
10,48243.0,53517.410185155444,-0.5990994625986464,0.10933006208476762
11,920456.0,913176.1544117952,-0.49108819723981034,-0.007908955548342126
15,28441099896.0,24583555111.963894,-0.7490684424965126,-0.13563275675490444
12,8761124.0,7458227.762943993,-0.7536591289846102,-0.14871336566586738
15,1341398770.0,1244820416.7592506,-0.7081808359572619,-0.07199824198493142
11,1532634.0,1272944.2590706756,-0.7692998149361696,-0.1694401539632583
12,4882750.0,5067121.827173228,-0.6626064396917367,0.03775983353094637
10,48968.0,54317.64131560564,-0.6879855404528454,0.10924769881566813
10,69145.0,62595.385565401375,-0.7809681399340604,-0.09472289297271856
15,5064603750.0,4722306328.32134,-0.531165752276884,-0.0675862196877022
12,7612970.0,7113203.716002027,-0.5654314842395787,-0.06564669031901786
14,598211218.0,656410641.0644943,-0.48666060265082756,0.09728908671935713
14,270711924.0,351594586.31763494,-0.4451455426593581,0.2987776124617065
10,100280.0,102126.50281664405,-0.6274175048690822,0.018413470449182748
13,44655447.0,47835997.83710152,-0.6511900952040214,0.07122425260017035
10,90010.0,80928.90175958311,-0.7181070568750965,-0.10088988157334618
12,8754773.0,8761707.102525963,-0.551298257724964,0.0007920368153420445
13,126326023.0,122267986.62350005,-0.5717354593359109,-0.032123518813696454
10,39510.0,39005.12698235622,-0.49477433834807233,-0.0127783603554488
12,4170127.0,3462286.1228909,-0.7590024527040885,-0.169740844129951
10,106282.0,94911.03891399533,-0.7967019206927141,-0.1069885877759608
11,184476.0,228793.90049746374,-0.4926949004754401,0.2402366730494142
10,68033.0,78482.62021764978,-0.4260452459386608,0.1535963461503943
14,1485456146.0,1704561893.980043,-0.42270089122663623,0.14750065060489703
10,351208.0,268123.66239594866,-0.763924954675198,-0.23656732649612577
15,2226357657.0,1751656381.2525547,-0.7707072718741397,-0.21321878551494808
15,6304667586.0,5891926075.540244,-0.660082364310225,-0.06546602256656325
14,669144205.0,499361437.8845388,-0.797119915881233,-0.25373120748383554
10,149020.0,156969.21487263075,-0.4941287769443161,0.053343275215613675
11,502690.0,552944.6042829489,-0.596144918579677,0.0999713626349219
11,400570.0,437830.57436847413,-0.6625458478978817,0.09301888401146899
11,244906.0,290300.47864108975,-0.5350980371039931,0.18535470197173506
12,38378424.0,40582477.18672706,-0.41815408227162915,0.05742948659713233
15,4382924830.0,4122405453.042181,-0.7221338898281443,-0.05943961784939373
13,20585065.0,20914365.899213836,-0.7086457334143637,0.01599707842621996
12,7556302.0,7133091.333880069,-0.495572926310213,-0.05600764317253747
11,185052.0,236825.34031102766,-0.6140685765455727,0.27977725348025234
12,6679711.0,6543215.570857327,-0.5176533012595903,-0.020434331536599796
12,5685136.0,5815563.631818579,-0.6013647226478215,0.02294186661824424
10,107344.0,109726.59208671178,-0.7136089167243556,0.022195857120209626
15,2327609494.0,2659340394.8851676,-0.5710966022430285,0.14251999819569716
14,430209042.0,429878111.2555444,-0.6639384610106681,-0.0007692324245838979
11,203564.0,251737.18374994674,-0.4634666590235826,0.236648836483596
14,927077273.0,979572403.9346673,-0.4734867951420929,0.05662433161023822
15,4601479584.0,4699135081.071886,-0.5112125592636686,0.021222629654046088
13,42084163.0,39169580.73933593,-0.5680171022924674,-0.06925603488096148
11,656711.0,951502.4939644813,-0.5213779801861775,0.44889075097642844
13,4484790.0,5318907.63284971,-0.6596672440826992,0.18598811379121655
14,536134534.0,616053627.3890221,-0.4453506543964758,0.14906537132156109
14,1557199988.0,1907987197.4694028,-0.4385312081292883,0.22526792459068706
11,227028.0,282819.79841087613,-0.4327042097910015,0.2457485350303757
15,4159920296.0,3389393511.81997,-0.7901698348933173,-0.18522633352397044
15,7690017962.0,6185699491.660855,-0.7950710989620982,-0.19561963024958987
13,66809666.0,75104220.35195011,-0.5655805766160984,0.12415201045833861
14,280441164.0,264047374.93015236,-0.7706022245987827,-0.058457142439501654
10,64344.0,68221.12208384227,-0.651766368833501,0.06025615572302428
14,224754002.0,371645785.05740166,-0.48565436801689277,0.6535669298444868
11,828402.0,1027688.150914168,-0.5548527631214628,0.240566960140328
11,404872.0,415345.8897513391,-0.6907479153760554,0.02586963225745198
10,125794.0,127927.61894301977,-0.626896820410808,0.016961213913380367
14,461483570.0,347659555.63074124,-0.7905396647436991,-0.24664803206159377
12,20302516.0,18303184.754394937,-0.60114470901185,-0.09847701859242779
10,42990.0,40662.90303069601,-0.6388060348248588,-0.0541311228030702
10,51750.0,52522.32268218653,-0.6927397676311864,0.01492410980070593
15,3268116742.0,2955675103.2740436,-0.7359222729458161,-0.09560296139689016
10,153215.0,153211.12070779144,-0.45101156988247193,-2.5319271667629496e-05
10,321015.0,309041.89593655604,-0.4617613804466151,-0.037297646725056324
15,7096209065.0,7230870375.057322,-0.5581882436858834,0.018976513913816256
14,618405688.0,570242736.3254304,-0.682914741383824,-0.07788245258599498
12,997596.0,1641033.1671310277,-0.45794588205069575,0.6449877176041481
10,398076.0,389174.06957654643,-0.5619529252638297,-0.02236238915044757
10,94762.0,95730.96785395079,-0.4348188107995323,0.01022527863437652
12,4105844.0,3509060.2949711373,-0.7855474889577809,-0.14534982454980333
13,17452288.0,15494805.250748016,-0.652726784942636,-0.11216195545546716
15,5111923302.0,5229856222.296489,-0.5133737658507578,0.023070166223023814
13,29799512.0,27336568.413950693,-0.705075658629884,-0.08265046709655202
13,22144412.0,21246882.58211976,-0.6332561301296895,-0.040530740571492294
11,188010.0,277090.50103838084,-0.5819757679785609,0.47380724981852473
10,38635.0,45655.92357165745,-0.6138836282061925,0.1817244356582748
14,785203480.0,854143428.5934424,-0.5357135588394372,0.0877988322128201
13,117584892.0,116761821.73808324,-0.48923956247093214,-0.006999796044518684
13,110900810.0,112891716.23499116,-0.4325401568010421,0.017952134299029584
15,2151234986.0,2451082183.0475597,-0.43585353573679136,0.13938374886933888
11,1250504.0,1195000.2091462028,-0.684243466798489,-0.044385136595962285
13,19223054.0,15419140.75109534,-0.7511099768750923,-0.19788287797062112
11,777376.0,853767.8569110755,-0.44988003312988595,0.09826886463059772
15,3196604080.0,3605700968.9326,-0.4924981733016226,0.1279785918725975
12,9997440.0,10847523.437941406,-0.5312418817144325,0.08503011150268527
15,2259232890.0,3360531308.6166654,-0.4167432481865704,0.48746564530435166
10,121066.0,115319.22160663833,-0.754437431193275,-0.047468144593541324
13,13607467.0,13442805.029857066,-0.5206371141373096,-0.01210085390197415
12,15571297.0,15193251.172295664,-0.5274173921777201,-0.02427837756253294
10,59089.0,58764.637081365305,-0.5897664034235139,-0.005489395972764732
13,45421383.0,38085204.47952954,-0.7433451786132644,-0.16151376369298273
13,47938836.0,51105232.55027232,-0.576491718914917,0.06605075997824233
15,3572905402.0,3185771190.169532,-0.747291988021703,-0.10835277407953836
10,26164.0,22244.848671711803,-0.7769868634650866,-0.14979174928482636
15,6616230725.0,5451271994.816142,-0.6637267981358544,-0.1760758925443698
10,64986.0,51680.916579056175,-0.7728031373045364,-0.2047376884397228
10,131715.0,118149.94601526573,-0.5874231526595868,-0.10298792077390026
11,623523.0,679454.5140345319,-0.5213312820416793,0.08970240718390804
14,639257948.0,771666949.1585665,-0.4452779229719134,0.2071292215807796
12,3440752.0,3396152.3426163597,-0.5136876364876688,-0.012962183087778571
14,663761258.0,642351938.067579,-0.40500756625774875,-0.03225454886735943
11,1319341.0,1252912.3055343938,-0.45720713882803543,-0.05034990534335417
11,2973704.0,3151011.9061063896,-0.4497518121770409,0.05962527074193988
11,871480.0,1000427.1250980932,-0.479607176967069,0.1479633785033428
13,28274977.0,25658804.522673316,-0.5816350490244836,-0.09252606915742792
10,20755.0,20478.901092163604,-0.6226183788708118,-0.013302765976217604
14,472275536.0,482266633.99695736,-0.6392257094671117,0.02115523086708722
12,4622136.0,4750566.188210743,-0.4986905560924856,0.02778589557095303
11,238882.0,222616.57165811822,-0.7969381348221292,-0.06808980309057099
15,2437480669.0,2116287458.0766945,-0.5794367900462046,-0.1317726187568405
11,987576.0,876014.8714904984,-0.6775440145886611,-0.11296460070870655
10,167739.0,214634.16555032894,-0.5420102136973983,0.2795722256024475
15,8024652138.0,8404427277.00142,-0.5275198864096987,0.047326056316264464
13,87618838.0,82075680.6303041,-0.629479256848077,-0.06326444742049538
10,44535.0,47046.930117803095,-0.7256101424058922,0.056403505508096884
12,5307141.0,4660576.186638507,-0.6778472703299354,-0.12182921338654709
11,955162.0,909696.383613572,-0.542165460511997,-0.04759990073561135
10,179448.0,227852.93381066987,-0.41425288638747726,0.26974351238615013
15,2177117798.0,2452444307.776667,-0.4512399014300432,0.1264637632513935
10,51008.0,62059.674567773334,-0.5408382041862067,0.21666551458150357
13,86299995.0,96621800.96552274,-0.5149108071156533,0.11960378405030889
11,1008834.0,1031296.378599583,-0.7205848350867602,0.0222656835510927
10,147162.0,161967.9330703192,-0.5332258615684806,0.10060975707260848
10,93166.0,105698.47524464682,-0.4700977964213226,0.1345176914823736
11,713629.0,644985.8109286227,-0.5250036587262543,-0.096188900775301
11,303288.0,262280.45698352705,-0.6967363353078213,-0.1352099094473667
13,21220540.0,27222355.81017928,-0.4377833818295807,0.28283049395440824
13,64236432.0,67203175.08223186,-0.5309379442252469,0.04618474267424854
14,455841092.0,403924187.8573338,-0.7731429352150547,-0.11389254951737923
12,2907130.0,2855382.033168012,-0.6668429386424182,-0.01780036215511112
12,3484526.0,3988468.8356751436,-0.4610655432836696,0.14462306657351492
12,3305303.0,2980911.544459663,-0.4705729720152192,-0.09814272868185976
14,633456359.0,643251019.0447131,-0.5372075292186589,0.015462249144006367
11,722094.0,842469.0165202693,-0.4922925282959184,0.16670269593746706
15,4258123572.0,4599642207.970164,-0.4631976033815847,0.08020402184095288
15,7420091684.0,6670860951.964131,-0.5233502975564567,-0.10097324452896458
13,33792959.0,37885626.997025944,-0.4247174141299066,0.12111008086110317
14,335859952.0,368809182.22924536,-0.49944186637213045,0.09810407591925507
12,4696164.0,3824191.6539935283,-0.7500599839648019,-0.18567757557156686
13,72842328.0,73250882.86038542,-0.66446715836226,0.005608756221868938
13,105434704.0,94903218.43741407,-0.722782787301337,-0.09988632929235458
10,134152.0,104932.2861576554,-0.7577273110604401,-0.21781049736377095
11,618725.0,581712.8788635987,-0.7612719876497884,-0.05981998648252667
14,957289406.0,837359640.0656828,-0.7227399520942109,-0.1252805736516395
11,1451876.0,1500059.6994992446,-0.48653763991616156,0.033187200214925085
15,6835636386.0,7807808451.280952,-0.42340491570028277,0.14222114963166393
12,1090256.0,1030545.1111761011,-0.6296296014301721,-0.054767769059651
14,963050742.0,936420691.0393022,-0.6206877779721143,-0.02765176308923686
14,520058564.0,541683583.6056558,-0.7231804342503861,0.04158189308397927
15,7297079353.0,8342389253.788954,-0.44960536746686947,0.14325044997067252
14,476978868.0,430530847.14270055,-0.7601926764288173,-0.09737961988139786
10,26920.0,34497.5107214928,-0.516136109558502,0.28148256766317975
15,4707996362.0,4644419571.763286,-0.5680884367443149,-0.01350400156420392
14,412490070.0,446531932.31994605,-0.5637165608280061,0.08252771350337246
11,3221768.0,3001746.434743815,-0.6489303761971088,-0.06829218157737767
13,29307132.0,30770944.412168276,-0.563979348063516,0.049947310169015366
13,97665654.0,95365450.6541982,-0.44261172464070153,-0.02355181429289155
10,110532.0,121625.79648013314,-0.4305456679792869,0.10036728259809956
11,775986.0,721390.1227787406,-0.5464046178905604,-0.07035678120643853
13,55017399.0,69978481.24412538,-0.4585519075236453,0.27193365219110743
10,65985.0,69996.88627123907,-0.4827424775949958,0.060799973800698175
12,6292780.0,5466719.8914147215,-0.7840951129198823,-0.13127109299630346
12,15649768.0,16090403.338962682,-0.4753854278050994,0.028156030106176757
10,375670.0,338350.90162922535,-0.7465051595816309,-0.09934010799577994
14,345673916.0,353312999.7133158,-0.5630596298231254,0.022099103692034966
13,48246430.0,52535225.136470124,-0.4577686126156082,0.08889352303310574
10,118436.0,119604.07888532463,-0.7053466877597454,0.009862532383098331
14,170939494.0,170356914.27732,-0.5908375010759802,-0.0034081048741141265
15,4758007888.0,5054286956.697993,-0.6622871109347432,0.0622695623193959
12,11779158.0,13242288.560434643,-0.5519308297052047,0.12421351003481261
15,23747097172.0,24762986611.53105,-0.5924682021395912,0.042779520889352246
14,454905004.0,463741274.3583818,-0.42752995319192444,0.01942442989345927
11,1038505.0,845160.5860954524,-0.7321940905583451,-0.1861757178872972
11,770539.0,697605.2692061947,-0.6114613740614867,-0.09465287388932335
11,398335.0,504420.0839339876,-0.5460526067980707,0.266321272130211
12,2383439.0,2032850.265104312,-0.791496098738801,-0.14709364699314226
12,4111880.0,4687634.428990221,-0.40073825766354576,0.14002218668594915
14,539703112.0,551096129.3325261,-0.46627135077370413,0.021109786249529885
13,73115220.0,70126276.37885743,-0.5942001086873474,-0.040879910108217773
12,6258738.0,5399985.687971539,-0.7319231685807662,-0.13720854140698352
14,528338047.0,502240876.1675421,-0.5844906299104397,-0.049394835334389424
14,798477817.0,748005459.4771878,-0.7241068907560834,-0.06321071975730573
10,201333.0,192764.6029429409,-0.6963422795211593,-0.042558333989257124
10,43264.0,42340.428886287926,-0.4502638075778382,-0.021347335283655563
14,167788762.0,182766028.57879093,-0.620994574775395,0.08926263237338226
10,170524.0,156124.43455024596,-0.6041521984287467,-0.08444304291333793
13,23733910.0,21772683.72198394,-0.6193809017249308,-0.08263393086162628
12,2524411.0,2668214.664601899,-0.4441517126893667,0.05696523450495946
11,418262.0,424114.31439699075,-0.5596629652772377,0.013991982051897505
13,26737060.0,27439871.90576346,-0.7087240198284829,0.026286057844933527
11,563442.0,615395.6107918893,-0.7013057287633564,0.0922075578176445
13,26290244.0,28847624.003822874,-0.4158934737253153,0.09727486758292826
14,321620565.0,305504212.66298205,-0.7169123398940526,-0.05010983155575874
13,76126203.0,75697928.26990646,-0.578228377134962,-0.0056258517201171684
14,936307832.0,814721645.2119616,-0.7393280918730407,-0.12985706477358439
11,420432.0,511457.9732267006,-0.5401065297885004,0.2165058159861776
15,8867502205.0,7965049866.735559,-0.6763592673733443,-0.1017707486732382
11,1501162.0,1454310.5230941547,-0.62662755598753,-0.03121014048173704
14,267822444.0,249382071.29901117,-0.4754958714194167,-0.06885297746363941
11,1080461.0,1251185.538360501,-0.5266558760538411,0.1580108290447327
15,11578887704.0,9581723077.421814,-0.7944557822632594,-0.17248328834627638
11,1300544.0,1347763.6740113522,-0.49700516758629587,0.03630763281469311
14,788837380.0,757317662.7885699,-0.45761486813055446,-0.0399571800355481
10,239348.0,247136.60307728747,-0.6417305331878955,0.03254091564286088
15,4278423748.0,5026790578.857738,-0.7010049863565376,0.17491648208234878
14,285211574.0,308045469.2357602,-0.64238847127331,0.08005949729010721
10,106275.0,103595.05071802688,-0.6472921704541814,-0.025217118625952707
15,5433293810.0,5544507124.622063,-0.48554121583573523,0.020468857107888056
11,349686.0,345549.7290222761,-0.581278588860529,-0.011828528959477582
14,494081902.0,457598881.17195046,-0.6877992623685741,-0.07384002668458303
